epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1567321873787,2019-09-01T00:11:13.787,0.000,98154.156
1567321873862,2019-09-01T00:11:13.862,0.075,98153.227
1567321873935,2019-09-01T00:11:13.935,0.148,98153.227
1567321874009,2019-09-01T00:11:14.009,0.222,98148.391
1567321874082,2019-09-01T00:11:14.082,0.295,98148.391
1567321874157,2019-09-01T00:11:14.157,0.370,98148.766
1567321874230,2019-09-01T00:11:14.230,0.443,98152.680
1567321874303,2019-09-01T00:11:14.303,0.516,98147.469
1567321874376,2019-09-01T00:11:14.376,0.589,98151.750
1567321874451,2019-09-01T00:11:14.451,0.664,98150.070
1567321874524,2019-09-01T00:11:14.524,0.737,98149.594
1567321874598,2019-09-01T00:11:14.598,0.811,98148.766
1567321874671,2019-09-01T00:11:14.671,0.884,98149.141
1567321874745,2019-09-01T00:11:14.745,0.958,98151.375
1567321874819,2019-09-01T00:11:14.819,1.032,98143.563
1567321874892,2019-09-01T00:11:14.892,1.105,98152.203
1567321874965,2019-09-01T00:11:14.965,1.178,98152.203
1567321875040,2019-09-01T00:11:15.040,1.253,98153.055
1567321875113,2019-09-01T00:11:15.113,1.326,98149.969
1567321875186,2019-09-01T00:11:15.186,1.399,98145.688
1567321875260,2019-09-01T00:11:15.260,1.473,98148.289
1567321875334,2019-09-01T00:11:15.334,1.547,98152.578
1567321875408,2019-09-01T00:11:15.408,1.621,98154.797
1567321875481,2019-09-01T00:11:15.481,1.694,98153.055
1567321875554,2019-09-01T00:11:15.554,1.767,98153.055
1567321875629,2019-09-01T00:11:15.629,1.842,98152.094
1567321875702,2019-09-01T00:11:15.702,1.915,98151.750
1567321875775,2019-09-01T00:11:15.775,1.988,98150.453
1567321875848,2019-09-01T00:11:15.848,2.061,98149.141
1567321875923,2019-09-01T00:11:15.923,2.136,98151.750
1567321875996,2019-09-01T00:11:15.996,2.209,98149.969
1567321876070,2019-09-01T00:11:16.070,2.283,98149.484
1567321876143,2019-09-01T00:11:16.143,2.356,98145.688
1567321876218,2019-09-01T00:11:16.218,2.431,98152.578
1567321876291,2019-09-01T00:11:16.291,2.504,98151.172
1567321876364,2019-09-01T00:11:16.364,2.577,98156.000
1567321876437,2019-09-01T00:11:16.437,2.650,98150.453
1567321876512,2019-09-01T00:11:16.512,2.725,98153.391
1567321876585,2019-09-01T00:11:16.585,2.798,98149.969
1567321876659,2019-09-01T00:11:16.659,2.872,98153.391
1567321876732,2019-09-01T00:11:16.732,2.945,98156.859
1567321876806,2019-09-01T00:11:16.806,3.019,98149.484
1567321876880,2019-09-01T00:11:16.880,3.093,98148.672
1567321876953,2019-09-01T00:11:16.953,3.166,98150.797
1567321877026,2019-09-01T00:11:17.026,3.239,98154.703
1567321877101,2019-09-01T00:11:17.101,3.314,98150.453
1567321877174,2019-09-01T00:11:17.174,3.387,98154.703
1567321877247,2019-09-01T00:11:17.247,3.460,98152.578
1567321877321,2019-09-01T00:11:17.321,3.534,98148.188
1567321877395,2019-09-01T00:11:17.395,3.608,98148.672
1567321877469,2019-09-01T00:11:17.469,3.682,98149.484
1567321877542,2019-09-01T00:11:17.542,3.755,98155.180
1567321877617,2019-09-01T00:11:17.617,3.830,98150.797
1567321877690,2019-09-01T00:11:17.690,3.903,98151.266
1567321877763,2019-09-01T00:11:17.763,3.976,98155.078
1567321877836,2019-09-01T00:11:17.836,4.049,98148.672
1567321877910,2019-09-01T00:11:17.910,4.123,98148.672
1567321877984,2019-09-01T00:11:17.984,4.197,98145.578
1567321878057,2019-09-01T00:11:18.057,4.270,98141.227
1567321878131,2019-09-01T00:11:18.131,4.344,98142.633
1567321878204,2019-09-01T00:11:18.204,4.417,98139.063
1567321878279,2019-09-01T00:11:18.279,4.492,98135.156
1567321878352,2019-09-01T00:11:18.352,4.565,98138.625
1567321878425,2019-09-01T00:11:18.425,4.638,98139.922
1567321878498,2019-09-01T00:11:18.498,4.711,98136.469
1567321878573,2019-09-01T00:11:18.573,4.786,98129.953
1567321878646,2019-09-01T00:11:18.646,4.859,98127.344
1567321878720,2019-09-01T00:11:18.720,4.933,98129.500
1567321878794,2019-09-01T00:11:18.794,5.007,98126.039
1567321878868,2019-09-01T00:11:18.868,5.081,98132.109
