time,class,class_prop,class_rel,class_prop_rel
171.08,10,1,10,0.845771144278607
172.08,10,1,10,1
173.08,10,1,10,1
174.08,10,1,10,1
175.08,10,1,10,1
176.08,10,1,10,1
177.08,10,1,10,1
178.08,10,1,10,1
179.08,10,1,10,1
180.08,10,1,10,1
181.08,10,1,10,1
182.08,10,1,10,1
183.08,10,1,10,1
184.08,10,1,10,1
185.08,10,1,10,1
186.08,10,1,10,1
187.08,10,1,10,1
188.08,10,1,10,1
189.08,10,1,10,1
190.08,10,1,10,1
191.08,10,1,10,1
192.08,10,1,10,1
193.08,10,1,10,1
194.08,10,1,10,1
195.08,10,1,10,1
196.08,10,1,10,1
197.08,10,1,10,1
198.08,10,1,10,1
199.08,10,1,10,1
200.08,10,1,10,1
201.08,10,1,10,1
202.08,10,1,10,1
203.08,10,1,10,1
204.08,10,1,10,1
205.08,10,1,10,1
206.08,10,1,10,1
207.08,10,1,10,1
208.08,10,1,10,1
209.08,10,1,10,1
210.08,10,1,10,1
211.08,10,1,10,1
212.08,10,1,10,1
213.08,10,1,10,1
214.08,10,1,10,1
215.08,10,1,10,1
216.08,10,1,10,1
217.08,10,1,10,1
218.08,10,1,10,1
219.08,10,0.850746268656716,10,0.865671641791045
220.08,10,0.601990049751244,10,0.616915422885572
221.08,1,0.646766169154229,1,0.631840796019901
222.08,1,0.895522388059702,1,0.880597014925373
223.08,1,1,1,1
224.08,1,1,1,1
225.08,1,1,1,1
226.08,1,0.995024875621891,1,0.985074626865672
227.08,1,0.746268656716418,1,0.736318407960199
228.08,7,0.502487562189055,7,0.512437810945274
229.08,7,0.751243781094527,7,0.761194029850746
230.08,7,1,7,1
231.08,7,1,7,1
232.08,7,1,7,1
233.08,7,1,7,1
234.08,7,1,7,1
235.08,7,1,7,1
236.08,7,1,7,1
237.08,7,1,7,1
238.08,7,1,7,1
239.08,7,1,7,1
240.08,7,1,7,1
241.08,7,1,7,1
242.08,7,1,7,1
243.08,7,1,7,1
244.08,7,1,7,1
245.08,7,1,7,1
246.08,7,1,7,1
247.08,7,1,7,1
248.08,7,1,7,1
249.08,7,1,7,1
250.08,7,1,7,1
251.08,7,1,7,1
252.08,7,1,7,1
253.08,7,1,7,1
254.08,7,1,7,1
255.08,7,1,7,1
256.08,7,1,7,1
257.08,7,1,7,1
258.08,7,1,7,1
259.08,7,1,7,1
260.08,7,1,7,1
261.08,7,1,7,1
262.08,7,1,7,1
263.08,7,1,7,1
264.08,7,1,7,1
265.08,7,1,7,1
266.08,7,1,7,1
267.08,7,1,7,1
268.08,7,1,7,1
269.08,7,1,7,1
270.08,7,1,7,1
271.08,7,1,7,1
272.08,7,1,7,1
273.08,7,1,7,1
274.08,7,1,7,1
275.08,7,1,7,1
276.08,7,1,7,1
277.08,7,1,7,1
278.08,7,1,7,1
279.08,7,1,7,1
280.08,7,1,7,1
281.08,7,1,7,1
282.08,7,1,7,1
283.08,7,1,7,1
284.08,7,1,7,1
285.08,7,1,7,1
286.08,7,1,7,1
287.08,7,1,7,1
288.08,7,1,7,1
289.08,7,1,7,1
290.08,7,1,7,1
291.08,7,1,7,1
292.08,7,1,7,1
293.08,7,1,7,1
294.08,7,1,7,1
295.08,7,1,7,1
296.08,7,1,7,1
297.08,7,1,7,1
298.08,7,1,7,1
299.08,7,1,7,1
300.08,7,1,7,1
301.08,7,1,7,1
