epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567321867523,2019-09-01T00:11:07.523,0.000,-0.854,0.061,-0.488
1567321867542,2019-09-01T00:11:07.542,0.019,-0.549,0.122,-0.427
1567321867562,2019-09-01T00:11:07.562,0.039,-0.427,-0.122,-0.366
1567321867583,2019-09-01T00:11:07.583,0.060,-0.488,-0.061,-0.366
1567321867603,2019-09-01T00:11:07.603,0.080,-0.488,-0.061,-0.305
1567321867624,2019-09-01T00:11:07.624,0.101,-0.488,-0.061,-0.305
1567321867644,2019-09-01T00:11:07.644,0.121,-0.488,-0.061,-0.305
1567321867665,2019-09-01T00:11:07.665,0.142,-0.488,-0.061,-0.305
1567321867684,2019-09-01T00:11:07.684,0.161,-0.488,-0.122,-0.305
1567321867704,2019-09-01T00:11:07.704,0.181,-0.488,-0.061,-0.305
1567321867725,2019-09-01T00:11:07.725,0.202,-0.488,-0.061,-0.305
1567321867745,2019-09-01T00:11:07.745,0.222,-0.549,0.000,-0.366
1567321867766,2019-09-01T00:11:07.766,0.243,-0.488,-0.122,-0.366
1567321867786,2019-09-01T00:11:07.786,0.263,-0.427,-0.061,-0.427
1567321867807,2019-09-01T00:11:07.807,0.284,-0.488,-0.061,-0.427
1567321867826,2019-09-01T00:11:07.826,0.303,-0.488,-0.122,-0.366
1567321867846,2019-09-01T00:11:07.846,0.323,-0.488,-0.061,-0.366
1567321867867,2019-09-01T00:11:07.867,0.344,-0.549,-0.061,-0.366
1567321867888,2019-09-01T00:11:07.888,0.365,-0.488,-0.061,-0.366
1567321867908,2019-09-01T00:11:07.908,0.385,-0.549,-0.061,-0.305
1567321867929,2019-09-01T00:11:07.929,0.406,-0.610,-0.061,-0.427
1567321867949,2019-09-01T00:11:07.949,0.426,-0.549,-0.061,-0.366
1567321867970,2019-09-01T00:11:07.970,0.447,-0.427,-0.061,-0.305
1567321867989,2019-09-01T00:11:07.989,0.466,-0.488,-0.061,-0.366
1567321868009,2019-09-01T00:11:08.009,0.486,-0.549,-0.061,-0.366
1567321868030,2019-09-01T00:11:08.030,0.507,-0.610,-0.061,-0.366
1567321868050,2019-09-01T00:11:08.050,0.527,-0.488,-0.061,-0.305
