epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1567321861278,2019-09-01T00:11:01.278,0.000,-0.095,-0.846,2.313
1567321861299,2019-09-01T00:11:01.299,0.021,-0.245,-0.979,1.354
1567321861318,2019-09-01T00:11:01.318,0.040,-0.199,0.391,0.521
1567321861338,2019-09-01T00:11:01.338,0.060,-0.063,0.125,-0.103
1567321861359,2019-09-01T00:11:01.359,0.081,-0.567,-0.819,0.042
1567321861379,2019-09-01T00:11:01.379,0.101,-0.380,-1.778,-1.426
1567321861400,2019-09-01T00:11:01.400,0.122,-0.010,-1.645,-1.008
1567321861420,2019-09-01T00:11:01.420,0.142,-0.137,-0.880,-0.748
1567321861439,2019-09-01T00:11:01.439,0.161,-0.233,-0.188,-0.073
1567321861460,2019-09-01T00:11:01.460,0.182,-0.186,-0.715,0.458
1567321861480,2019-09-01T00:11:01.480,0.202,-0.442,-1.492,0.634
1567321861501,2019-09-01T00:11:01.501,0.223,-0.242,-1.586,0.721
1567321861521,2019-09-01T00:11:01.521,0.243,-0.295,-1.594,0.283
1567321861542,2019-09-01T00:11:01.542,0.264,-0.545,-1.410,0.117
1567321861563,2019-09-01T00:11:01.563,0.285,-0.519,-1.121,0.018
1567321861582,2019-09-01T00:11:01.582,0.304,-0.261,-1.024,0.279
1567321861602,2019-09-01T00:11:01.602,0.324,-0.250,-0.938,0.520
1567321861623,2019-09-01T00:11:01.623,0.345,-0.644,-0.707,0.457
1567321861643,2019-09-01T00:11:01.643,0.365,-0.705,-0.568,0.170
1567321861664,2019-09-01T00:11:01.664,0.386,-0.374,-0.918,0.052
1567321861684,2019-09-01T00:11:01.684,0.406,-0.289,-1.052,0.132
1567321861705,2019-09-01T00:11:01.705,0.427,-0.273,-0.837,0.391
1567321861724,2019-09-01T00:11:01.724,0.446,-0.269,-0.596,0.502
1567321861744,2019-09-01T00:11:01.744,0.466,-0.286,-0.561,0.299
1567321861765,2019-09-01T00:11:01.765,0.487,-0.202,-0.710,0.120
1567321861785,2019-09-01T00:11:01.785,0.507,-0.053,-1.025,0.226
1567321861806,2019-09-01T00:11:01.806,0.528,-0.350,-0.827,0.355
1567321861826,2019-09-01T00:11:01.826,0.548,-0.445,-0.659,0.522
1567321861845,2019-09-01T00:11:01.845,0.567,-0.373,-1.023,0.506
1567321861866,2019-09-01T00:11:01.866,0.588,-0.334,-1.234,0.409
1567321861886,2019-09-01T00:11:01.886,0.608,-0.328,-0.949,0.479
1567321861907,2019-09-01T00:11:01.907,0.629,-0.472,-0.720,0.297
1567321861927,2019-09-01T00:11:01.927,0.649,-0.351,-0.670,-0.002
1567321861948,2019-09-01T00:11:01.948,0.670,-0.095,-0.436,0.101
1567321861968,2019-09-01T00:11:01.968,0.690,-0.312,0.040,1.053
1567321861987,2019-09-01T00:11:01.987,0.709,-0.793,-0.602,0.516
1567321862008,2019-09-01T00:11:02.008,0.730,-0.675,-0.473,0.886
1567321862028,2019-09-01T00:11:02.028,0.750,-0.615,-0.447,0.587
1567321862049,2019-09-01T00:11:02.049,0.771,-0.562,-0.227,0.708
1567321862069,2019-09-01T00:11:02.069,0.791,-0.756,-0.427,0.668
1567321862090,2019-09-01T00:11:02.090,0.812,-0.984,-0.376,0.729
1567321862109,2019-09-01T00:11:02.109,0.831,-1.184,-0.143,0.614
1567321862129,2019-09-01T00:11:02.129,0.851,-1.274,0.056,0.524
1567321862150,2019-09-01T00:11:02.150,0.872,-1.459,0.141,0.375
1567321862170,2019-09-01T00:11:02.170,0.892,-1.653,0.078,0.148
1567321862191,2019-09-01T00:11:02.191,0.913,-1.611,-0.092,-0.236
1567321862211,2019-09-01T00:11:02.211,0.933,-1.302,-0.154,-0.507
1567321862232,2019-09-01T00:11:02.232,0.954,-1.122,-0.042,-0.617
1567321862251,2019-09-01T00:11:02.251,0.973,-1.135,0.140,-0.613
1567321862271,2019-09-01T00:11:02.271,0.993,-1.141,0.201,-0.610
1567321862292,2019-09-01T00:11:02.292,1.014,-1.166,0.212,-0.568
1567321862313,2019-09-01T00:11:02.313,1.035,-1.216,0.156,-0.445
1567321862333,2019-09-01T00:11:02.333,1.055,-1.394,0.063,-0.241
1567321862354,2019-09-01T00:11:02.354,1.076,-1.476,0.215,0.022
1567321862374,2019-09-01T00:11:02.374,1.096,-1.316,0.333,0.194
1567321862393,2019-09-01T00:11:02.393,1.115,-1.175,0.234,0.238
1567321862414,2019-09-01T00:11:02.414,1.136,-1.112,0.002,0.234
1567321862434,2019-09-01T00:11:02.434,1.156,-0.929,-0.086,0.224
1567321862455,2019-09-01T00:11:02.455,1.177,-0.732,-0.055,0.311
1567321862475,2019-09-01T00:11:02.475,1.197,-0.671,-0.078,0.484
1567321862496,2019-09-01T00:11:02.496,1.218,-0.698,-0.077,0.664
1567321862515,2019-09-01T00:11:02.515,1.237,-0.393,0.584,0.675
1567321862535,2019-09-01T00:11:02.535,1.257,-0.618,0.331,0.814
1567321862556,2019-09-01T00:11:02.556,1.278,-0.969,-0.305,0.575
1567321862576,2019-09-01T00:11:02.576,1.298,-0.734,-0.787,-0.024
1567321862597,2019-09-01T00:11:02.597,1.319,-0.567,-0.030,0.216
1567321862617,2019-09-01T00:11:02.617,1.339,-0.809,-0.219,0.111
1567321862638,2019-09-01T00:11:02.638,1.360,-1.000,-0.068,0.491
1567321862657,2019-09-01T00:11:02.657,1.379,-1.122,-0.286,0.455
1567321862677,2019-09-01T00:11:02.677,1.399,-1.043,-0.181,0.358
1567321862698,2019-09-01T00:11:02.698,1.420,-0.960,-0.009,0.387
1567321862718,2019-09-01T00:11:02.718,1.440,-1.147,0.021,0.347
1567321862739,2019-09-01T00:11:02.739,1.461,-1.078,0.146,0.197
1567321862759,2019-09-01T00:11:02.759,1.481,-0.935,0.085,0.131
1567321862778,2019-09-01T00:11:02.778,1.500,-1.402,0.009,0.220
1567321862799,2019-09-01T00:11:02.799,1.521,-1.343,0.148,0.467
1567321862819,2019-09-01T00:11:02.819,1.541,-1.579,-0.080,-0.392
1567321862840,2019-09-01T00:11:02.840,1.562,-1.451,-0.589,-0.872
1567321862860,2019-09-01T00:11:02.860,1.582,-0.217,0.023,-0.687
1567321862881,2019-09-01T00:11:02.881,1.603,-0.520,0.546,-0.055
1567321862901,2019-09-01T00:11:02.901,1.623,-0.575,0.634,0.291
1567321862920,2019-09-01T00:11:02.920,1.642,-0.303,0.343,0.162
1567321862941,2019-09-01T00:11:02.941,1.663,-0.824,-0.007,0.203
1567321862961,2019-09-01T00:11:02.961,1.683,-1.111,-0.031,0.542
1567321862982,2019-09-01T00:11:02.982,1.704,-1.042,-0.104,0.660
1567321863002,2019-09-01T00:11:03.002,1.724,-0.993,0.003,0.695
1567321863023,2019-09-01T00:11:03.023,1.745,-1.044,-0.076,0.704
1567321863043,2019-09-01T00:11:03.043,1.765,-0.930,-0.340,0.362
1567321863063,2019-09-01T00:11:03.063,1.785,-0.938,-0.434,0.325
1567321863083,2019-09-01T00:11:03.083,1.805,-1.148,-0.071,0.652
1567321863104,2019-09-01T00:11:03.104,1.826,-1.317,0.094,0.744
1567321863124,2019-09-01T00:11:03.124,1.846,-1.167,-0.021,0.537
1567321863145,2019-09-01T00:11:03.145,1.867,-0.956,-0.055,0.391
1567321863165,2019-09-01T00:11:03.165,1.887,-0.523,0.021,0.207
1567321863184,2019-09-01T00:11:03.184,1.906,-1.331,-0.107,0.535
1567321863205,2019-09-01T00:11:03.205,1.927,-1.652,-0.183,0.774
1567321863225,2019-09-01T00:11:03.225,1.947,-0.939,-0.169,0.461
1567321863246,2019-09-01T00:11:03.246,1.968,-0.678,-0.150,0.415
1567321863266,2019-09-01T00:11:03.266,1.988,-0.972,-0.146,0.670
1567321863287,2019-09-01T00:11:03.287,2.009,-0.812,-0.131,0.499
1567321863307,2019-09-01T00:11:03.307,2.029,-0.568,0.206,0.650
1567321863326,2019-09-01T00:11:03.326,2.048,-0.060,-0.097,0.338
1567321863347,2019-09-01T00:11:03.347,2.069,0.295,0.313,0.193
1567321863367,2019-09-01T00:11:03.367,2.089,-0.622,0.276,1.144
1567321863388,2019-09-01T00:11:03.388,2.110,-0.469,-0.028,0.908
1567321863408,2019-09-01T00:11:03.408,2.130,-0.552,-0.077,1.226
1567321863429,2019-09-01T00:11:03.429,2.151,-0.189,-0.198,0.795
1567321863449,2019-09-01T00:11:03.449,2.171,0.114,-0.290,0.150
1567321863468,2019-09-01T00:11:03.468,2.190,0.181,0.055,1.352
1567321863489,2019-09-01T00:11:03.489,2.211,0.105,0.036,1.599
1567321863509,2019-09-01T00:11:03.509,2.231,0.064,-0.282,1.024
1567321863530,2019-09-01T00:11:03.530,2.252,0.183,-0.328,1.056
1567321863550,2019-09-01T00:11:03.550,2.272,0.332,-0.185,1.282
1567321863571,2019-09-01T00:11:03.571,2.293,0.107,0.018,1.150
1567321863590,2019-09-01T00:11:03.590,2.312,0.233,0.040,0.968
1567321863610,2019-09-01T00:11:03.610,2.332,0.262,0.238,0.812
1567321863631,2019-09-01T00:11:03.631,2.353,0.025,0.229,0.534
1567321863651,2019-09-01T00:11:03.651,2.373,-0.048,0.089,0.514
1567321863672,2019-09-01T00:11:03.672,2.394,0.037,0.225,0.604
1567321863692,2019-09-01T00:11:03.692,2.414,0.352,0.159,0.767
1567321863713,2019-09-01T00:11:03.713,2.435,0.592,0.102,0.983
1567321863732,2019-09-01T00:11:03.732,2.454,0.887,-0.200,1.298
1567321863752,2019-09-01T00:11:03.752,2.474,1.009,-0.120,1.403
1567321863773,2019-09-01T00:11:03.773,2.495,0.813,0.035,1.083
1567321863793,2019-09-01T00:11:03.793,2.515,0.780,0.140,0.978
