time,class,class_prop,class_rel,class_prop_rel
113.32,8,1,8,0.975124378109453
114.32,8,1,8,1
115.32,8,0.875621890547264,8,0.870646766169154
116.32,8,0.626865671641791,8,0.621890547263682
117.32,6,0.621890547263682,6,0.626865671641791
118.32,6,0.870646766169154,6,0.875621890547264
119.32,6,1,6,1
120.32,6,1,6,1
121.32,6,1,6,1
122.32,6,1,6,1
123.32,6,1,6,1
124.32,6,1,6,1
125.32,6,1,6,1
126.32,6,1,6,1
127.32,6,1,6,1
128.32,6,1,6,1
129.32,6,1,6,1
130.32,6,1,6,1
131.32,6,1,6,1
132.32,6,1,6,1
133.32,6,1,6,1
134.32,6,1,6,1
135.32,6,1,6,1
136.32,6,1,6,1
137.32,6,1,6,1
138.32,6,1,6,1
139.32,6,1,6,1
140.32,6,1,6,1
141.32,6,1,6,1
142.32,6,1,6,1
143.32,6,1,6,1
144.32,6,1,6,1
145.32,6,1,6,1
146.32,6,1,6,1
147.32,6,1,6,1
148.32,6,1,6,1
149.32,6,1,6,1
150.32,6,1,6,1
151.32,6,1,6,1
152.32,6,1,6,1
153.32,6,1,6,1
154.32,6,1,6,1
155.32,6,1,6,1
156.32,6,1,6,1
157.32,6,1,6,1
158.32,6,1,6,1
159.32,6,1,6,1
160.32,6,1,6,1
161.32,6,1,6,1
162.32,6,1,6,1
163.32,6,1,6,1
164.32,6,1,6,1
165.32,6,1,6,1
166.32,6,1,6,1
167.32,6,1,6,1
168.32,6,1,6,1
169.32,6,1,6,0.840796019900497
170.32,6,0.90547263681592,6,0.592039800995025
171.32,6,0.656716417910448,5,0.656716417910448
172.32,5,0.592039800995025,5,0.90547263681592
173.32,5,0.840796019900497,5,1
174.32,5,1,5,1
175.32,5,1,5,1
176.32,5,1,5,1
177.32,5,1,5,1
178.32,5,1,5,1
179.32,5,1,5,1
180.32,5,1,5,1
181.32,5,1,5,1
182.32,5,1,5,1
183.32,5,1,5,1
184.32,5,1,5,1
185.32,5,1,5,1
186.32,5,1,5,1
187.32,5,1,5,1
188.32,5,1,5,1
189.32,5,1,5,1
190.32,5,1,5,1
191.32,5,1,5,1
192.32,5,1,5,1
193.32,5,1,5,1
194.32,5,1,5,1
195.32,5,1,5,1
196.32,5,1,5,1
197.32,5,1,5,1
198.32,5,1,5,1
199.32,5,1,5,1
200.32,5,1,5,1
201.32,5,1,5,1
202.32,5,1,5,1
203.32,5,1,5,1
204.32,5,1,5,1
205.32,5,1,5,1
206.32,5,1,5,1
207.32,5,1,5,1
208.32,5,1,5,1
209.32,5,1,5,1
210.32,5,1,5,1
211.32,5,1,5,1
212.32,5,1,5,1
213.32,5,1,5,1
214.32,5,1,5,1
215.32,5,1,5,1
216.32,5,1,5,1
217.32,5,1,5,1
218.32,5,1,5,1
219.32,5,1,5,1
220.32,5,1,5,1
221.32,5,1,5,1
222.32,5,1,5,1
223.32,5,1,5,1
224.32,5,1,5,1
225.32,5,1,5,1
226.32,5,1,5,1
227.32,5,1,5,1
228.32,5,1,5,1
229.32,5,1,5,1
230.32,5,1,5,1
231.32,5,1,5,1
232.32,5,1,5,1
233.32,5,1,5,1
234.32,5,1,5,1
235.32,5,1,5,1
236.32,5,1,5,1
237.32,5,1,5,1
238.32,5,1,5,1
239.32,5,1,5,1
240.32,5,1,5,1
241.32,5,1,5,1
242.32,5,1,5,1
243.32,5,1,5,1
244.32,5,1,5,1
245.32,5,1,5,1
246.32,5,1,5,1
247.32,5,1,5,1
248.32,5,1,5,1
249.32,5,1,5,1
250.32,5,1,5,1
251.32,5,1,5,1
252.32,5,1,5,1
253.32,5,1,5,1
254.32,5,1,5,1
255.32,5,1,5,1
256.32,5,1,5,1
257.32,5,1,5,1
258.32,5,1,5,1
259.32,5,1,5,1
260.32,5,1,5,1
261.32,5,1,5,1
262.32,5,1,5,1
263.32,5,1,5,1
264.32,5,1,5,1
265.32,5,1,5,1
266.32,5,0.781094527363184,5,0.766169154228856
267.32,5,0.532338308457711,5,0.517412935323383
268.32,6,0.716417910447761,6,0.73134328358209
269.32,6,0.965174129353234,6,0.980099502487562
270.32,6,0.955223880597015,6,0.930348258706468
271.32,6,0.706467661691542,6,0.681592039800995
272.32,8,0.54228855721393,8,0.567164179104478
273.32,8,0.791044776119403,8,0.81592039800995
274.32,8,1,8,1
275.32,8,1,8,1
276.32,8,1,8,1
277.32,8,1,8,1
278.32,8,1,8,1
279.32,8,1,8,1
280.32,8,1,8,1
281.32,8,1,8,1
282.32,8,1,8,1
283.32,8,1,8,1
284.32,8,1,8,1
285.32,8,1,8,1
286.32,8,1,8,1
287.32,8,1,8,1
288.32,8,1,8,1
289.32,8,1,8,1
290.32,8,1,8,1
291.32,8,1,8,1
292.32,8,1,8,1
293.32,8,1,8,1
294.32,8,1,8,1
295.32,8,1,8,1
296.32,8,1,8,1
297.32,8,1,8,1
298.32,8,1,8,1
299.32,8,1,8,1
300.32,8,1,8,1
301.32,8,1,8,1
302.32,8,1,8,1
303.32,8,1,8,1
304.32,8,1,8,1
305.32,8,1,8,1
306.32,8,1,8,1
307.32,8,1,8,1
308.32,8,1,8,1
309.32,8,1,8,1
310.32,8,1,8,1
311.32,8,1,8,1
312.32,8,1,8,1
313.32,8,1,8,1
314.32,8,1,8,1
315.32,8,1,8,0.960199004975124
316.32,8,1,8,0.711442786069652
317.32,8,0.995024875621891,3,0.537313432835821
