epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1559681908578,2019-06-04T13:58:28.578,0.000,-0.549,0.305,-0.244
1559681908598,2019-06-04T13:58:28.598,0.020,-0.549,0.183,-0.366
1559681908617,2019-06-04T13:58:28.617,0.039,-0.610,-0.061,-0.366
1559681908638,2019-06-04T13:58:28.638,0.060,-0.366,-0.061,-0.427
1559681908658,2019-06-04T13:58:28.658,0.080,-0.549,-0.061,-0.366
1559681908679,2019-06-04T13:58:28.679,0.101,-0.427,-0.061,-0.366
1559681908699,2019-06-04T13:58:28.699,0.121,-0.427,0.000,-0.366
1559681908720,2019-06-04T13:58:28.720,0.142,-0.488,-0.061,-0.366
1559681908740,2019-06-04T13:58:28.740,0.162,-0.488,-0.061,-0.427
1559681908759,2019-06-04T13:58:28.759,0.181,-0.488,0.000,-0.427
1559681908780,2019-06-04T13:58:28.780,0.202,-0.488,0.000,-0.366
1559681908800,2019-06-04T13:58:28.800,0.222,-0.549,-0.061,-0.427
1559681908821,2019-06-04T13:58:28.821,0.243,-0.488,-0.061,-0.366
1559681908841,2019-06-04T13:58:28.841,0.263,-0.427,0.000,-0.366
1559681908862,2019-06-04T13:58:28.862,0.284,-0.488,0.000,-0.427
1559681908882,2019-06-04T13:58:28.882,0.304,-0.488,0.000,-0.427
1559681908901,2019-06-04T13:58:28.901,0.323,-0.488,-0.061,-0.366
1559681908922,2019-06-04T13:58:28.922,0.344,-0.488,-0.061,-0.366
1559681908942,2019-06-04T13:58:28.942,0.364,-0.488,-0.061,-0.366
1559681908963,2019-06-04T13:58:28.963,0.385,-0.488,-0.061,-0.366
1559681908983,2019-06-04T13:58:28.983,0.405,-0.488,-0.061,-0.366
1559681909004,2019-06-04T13:58:29.004,0.426,-0.549,0.000,-0.366
1559681909024,2019-06-04T13:58:29.024,0.446,-0.549,-0.061,-0.427
1559681909043,2019-06-04T13:58:29.043,0.465,-0.488,-0.061,-0.427
1559681909064,2019-06-04T13:58:29.064,0.486,-0.549,-0.061,-0.366
1559681909084,2019-06-04T13:58:29.084,0.506,-0.549,0.000,-0.366
1559681909105,2019-06-04T13:58:29.105,0.527,-0.549,-0.061,-0.366
1559681909125,2019-06-04T13:58:29.125,0.547,-0.427,-0.061,-0.366
1559681909146,2019-06-04T13:58:29.146,0.568,-0.427,-0.061,-0.427
1559681909167,2019-06-04T13:58:29.167,0.589,-0.488,-0.061,-0.366
1559681909186,2019-06-04T13:58:29.186,0.608,-0.488,-0.061,-0.366
1559681909206,2019-06-04T13:58:29.206,0.628,-0.610,-0.061,-0.366
1559681909227,2019-06-04T13:58:29.227,0.649,-0.488,-0.061,-0.427
1559681909247,2019-06-04T13:58:29.247,0.669,-0.488,-0.061,-0.366
1559681909268,2019-06-04T13:58:29.268,0.690,-0.488,-0.061,-0.366
1559681909288,2019-06-04T13:58:29.288,0.710,-0.488,-0.061,-0.427
1559681909309,2019-06-04T13:58:29.309,0.731,-0.427,-0.061,-0.366
1559681909329,2019-06-04T13:58:29.329,0.751,-0.488,0.000,-0.366
1559681909348,2019-06-04T13:58:29.348,0.770,-0.549,-0.061,-0.366
1559681909369,2019-06-04T13:58:29.369,0.791,-0.549,0.000,-0.427
1559681909389,2019-06-04T13:58:29.389,0.811,-0.488,-0.061,-0.366
1559681909410,2019-06-04T13:58:29.410,0.832,-0.549,-0.061,-0.305
1559681909430,2019-06-04T13:58:29.430,0.852,-0.549,-0.061,-0.366
1559681909451,2019-06-04T13:58:29.451,0.873,-0.549,0.000,-0.366
1559681909471,2019-06-04T13:58:29.471,0.893,-0.488,-0.061,-0.427
1559681909490,2019-06-04T13:58:29.490,0.912,-0.549,0.000,-0.366
1559681909511,2019-06-04T13:58:29.511,0.933,-0.427,0.000,-0.366
1559681909531,2019-06-04T13:58:29.531,0.953,-0.488,0.000,-0.305
1559681909552,2019-06-04T13:58:29.552,0.974,-0.427,-0.061,-0.427
1559681909572,2019-06-04T13:58:29.572,0.994,-0.488,-0.061,-0.427
1559681909593,2019-06-04T13:58:29.593,1.015,-0.549,0.000,-0.366
1559681909613,2019-06-04T13:58:29.613,1.035,-0.549,-0.061,-0.427
1559681909632,2019-06-04T13:58:29.632,1.054,-0.549,-0.061,-0.366
1559681909653,2019-06-04T13:58:29.653,1.075,-0.488,-0.061,-0.366
1559681909673,2019-06-04T13:58:29.673,1.095,-0.549,-0.061,-0.366
1559681909694,2019-06-04T13:58:29.694,1.116,-0.549,0.000,-0.305
1559681909714,2019-06-04T13:58:29.714,1.136,-0.427,0.000,-0.366
1559681909735,2019-06-04T13:58:29.735,1.157,-0.549,-0.061,-0.366
1559681909755,2019-06-04T13:58:29.755,1.177,-0.549,-0.061,-0.366
1559681909774,2019-06-04T13:58:29.774,1.196,-0.549,-0.061,-0.366
1559681909795,2019-06-04T13:58:29.795,1.217,-0.549,-0.061,-0.366
1559681909815,2019-06-04T13:58:29.815,1.237,-0.488,-0.061,-0.366
1559681909836,2019-06-04T13:58:29.836,1.258,-0.488,0.000,-0.366
1559681909856,2019-06-04T13:58:29.856,1.278,-0.488,-0.061,-0.366
1559681909877,2019-06-04T13:58:29.877,1.299,-0.549,-0.061,-0.305
1559681909897,2019-06-04T13:58:29.897,1.319,-0.488,-0.061,-0.366
1559681909918,2019-06-04T13:58:29.918,1.340,-0.488,-0.061,-0.366
1559681909937,2019-06-04T13:58:29.937,1.359,-0.549,-0.061,-0.427
1559681909958,2019-06-04T13:58:29.958,1.380,-0.549,-0.122,-0.366
1559681909978,2019-06-04T13:58:29.978,1.400,-0.488,-0.122,-0.366
1559681909999,2019-06-04T13:58:29.999,1.421,-0.549,-0.061,-0.366
1559681910019,2019-06-04T13:58:30.019,1.441,-0.488,-0.061,-0.366
1559681910040,2019-06-04T13:58:30.040,1.462,-0.610,0.000,-0.305
1559681910060,2019-06-04T13:58:30.060,1.482,-0.427,0.000,-0.366
1559681910079,2019-06-04T13:58:30.079,1.501,-0.610,-0.061,-0.366
1559681910100,2019-06-04T13:58:30.100,1.522,-0.488,0.000,-0.305
1559681910120,2019-06-04T13:58:30.120,1.542,-0.549,0.000,-0.305
1559681910141,2019-06-04T13:58:30.141,1.563,-0.488,-0.061,-0.366
1559681910161,2019-06-04T13:58:30.161,1.583,-0.427,0.000,-0.366
1559681910182,2019-06-04T13:58:30.182,1.604,-0.549,-0.061,-0.427
1559681910202,2019-06-04T13:58:30.202,1.624,-0.549,-0.061,-0.427
1559681910221,2019-06-04T13:58:30.221,1.643,-0.488,0.000,-0.366
