epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1559681915012,2019-06-04T13:58:35.012,0.000,97593.531
1559681915085,2019-06-04T13:58:35.085,0.073,97598.180
1559681915158,2019-06-04T13:58:35.158,0.146,97596.375
1559681915232,2019-06-04T13:58:35.232,0.220,97600.789
1559681915306,2019-06-04T13:58:35.306,0.294,97591.641
1559681915380,2019-06-04T13:58:35.380,0.368,97594.578
1559681915453,2019-06-04T13:58:35.453,0.441,97595.891
1559681915526,2019-06-04T13:58:35.526,0.514,97593.766
1559681915601,2019-06-04T13:58:35.601,0.589,97597.563
1559681915674,2019-06-04T13:58:35.674,0.662,97595.891
1559681915747,2019-06-04T13:58:35.747,0.735,97595.070
1559681915820,2019-06-04T13:58:35.820,0.808,97593.273
1559681915895,2019-06-04T13:58:35.895,0.883,97594.938
1559681915968,2019-06-04T13:58:35.968,0.956,97600.656
1559681916042,2019-06-04T13:58:36.042,1.030,97594.938
1559681916115,2019-06-04T13:58:36.115,1.103,97598.047
1559681916190,2019-06-04T13:58:36.190,1.178,97597.195
1559681916263,2019-06-04T13:58:36.263,1.251,97596.734
1559681916336,2019-06-04T13:58:36.336,1.324,97598.859
1559681916409,2019-06-04T13:58:36.409,1.397,97599.813
1559681916484,2019-06-04T13:58:36.484,1.472,97598.500
1559681916557,2019-06-04T13:58:36.557,1.545,97595.438
1559681916631,2019-06-04T13:58:36.631,1.619,97594.938
1559681916704,2019-06-04T13:58:36.704,1.692,97595.438
1559681916779,2019-06-04T13:58:36.779,1.767,97594.938
1559681916852,2019-06-04T13:58:36.852,1.840,97593.625
1559681916925,2019-06-04T13:58:36.925,1.913,97597.563
1559681917000,2019-06-04T13:58:37.000,1.988,97598.047
1559681917073,2019-06-04T13:58:37.073,2.061,97597.563
1559681917146,2019-06-04T13:58:37.146,2.134,97595.438
1559681917219,2019-06-04T13:58:37.219,2.207,97596.250
1559681917294,2019-06-04T13:58:37.294,2.282,97594.938
1559681917367,2019-06-04T13:58:37.367,2.355,97593.273
1559681917441,2019-06-04T13:58:37.441,2.429,97595.797
1559681917514,2019-06-04T13:58:37.514,2.502,97594.938
1559681917589,2019-06-04T13:58:37.589,2.577,97596.734
1559681917662,2019-06-04T13:58:37.662,2.650,97598.047
1559681917735,2019-06-04T13:58:37.735,2.723,97592.328
1559681917808,2019-06-04T13:58:37.808,2.796,97597.563
1559681917883,2019-06-04T13:58:37.883,2.871,97598.047
1559681917956,2019-06-04T13:58:37.956,2.944,97599.359
1559681918029,2019-06-04T13:58:38.029,3.017,97596.734
1559681918103,2019-06-04T13:58:38.103,3.091,97598.406
1559681918177,2019-06-04T13:58:38.177,3.165,97597.094
1559681918251,2019-06-04T13:58:38.251,3.239,97599.719
1559681918324,2019-06-04T13:58:38.324,3.312,97596.250
1559681918397,2019-06-04T13:58:38.397,3.385,97599.219
1559681918472,2019-06-04T13:58:38.472,3.460,97600.172
1559681918545,2019-06-04T13:58:38.545,3.533,97597.563
1559681918618,2019-06-04T13:58:38.618,3.606,97596.250
1559681918692,2019-06-04T13:58:38.692,3.680,97593.625
1559681918766,2019-06-04T13:58:38.766,3.754,97591.016
1559681918840,2019-06-04T13:58:38.840,3.828,97599.219
1559681918913,2019-06-04T13:58:38.913,3.901,97596.734
1559681918986,2019-06-04T13:58:38.986,3.974,97592.813
1559681919061,2019-06-04T13:58:39.061,4.049,97597.563
