epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1559681902843,2019-06-04T13:58:22.843,0.000,0.420,-0.111,0.927
1559681902863,2019-06-04T13:58:22.863,0.020,0.423,-0.111,0.933
1559681902884,2019-06-04T13:58:22.884,0.041,0.423,-0.112,0.932
1559681902904,2019-06-04T13:58:22.904,0.061,0.423,-0.112,0.930
1559681902925,2019-06-04T13:58:22.925,0.082,0.423,-0.112,0.930
1559681902945,2019-06-04T13:58:22.945,0.102,0.422,-0.111,0.932
1559681902964,2019-06-04T13:58:22.964,0.121,0.422,-0.110,0.931
1559681902985,2019-06-04T13:58:22.985,0.142,0.421,-0.111,0.931
1559681903005,2019-06-04T13:58:23.005,0.162,0.423,-0.112,0.934
1559681903026,2019-06-04T13:58:23.026,0.183,0.422,-0.110,0.930
1559681903046,2019-06-04T13:58:23.046,0.203,0.423,-0.113,0.932
1559681903067,2019-06-04T13:58:23.067,0.224,0.422,-0.111,0.931
1559681903087,2019-06-04T13:58:23.087,0.244,0.423,-0.111,0.933
1559681903106,2019-06-04T13:58:23.106,0.263,0.422,-0.112,0.933
1559681903127,2019-06-04T13:58:23.127,0.284,0.423,-0.111,0.930
1559681903147,2019-06-04T13:58:23.147,0.304,0.422,-0.110,0.930
1559681903168,2019-06-04T13:58:23.168,0.325,0.422,-0.111,0.932
1559681903188,2019-06-04T13:58:23.188,0.345,0.420,-0.111,0.931
1559681903209,2019-06-04T13:58:23.209,0.366,0.421,-0.110,0.931
1559681903228,2019-06-04T13:58:23.228,0.385,0.422,-0.110,0.931
1559681903249,2019-06-04T13:58:23.249,0.406,0.422,-0.113,0.933
1559681903269,2019-06-04T13:58:23.269,0.426,0.422,-0.112,0.931
1559681903290,2019-06-04T13:58:23.290,0.447,0.422,-0.111,0.932
1559681903310,2019-06-04T13:58:23.310,0.467,0.424,-0.113,0.932
1559681903331,2019-06-04T13:58:23.331,0.488,0.423,-0.111,0.932
1559681903351,2019-06-04T13:58:23.351,0.508,0.423,-0.111,0.932
1559681903370,2019-06-04T13:58:23.370,0.527,0.423,-0.112,0.933
1559681903391,2019-06-04T13:58:23.391,0.548,0.422,-0.113,0.932
1559681903411,2019-06-04T13:58:23.411,0.568,0.423,-0.110,0.933
1559681903432,2019-06-04T13:58:23.432,0.589,0.423,-0.111,0.933
1559681903452,2019-06-04T13:58:23.452,0.609,0.422,-0.111,0.932
1559681903473,2019-06-04T13:58:23.473,0.630,0.422,-0.111,0.932
1559681903493,2019-06-04T13:58:23.493,0.650,0.421,-0.111,0.931
1559681903512,2019-06-04T13:58:23.512,0.669,0.422,-0.112,0.933
1559681903533,2019-06-04T13:58:23.533,0.690,0.421,-0.113,0.932
1559681903553,2019-06-04T13:58:23.553,0.710,0.423,-0.111,0.932
1559681903574,2019-06-04T13:58:23.574,0.731,0.421,-0.112,0.932
1559681903594,2019-06-04T13:58:23.594,0.751,0.421,-0.109,0.933
1559681903615,2019-06-04T13:58:23.615,0.772,0.422,-0.112,0.933
1559681903634,2019-06-04T13:58:23.634,0.791,0.422,-0.111,0.933
1559681903654,2019-06-04T13:58:23.654,0.811,0.423,-0.110,0.930
1559681903675,2019-06-04T13:58:23.675,0.832,0.424,-0.112,0.933
1559681903695,2019-06-04T13:58:23.695,0.852,0.421,-0.111,0.932
1559681903716,2019-06-04T13:58:23.716,0.873,0.422,-0.112,0.931
1559681903736,2019-06-04T13:58:23.736,0.893,0.423,-0.113,0.932
1559681903757,2019-06-04T13:58:23.757,0.914,0.421,-0.112,0.932
1559681903776,2019-06-04T13:58:23.776,0.933,0.422,-0.111,0.932
1559681903796,2019-06-04T13:58:23.796,0.953,0.423,-0.112,0.932
1559681903817,2019-06-04T13:58:23.817,0.974,0.422,-0.111,0.932
1559681903837,2019-06-04T13:58:23.837,0.994,0.422,-0.110,0.932
1559681903858,2019-06-04T13:58:23.858,1.015,0.422,-0.111,0.932
