time,class,class_prop,class_rel,class_prop_rel
90.46,8,1,8,1
90.96,8,1,8,1
91.46,8,1,8,1
91.96,8,1,8,1
92.46,8,1,8,1
92.96,8,1,8,1
93.46,8,1,8,1
93.96,8,1,8,1
94.46,8,1,8,1
94.96,8,1,8,1
95.46,8,1,8,1
95.96,8,1,8,1
96.46,8,1,8,1
96.96,8,1,8,1
97.46,8,1,8,1
97.96,8,1,8,1
98.46,8,1,8,1
98.96,8,1,8,1
99.46,8,1,8,1
99.96,8,1,8,1
100.46,8,1,8,1
100.96,8,1,8,1
101.46,8,1,8,1
101.96,8,1,8,1
102.46,8,1,8,1
102.96,8,1,8,1
103.46,8,1,8,1
103.96,8,0.920792079207921,8,1
104.46,8,0.673267326732673,8,1
104.96,6,0.574257425742574,8,0.95049504950495
105.46,6,0.821782178217822,8,0.702970297029703
105.96,6,1,6,0.544554455445545
106.46,6,1,6,0.792079207920792
106.96,6,1,6,1
107.46,6,1,6,1
107.96,6,1,6,1
108.46,6,1,6,1
108.96,6,1,6,1
109.46,6,1,6,1
109.96,6,1,6,1
110.46,6,1,6,1
110.96,6,1,6,1
111.46,6,1,6,1
111.96,6,1,6,1
112.46,6,1,6,1
112.96,6,1,6,1
113.46,6,1,6,1
113.96,6,1,6,1
114.46,6,1,6,1
114.96,6,1,6,1
115.46,6,1,6,1
115.96,6,1,6,1
116.46,6,1,6,1
116.96,6,1,6,1
117.46,6,1,6,1
117.96,6,1,6,1
118.46,6,1,6,1
118.96,6,1,6,1
119.46,6,1,6,1
119.96,6,1,6,1
120.46,6,1,6,1
120.96,6,1,6,1
121.46,6,1,6,1
121.96,6,1,6,1
122.46,6,1,6,1
122.96,6,1,6,1
123.46,6,1,6,1
123.96,6,1,6,1
124.46,6,1,6,1
124.96,6,1,6,1
125.46,6,1,6,1
125.96,6,1,6,1
126.46,6,1,6,1
126.96,6,1,6,1
127.46,6,1,6,1
127.96,6,1,6,1
128.46,6,1,6,1
128.96,6,1,6,1
129.46,6,1,6,1
129.96,6,1,6,1
130.46,6,1,6,1
130.96,6,1,6,1
131.46,6,1,6,1
131.96,6,1,6,1
132.46,6,1,6,1
132.96,6,1,6,1
133.46,6,1,6,1
133.96,6,1,6,1
134.46,6,1,6,1
134.96,6,1,6,1
135.46,6,1,6,1
135.96,6,1,6,1
136.46,6,1,6,1
136.96,6,1,6,1
137.46,6,1,6,1
137.96,6,1,6,1
138.46,6,1,6,1
138.96,6,1,6,1
139.46,6,1,6,1
139.96,6,1,6,1
140.46,6,1,6,1
140.96,6,1,6,1
141.46,6,1,6,1
141.96,6,1,6,1
142.46,6,1,6,1
142.96,6,1,6,1
143.46,6,1,6,1
143.96,6,1,6,1
144.46,6,1,6,1
144.96,6,1,6,1
145.46,6,1,6,1
145.96,6,1,6,1
146.46,6,1,6,1
146.96,6,1,6,1
147.46,6,1,6,1
147.96,6,1,6,1
148.46,6,1,6,1
148.96,6,1,6,1
149.46,6,1,6,1
149.96,6,1,6,1
150.46,6,1,6,1
150.96,6,1,6,1
151.46,6,1,6,1
151.96,6,1,6,1
152.46,6,1,6,1
152.96,6,1,6,1
153.46,6,1,6,1
153.96,6,1,6,1
154.46,6,1,6,1
154.96,6,1,6,1
155.46,6,1,6,1
155.96,6,1,6,1
156.46,6,1,6,1
156.96,6,1,6,1
157.46,6,1,6,1
157.96,6,1,6,1
158.46,6,1,6,1
158.96,6,1,6,1
159.46,6,1,6,1
159.96,6,1,6,1
160.46,6,1,6,1
160.96,6,1,6,1
161.46,6,1,6,1
161.96,6,1,6,1
162.46,6,1,6,1
162.96,6,1,6,1
163.46,6,1,6,1
163.96,6,1,6,1
164.46,6,1,6,1
164.96,6,1,6,1
165.46,6,1,6,1
165.96,6,1,6,1
166.46,6,1,6,1
166.96,6,1,6,1
167.46,6,1,6,1
167.96,6,1,6,1
168.46,6,1,6,1
168.96,6,1,6,1
169.46,6,1,6,1
169.96,6,1,6,1
170.46,6,1,6,1
170.96,6,1,6,1
171.46,6,1,6,1
171.96,6,1,6,1
172.46,6,1,6,1
172.96,6,1,6,1
173.46,6,1,6,1
173.96,6,1,6,1
174.46,6,1,6,1
174.96,6,1,6,1
175.46,6,1,6,1
175.96,6,1,6,1
176.46,6,1,6,1
176.96,6,1,6,1
177.46,6,1,6,1
177.96,6,1,6,1
178.46,6,1,6,1
178.96,6,1,6,1
179.46,6,1,6,1
179.96,6,1,6,1
180.46,6,1,6,1
180.96,6,1,6,1
181.46,6,1,6,1
181.96,6,1,6,1
182.46,6,1,6,1
182.96,6,1,6,1
183.46,6,1,6,1
183.96,6,1,6,1
184.46,6,1,6,1
184.96,6,1,6,1
185.46,6,1,6,1
185.96,6,1,6,1
186.46,6,1,6,1
186.96,6,1,6,1
187.46,6,1,6,1
187.96,6,1,6,1
188.46,6,1,6,1
188.96,6,1,6,1
189.46,6,1,6,1
189.96,6,1,6,1
190.46,6,1,6,1
190.96,6,1,6,1
191.46,6,1,6,1
191.96,6,1,6,1
192.46,6,1,6,1
192.96,6,1,6,1
193.46,6,1,6,1
193.96,6,1,6,1
194.46,6,1,6,1
194.96,6,1,6,1
195.46,6,1,6,1
195.96,6,1,6,1
196.46,6,1,6,1
196.96,6,1,6,1
197.46,6,1,6,1
197.96,6,1,6,1
198.46,6,1,6,1
198.96,6,1,6,1
199.46,6,1,6,1
199.96,6,1,6,1
200.46,6,1,6,1
200.96,6,1,6,1
201.46,6,1,6,1
201.96,6,1,6,1
202.46,6,1,6,1
202.96,6,1,6,1
203.46,6,1,6,1
203.96,6,1,6,1
204.46,6,1,6,1
204.96,6,1,6,1
205.46,6,1,6,1
205.96,6,1,6,1
206.46,6,1,6,1
206.96,6,1,6,1
207.46,6,1,6,1
207.96,6,1,6,1
208.46,6,1,6,1
208.96,6,1,6,1
209.46,6,1,6,1
209.96,6,1,6,1
210.46,6,1,6,1
210.96,6,1,6,1
211.46,6,1,6,1
211.96,6,1,6,1
212.46,6,1,6,1
212.96,6,1,6,1
213.46,6,1,6,1
213.96,6,1,6,1
214.46,6,1,6,1
214.96,6,1,6,1
215.46,6,1,6,1
215.96,6,1,6,1
216.46,6,1,6,1
216.96,6,1,6,1
217.46,6,1,6,1
217.96,6,1,6,1
218.46,6,1,6,1
218.96,6,1,6,1
219.46,6,1,6,1
219.96,6,1,6,1
220.46,6,1,6,1
220.96,6,1,6,1
221.46,6,1,6,1
221.96,6,1,6,1
222.46,6,1,6,1
222.96,6,1,6,1
223.46,6,1,6,1
223.96,6,1,6,1
224.46,6,1,6,1
224.96,6,1,6,1
225.46,6,1,6,1
225.96,6,1,6,1
226.46,6,1,6,1
226.96,6,1,6,1
227.46,6,1,6,1
227.96,6,1,6,1
228.46,6,1,6,1
228.96,6,1,6,1
229.46,6,1,6,1
229.96,6,1,6,1
230.46,6,1,6,1
230.96,6,1,6,1
231.46,6,1,6,1
231.96,6,1,6,1
232.46,6,1,6,1
232.96,6,1,6,1
233.46,6,1,6,1
233.96,6,1,6,1
234.46,6,1,6,1
234.96,6,1,6,1
235.46,6,1,6,1
235.96,6,1,6,1
236.46,6,1,6,1
236.96,6,0.821782178217822,6,0.772277227722772
237.46,6,0.574257425742574,6,0.524752475247525
237.96,5,0.673267326732673,5,0.722772277227723
238.46,5,0.920792079207921,5,0.97029702970297
238.96,5,1,5,1
239.46,5,1,5,1
239.96,5,1,5,1
240.46,5,1,5,1
240.96,5,1,5,1
241.46,5,1,5,1
241.96,5,1,5,1
242.46,5,1,5,1
242.96,5,1,5,1
243.46,5,1,5,1
243.96,5,1,5,1
244.46,5,1,5,1
244.96,5,1,5,1
245.46,5,1,5,1
245.96,5,1,5,1
246.46,5,1,5,1
246.96,5,1,5,1
247.46,5,1,5,1
247.96,5,1,5,1
248.46,5,1,5,1
248.96,5,1,5,1
249.46,5,1,5,1
249.96,5,1,5,1
250.46,5,1,5,1
250.96,5,1,5,1
251.46,5,1,5,1
251.96,5,1,5,1
252.46,5,1,5,1
252.96,5,1,5,1
253.46,5,1,5,1
253.96,5,1,5,1
254.46,5,1,5,1
254.96,5,1,5,1
255.46,5,1,5,1
255.96,5,1,5,1
256.46,5,1,5,1
256.96,5,1,5,1
257.46,5,1,5,1
257.96,5,1,5,1
