epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1567348967757,2019-09-01T07:42:47.757,0.000,98210.063
1567348967830,2019-09-01T07:42:47.830,0.073,98199.156
1567348967903,2019-09-01T07:42:47.903,0.146,98207.734
1567348967978,2019-09-01T07:42:47.978,0.221,98203.000
1567348968051,2019-09-01T07:42:48.051,0.294,98202.516
1567348968124,2019-09-01T07:42:48.124,0.367,98203.820
1567348968197,2019-09-01T07:42:48.197,0.440,98202.516
1567348968272,2019-09-01T07:42:48.272,0.515,98195.563
1567348968345,2019-09-01T07:42:48.345,0.588,98199.914
1567348968419,2019-09-01T07:42:48.419,0.662,98201.594
1567348968492,2019-09-01T07:42:48.492,0.735,98199.914
1567348968567,2019-09-01T07:42:48.567,0.810,98200.297
1567348968640,2019-09-01T07:42:48.640,0.883,98203.375
1567348968713,2019-09-01T07:42:48.713,0.956,98202.422
1567348968788,2019-09-01T07:42:48.788,1.031,98201.594
1567348968861,2019-09-01T07:42:48.861,1.104,98199.813
1567348968934,2019-09-01T07:42:48.934,1.177,98192.953
1567348969007,2019-09-01T07:42:49.007,1.250,98199.469
1567348969082,2019-09-01T07:42:49.082,1.325,98198.164
1567348969155,2019-09-01T07:42:49.155,1.398,98202.898
1567348969229,2019-09-01T07:42:49.229,1.472,98195.078
1567348969302,2019-09-01T07:42:49.302,1.545,98187.266
1567348969377,2019-09-01T07:42:49.377,1.620,98201.594
1567348969450,2019-09-01T07:42:49.450,1.693,98202.898
1567348969523,2019-09-01T07:42:49.523,1.766,98198.164
1567348969596,2019-09-01T07:42:49.596,1.839,98200.297
1567348969671,2019-09-01T07:42:49.671,1.914,98202.422
1567348969744,2019-09-01T07:42:49.744,1.987,98201.594
1567348969818,2019-09-01T07:42:49.818,2.061,98200.297
1567348969891,2019-09-01T07:42:49.891,2.134,98202.422
1567348969966,2019-09-01T07:42:49.966,2.209,98198.992
1567348970039,2019-09-01T07:42:50.039,2.282,98203.375
1567348970112,2019-09-01T07:42:50.112,2.355,98202.422
1567348970185,2019-09-01T07:42:50.185,2.428,98200.297
1567348970260,2019-09-01T07:42:50.260,2.503,98196.859
1567348970333,2019-09-01T07:42:50.333,2.576,98196.383
1567348970406,2019-09-01T07:42:50.406,2.649,98203.375
1567348970480,2019-09-01T07:42:50.480,2.723,98199.469
1567348970554,2019-09-01T07:42:50.554,2.797,98200.297
1567348970628,2019-09-01T07:42:50.628,2.871,98202.898
1567348970701,2019-09-01T07:42:50.701,2.944,98202.898
1567348970774,2019-09-01T07:42:50.774,3.017,98195.563
1567348970849,2019-09-01T07:42:50.849,3.092,98199.813
1567348970922,2019-09-01T07:42:50.922,3.165,98201.594
1567348970995,2019-09-01T07:42:50.995,3.238,98198.992
1567348971069,2019-09-01T07:42:51.069,3.312,98194.703
1567348971143,2019-09-01T07:42:51.143,3.386,98198.992
1567348971216,2019-09-01T07:42:51.216,3.459,98204.203
1567348971290,2019-09-01T07:42:51.290,3.533,98203.719
1567348971364,2019-09-01T07:42:51.364,3.607,98201.594
1567348971438,2019-09-01T07:42:51.438,3.681,98200.773
1567348971511,2019-09-01T07:42:51.511,3.754,98198.992
1567348971584,2019-09-01T07:42:51.584,3.827,98204.680
1567348971659,2019-09-01T07:42:51.659,3.902,98208.109
1567348971732,2019-09-01T07:42:51.732,3.975,98205.500
1567348971805,2019-09-01T07:42:51.805,4.048,98200.297
1567348971879,2019-09-01T07:42:51.879,4.122,98204.203
1567348971953,2019-09-01T07:42:51.953,4.196,98199.367
1567348972027,2019-09-01T07:42:52.027,4.270,98202.078
1567348972100,2019-09-01T07:42:52.100,4.343,98199.469
1567348972173,2019-09-01T07:42:52.173,4.416,98195.563
1567348972248,2019-09-01T07:42:52.248,4.491,98204.203
1567348972321,2019-09-01T07:42:52.321,4.564,98198.164
1567348972394,2019-09-01T07:42:52.394,4.637,98206.805
1567348972467,2019-09-01T07:42:52.467,4.710,98198.992
1567348972542,2019-09-01T07:42:52.542,4.785,98205.500
1567348972615,2019-09-01T07:42:52.615,4.858,98204.680
1567348972689,2019-09-01T07:42:52.689,4.932,98202.078
1567348972762,2019-09-01T07:42:52.762,5.005,98203.719
1567348972837,2019-09-01T07:42:52.837,5.080,98209.414
1567348972910,2019-09-01T07:42:52.910,5.153,98198.992
1567348972983,2019-09-01T07:42:52.983,5.226,98202.898
1567348973058,2019-09-01T07:42:53.058,5.301,98265.047
1567348973131,2019-09-01T07:42:53.131,5.374,98279.281
1567348973204,2019-09-01T07:42:53.204,5.447,98295.391
1567348973278,2019-09-01T07:42:53.278,5.521,98290.172
1567348973352,2019-09-01T07:42:53.352,5.595,98234.156
1567348973425,2019-09-01T07:42:53.425,5.668,98034.859
1567348973499,2019-09-01T07:42:53.499,5.742,98050.016
1567348973572,2019-09-01T07:42:53.572,5.815,98080.078
1567348973647,2019-09-01T07:42:53.647,5.890,98116.922
1567348973720,2019-09-01T07:42:53.720,5.963,98134.344
