epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1567348949648,2019-09-01T07:42:29.648,0.000,98194.203
1567348949723,2019-09-01T07:42:29.723,0.075,98192.250
1567348949796,2019-09-01T07:42:29.796,0.148,98195.359
1567348949869,2019-09-01T07:42:29.869,0.221,98189.141
1567348949942,2019-09-01T07:42:29.942,0.294,98186.070
1567348950017,2019-09-01T07:42:30.017,0.369,98185.078
1567348950090,2019-09-01T07:42:30.090,0.442,98177.734
1567348950163,2019-09-01T07:42:30.163,0.515,98178.547
1567348950237,2019-09-01T07:42:30.237,0.589,98181.156
1567348950311,2019-09-01T07:42:30.311,0.663,98178.547
1567348950385,2019-09-01T07:42:30.385,0.737,98180.352
1567348950458,2019-09-01T07:42:30.458,0.810,98176.781
1567348950531,2019-09-01T07:42:30.531,0.883,98179.391
1567348950606,2019-09-01T07:42:30.606,0.958,98175.938
1567348950679,2019-09-01T07:42:30.679,1.031,98173.328
1567348950752,2019-09-01T07:42:30.752,1.104,98174.625
1567348950826,2019-09-01T07:42:30.826,1.178,98176.430
1567348950900,2019-09-01T07:42:30.900,1.252,98179.859
1567348950974,2019-09-01T07:42:30.974,1.326,98175.938
1567348951047,2019-09-01T07:42:31.047,1.399,98173.000
1567348951120,2019-09-01T07:42:31.120,1.472,98175.477
1567348951195,2019-09-01T07:42:31.195,1.547,98178.547
1567348951268,2019-09-01T07:42:31.268,1.620,98175.938
1567348951341,2019-09-01T07:42:31.341,1.693,98179.859
1567348951414,2019-09-01T07:42:31.414,1.766,98171.703
1567348951489,2019-09-01T07:42:31.489,1.841,98181.156
1567348951562,2019-09-01T07:42:31.562,1.914,98176.922
1567348951636,2019-09-01T07:42:31.636,1.988,98177.242
1567348951710,2019-09-01T07:42:31.710,2.062,98175.938
1567348951784,2019-09-01T07:42:31.784,2.136,98172.016
1567348951857,2019-09-01T07:42:31.857,2.209,98176.781
1567348951930,2019-09-01T07:42:31.930,2.282,98175.938
1567348952005,2019-09-01T07:42:32.005,2.357,98175.016
1567348952078,2019-09-01T07:42:32.078,2.430,98173.328
1567348952151,2019-09-01T07:42:32.151,2.503,98170.711
1567348952225,2019-09-01T07:42:32.225,2.577,98175.477
1567348952299,2019-09-01T07:42:32.299,2.651,98176.781
1567348952372,2019-09-01T07:42:32.372,2.724,98176.781
1567348952446,2019-09-01T07:42:32.446,2.798,98172.398
1567348952519,2019-09-01T07:42:32.519,2.871,98177.625
1567348952594,2019-09-01T07:42:32.594,2.946,98167.633
1567348952667,2019-09-01T07:42:32.667,3.019,98171.555
1567348952740,2019-09-01T07:42:32.740,3.092,98176.781
1567348952813,2019-09-01T07:42:32.813,3.165,98177.625
1567348952888,2019-09-01T07:42:32.888,3.240,98172.016
1567348952961,2019-09-01T07:42:32.961,3.313,98173.328
1567348953035,2019-09-01T07:42:33.035,3.387,98173.328
1567348953108,2019-09-01T07:42:33.108,3.460,98175.938
1567348953183,2019-09-01T07:42:33.183,3.535,98172.016
1567348953256,2019-09-01T07:42:33.256,3.608,98173.703
1567348953329,2019-09-01T07:42:33.329,3.681,98172.398
1567348953402,2019-09-01T07:42:33.402,3.754,98169.898
1567348953477,2019-09-01T07:42:33.477,3.829,98174.625
1567348953550,2019-09-01T07:42:33.550,3.902,98171.555
1567348953623,2019-09-01T07:42:33.623,3.975,98175.938
1567348953698,2019-09-01T07:42:33.698,4.050,98172.516
1567348953771,2019-09-01T07:42:33.771,4.123,98175.477
1567348953845,2019-09-01T07:42:33.845,4.197,98172.859
1567348953918,2019-09-01T07:42:33.918,4.270,98172.016
1567348953993,2019-09-01T07:42:33.993,4.345,98177.242
1567348954066,2019-09-01T07:42:34.066,4.418,98173.703
1567348954139,2019-09-01T07:42:34.139,4.491,98171.555
1567348954212,2019-09-01T07:42:34.212,4.564,98172.859
1567348954287,2019-09-01T07:42:34.287,4.639,98170.711
1567348954360,2019-09-01T07:42:34.360,4.712,98170.711
1567348954433,2019-09-01T07:42:34.433,4.785,98171.555
1567348954507,2019-09-01T07:42:34.507,4.859,98170.711
1567348954581,2019-09-01T07:42:34.581,4.933,98173.328
1567348954655,2019-09-01T07:42:34.655,5.007,98173.328
1567348954728,2019-09-01T07:42:34.728,5.080,98176.781
1567348954801,2019-09-01T07:42:34.801,5.153,98170.250
1567348954876,2019-09-01T07:42:34.876,5.228,98175.016
1567348954949,2019-09-01T07:42:34.949,5.301,98172.016
1567348955022,2019-09-01T07:42:35.022,5.374,98169.406
1567348955097,2019-09-01T07:42:35.097,5.449,98168.938
1567348955170,2019-09-01T07:42:35.170,5.522,98174.164
1567348955244,2019-09-01T07:42:35.244,5.596,98171.094
1567348955317,2019-09-01T07:42:35.317,5.669,98170.711
1567348955392,2019-09-01T07:42:35.392,5.744,98176.313
1567348955465,2019-09-01T07:42:35.465,5.817,98173.328
1567348955538,2019-09-01T07:42:35.538,5.890,98173.703
1567348955611,2019-09-01T07:42:35.611,5.963,98177.625
1567348955686,2019-09-01T07:42:35.686,6.038,98176.781
1567348955759,2019-09-01T07:42:35.759,6.111,98171.094
1567348955832,2019-09-01T07:42:35.832,6.184,98177.125
1567348955906,2019-09-01T07:42:35.906,6.258,98175.016
1567348955980,2019-09-01T07:42:35.980,6.332,98171.555
