epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1567348949677,2019-09-01T07:42:29.677,0.000,-0.067,-0.037,1.031
1567348949698,2019-09-01T07:42:29.698,0.021,-0.067,-0.037,1.042
1567348949717,2019-09-01T07:42:29.717,0.040,-0.067,-0.036,1.040
1567348949737,2019-09-01T07:42:29.737,0.060,-0.068,-0.038,1.038
1567348949758,2019-09-01T07:42:29.758,0.081,-0.066,-0.039,1.038
1567348949778,2019-09-01T07:42:29.778,0.101,-0.066,-0.039,1.036
1567348949799,2019-09-01T07:42:29.799,0.122,-0.069,-0.038,1.035
1567348949819,2019-09-01T07:42:29.819,0.142,-0.067,-0.036,1.038
1567348949840,2019-09-01T07:42:29.840,0.163,-0.067,-0.037,1.040
1567348949859,2019-09-01T07:42:29.859,0.182,-0.067,-0.039,1.037
1567348949879,2019-09-01T07:42:29.879,0.202,-0.067,-0.039,1.035
1567348949900,2019-09-01T07:42:29.900,0.223,-0.067,-0.037,1.035
1567348949920,2019-09-01T07:42:29.920,0.243,-0.066,-0.037,1.038
1567348949941,2019-09-01T07:42:29.941,0.264,-0.066,-0.038,1.039
1567348949961,2019-09-01T07:42:29.961,0.284,-0.067,-0.038,1.038
1567348949982,2019-09-01T07:42:29.982,0.305,-0.067,-0.037,1.035
1567348950001,2019-09-01T07:42:30.001,0.324,-0.066,-0.038,1.037
1567348950021,2019-09-01T07:42:30.021,0.344,-0.066,-0.037,1.039
1567348950042,2019-09-01T07:42:30.042,0.365,-0.066,-0.036,1.038
1567348950062,2019-09-01T07:42:30.062,0.385,-0.065,-0.037,1.037
1567348950083,2019-09-01T07:42:30.083,0.406,-0.065,-0.039,1.038
1567348950103,2019-09-01T07:42:30.103,0.426,-0.066,-0.038,1.037
1567348950122,2019-09-01T07:42:30.122,0.445,-0.066,-0.039,1.039
1567348950143,2019-09-01T07:42:30.143,0.466,-0.065,-0.037,1.039
1567348950163,2019-09-01T07:42:30.163,0.486,-0.067,-0.037,1.037
1567348950184,2019-09-01T07:42:30.184,0.507,-0.066,-0.037,1.037
1567348950204,2019-09-01T07:42:30.204,0.527,-0.067,-0.039,1.037
1567348950225,2019-09-01T07:42:30.225,0.548,-0.065,-0.037,1.039
1567348950246,2019-09-01T07:42:30.246,0.569,-0.066,-0.037,1.039
1567348950265,2019-09-01T07:42:30.265,0.588,-0.068,-0.036,1.039
1567348950285,2019-09-01T07:42:30.285,0.608,-0.065,-0.038,1.040
1567348950306,2019-09-01T07:42:30.306,0.629,-0.065,-0.039,1.038
1567348950326,2019-09-01T07:42:30.326,0.649,-0.066,-0.038,1.038
1567348950347,2019-09-01T07:42:30.347,0.670,-0.066,-0.037,1.039
1567348950367,2019-09-01T07:42:30.367,0.690,-0.066,-0.038,1.039
1567348950388,2019-09-01T07:42:30.388,0.711,-0.067,-0.038,1.038
1567348950407,2019-09-01T07:42:30.407,0.730,-0.067,-0.038,1.038
1567348950427,2019-09-01T07:42:30.427,0.750,-0.066,-0.037,1.036
1567348950448,2019-09-01T07:42:30.448,0.771,-0.065,-0.036,1.039
1567348950468,2019-09-01T07:42:30.468,0.791,-0.067,-0.037,1.039
1567348950489,2019-09-01T07:42:30.489,0.812,-0.067,-0.038,1.038
1567348950509,2019-09-01T07:42:30.509,0.832,-0.066,-0.039,1.038
1567348950528,2019-09-01T07:42:30.528,0.851,-0.065,-0.038,1.036
1567348950549,2019-09-01T07:42:30.549,0.872,-0.066,-0.037,1.038
1567348950569,2019-09-01T07:42:30.569,0.892,-0.066,-0.037,1.041
1567348950590,2019-09-01T07:42:30.590,0.913,-0.066,-0.037,1.038
1567348950610,2019-09-01T07:42:30.610,0.933,-0.065,-0.039,1.037
1567348950631,2019-09-01T07:42:30.631,0.954,-0.066,-0.039,1.037
1567348950651,2019-09-01T07:42:30.651,0.974,-0.065,-0.038,1.039
1567348950670,2019-09-01T07:42:30.670,0.993,-0.066,-0.036,1.038
1567348950691,2019-09-01T07:42:30.691,1.014,-0.067,-0.038,1.041
1567348950711,2019-09-01T07:42:30.711,1.034,-0.067,-0.038,1.040
1567348950732,2019-09-01T07:42:30.732,1.055,-0.066,-0.037,1.039
1567348950752,2019-09-01T07:42:30.752,1.075,-0.065,-0.038,1.039
1567348950773,2019-09-01T07:42:30.773,1.096,-0.068,-0.037,1.039
1567348950792,2019-09-01T07:42:30.792,1.115,-0.067,-0.038,1.037
1567348950812,2019-09-01T07:42:30.812,1.135,-0.066,-0.039,1.039
1567348950833,2019-09-01T07:42:30.833,1.156,-0.065,-0.037,1.036
1567348950853,2019-09-01T07:42:30.853,1.176,-0.066,-0.037,1.038
1567348950874,2019-09-01T07:42:30.874,1.197,-0.067,-0.039,1.041
1567348950894,2019-09-01T07:42:30.894,1.217,-0.065,-0.038,1.037
1567348950915,2019-09-01T07:42:30.915,1.238,-0.067,-0.037,1.035
1567348950934,2019-09-01T07:42:30.934,1.257,-0.068,-0.038,1.038
1567348950954,2019-09-01T07:42:30.954,1.277,-0.066,-0.039,1.037
1567348950975,2019-09-01T07:42:30.975,1.298,-0.065,-0.037,1.039
1567348950996,2019-09-01T07:42:30.996,1.319,-0.066,-0.036,1.039
1567348951016,2019-09-01T07:42:31.016,1.339,-0.065,-0.038,1.038
1567348951037,2019-09-01T07:42:31.037,1.360,-0.066,-0.040,1.037
1567348951057,2019-09-01T07:42:31.057,1.380,-0.067,-0.036,1.038
1567348951076,2019-09-01T07:42:31.076,1.399,-0.067,-0.037,1.038
1567348951097,2019-09-01T07:42:31.097,1.420,-0.068,-0.038,1.038
1567348951117,2019-09-01T07:42:31.117,1.440,-0.065,-0.036,1.038
1567348951138,2019-09-01T07:42:31.138,1.461,-0.065,-0.037,1.039
1567348951158,2019-09-01T07:42:31.158,1.481,-0.068,-0.038,1.039
1567348951179,2019-09-01T07:42:31.179,1.502,-0.066,-0.037,1.037
1567348951198,2019-09-01T07:42:31.198,1.521,-0.066,-0.037,1.039
1567348951218,2019-09-01T07:42:31.218,1.541,-0.065,-0.036,1.039
1567348951239,2019-09-01T07:42:31.239,1.562,-0.064,-0.038,1.040
1567348951259,2019-09-01T07:42:31.259,1.582,-0.065,-0.038,1.038
1567348951280,2019-09-01T07:42:31.280,1.603,-0.066,-0.038,1.040
1567348951300,2019-09-01T07:42:31.300,1.623,-0.066,-0.037,1.040
1567348951321,2019-09-01T07:42:31.321,1.644,-0.067,-0.037,1.040
1567348951340,2019-09-01T07:42:31.340,1.663,-0.068,-0.037,1.041
1567348951360,2019-09-01T07:42:31.360,1.683,-0.067,-0.038,1.040
