epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567348949698,2019-09-01T07:42:29.698,0.000,-0.427,0.122,1.037
1567348949717,2019-09-01T07:42:29.717,0.019,-0.488,0.122,1.098
1567348949737,2019-09-01T07:42:29.737,0.039,-0.427,0.244,0.793
1567348949758,2019-09-01T07:42:29.758,0.060,-0.427,0.183,0.732
1567348949778,2019-09-01T07:42:29.778,0.080,-0.488,0.183,0.793
1567348949799,2019-09-01T07:42:29.799,0.101,-0.488,0.183,0.793
1567348949819,2019-09-01T07:42:29.819,0.121,-0.427,0.183,0.854
1567348949840,2019-09-01T07:42:29.840,0.142,-0.427,0.244,0.854
1567348949859,2019-09-01T07:42:29.859,0.161,-0.549,0.244,0.793
1567348949879,2019-09-01T07:42:29.879,0.181,-0.488,0.244,0.793
1567348949900,2019-09-01T07:42:29.900,0.202,-0.488,0.183,0.793
1567348949920,2019-09-01T07:42:29.920,0.222,-0.488,0.244,0.793
1567348949941,2019-09-01T07:42:29.941,0.243,-0.488,0.244,0.793
1567348949961,2019-09-01T07:42:29.961,0.263,-0.488,0.244,0.793
1567348949982,2019-09-01T07:42:29.982,0.284,-0.427,0.244,0.854
1567348950001,2019-09-01T07:42:30.001,0.303,-0.427,0.244,0.854
1567348950021,2019-09-01T07:42:30.021,0.323,-0.427,0.244,0.793
1567348950042,2019-09-01T07:42:30.042,0.344,-0.427,0.183,0.793
1567348950062,2019-09-01T07:42:30.062,0.364,-0.549,0.244,0.793
1567348950083,2019-09-01T07:42:30.083,0.385,-0.488,0.244,0.793
1567348950103,2019-09-01T07:42:30.103,0.405,-0.488,0.183,0.854
1567348950122,2019-09-01T07:42:30.122,0.424,-0.488,0.183,0.793
1567348950143,2019-09-01T07:42:30.143,0.445,-0.488,0.244,0.793
1567348950163,2019-09-01T07:42:30.163,0.465,-0.488,0.244,0.793
1567348950184,2019-09-01T07:42:30.184,0.486,-0.549,0.244,0.793
1567348950204,2019-09-01T07:42:30.204,0.506,-0.488,0.244,0.793
1567348950225,2019-09-01T07:42:30.225,0.527,-0.427,0.244,0.793
1567348950246,2019-09-01T07:42:30.246,0.548,-0.488,0.183,0.732
1567348950265,2019-09-01T07:42:30.265,0.567,-0.427,0.183,0.793
1567348950285,2019-09-01T07:42:30.285,0.587,-0.427,0.244,0.793
1567348950306,2019-09-01T07:42:30.306,0.608,-0.488,0.183,0.854
1567348950326,2019-09-01T07:42:30.326,0.628,-0.427,0.244,0.854
1567348950347,2019-09-01T07:42:30.347,0.649,-0.427,0.244,0.793
1567348950367,2019-09-01T07:42:30.367,0.669,-0.488,0.305,0.793
1567348950388,2019-09-01T07:42:30.388,0.690,-0.549,0.305,0.854
1567348950407,2019-09-01T07:42:30.407,0.709,-0.488,0.305,0.854
1567348950427,2019-09-01T07:42:30.427,0.729,-0.488,0.244,0.854
1567348950448,2019-09-01T07:42:30.448,0.750,-0.427,0.244,0.854
1567348950468,2019-09-01T07:42:30.468,0.770,-0.366,0.244,0.793
1567348950489,2019-09-01T07:42:30.489,0.791,-0.427,0.183,0.854
1567348950509,2019-09-01T07:42:30.509,0.811,-0.549,0.244,0.854
1567348950528,2019-09-01T07:42:30.528,0.830,-0.427,0.244,0.793
1567348950549,2019-09-01T07:42:30.549,0.851,-0.427,0.305,0.854
1567348950569,2019-09-01T07:42:30.569,0.871,-0.488,0.244,0.854
1567348950590,2019-09-01T07:42:30.590,0.892,-0.488,0.244,0.854
1567348950610,2019-09-01T07:42:30.610,0.912,-0.549,0.244,0.854
1567348950631,2019-09-01T07:42:30.631,0.933,-0.488,0.183,0.854
1567348950651,2019-09-01T07:42:30.651,0.953,-0.427,0.183,0.793
1567348950670,2019-09-01T07:42:30.670,0.972,-0.427,0.244,0.732
1567348950691,2019-09-01T07:42:30.691,0.993,-0.366,0.244,0.793
1567348950711,2019-09-01T07:42:30.711,1.013,-0.427,0.305,0.793
1567348950732,2019-09-01T07:42:30.732,1.034,-0.549,0.305,0.793
1567348950752,2019-09-01T07:42:30.752,1.054,-0.488,0.244,0.854
1567348950773,2019-09-01T07:42:30.773,1.075,-0.488,0.244,0.793
1567348950793,2019-09-01T07:42:30.793,1.095,-0.488,0.244,0.854
1567348950812,2019-09-01T07:42:30.812,1.114,-0.488,0.305,0.854
1567348950833,2019-09-01T07:42:30.833,1.135,-0.427,0.244,0.793
1567348950853,2019-09-01T07:42:30.853,1.155,-0.488,0.244,0.854
1567348950874,2019-09-01T07:42:30.874,1.176,-0.427,0.244,0.793
1567348950894,2019-09-01T07:42:30.894,1.196,-0.488,0.244,0.854
1567348950915,2019-09-01T07:42:30.915,1.217,-0.488,0.244,0.854
1567348950934,2019-09-01T07:42:30.934,1.236,-0.488,0.244,0.793
1567348950954,2019-09-01T07:42:30.954,1.256,-0.488,0.244,0.793
1567348950975,2019-09-01T07:42:30.975,1.277,-0.488,0.244,0.793
1567348950996,2019-09-01T07:42:30.996,1.298,-0.488,0.244,0.793
1567348951016,2019-09-01T07:42:31.016,1.318,-0.427,0.244,0.793
1567348951037,2019-09-01T07:42:31.037,1.339,-0.549,0.244,0.793
1567348951057,2019-09-01T07:42:31.057,1.359,-0.549,0.244,0.793
1567348951076,2019-09-01T07:42:31.076,1.378,-0.427,0.183,0.793
1567348951097,2019-09-01T07:42:31.097,1.399,-0.427,0.183,0.793
1567348951117,2019-09-01T07:42:31.117,1.419,-0.488,0.305,0.793
1567348951138,2019-09-01T07:42:31.138,1.440,-0.488,0.244,0.793
1567348951158,2019-09-01T07:42:31.158,1.460,-0.488,0.244,0.854
1567348951179,2019-09-01T07:42:31.179,1.481,-0.488,0.244,0.793
1567348951198,2019-09-01T07:42:31.198,1.500,-0.488,0.183,0.793
1567348951218,2019-09-01T07:42:31.218,1.520,-0.427,0.183,0.793
1567348951239,2019-09-01T07:42:31.239,1.541,-0.488,0.244,0.854
1567348951259,2019-09-01T07:42:31.259,1.561,-0.427,0.244,0.793
1567348951280,2019-09-01T07:42:31.280,1.582,-0.488,0.183,0.793
1567348951300,2019-09-01T07:42:31.300,1.602,-0.366,0.244,0.793
1567348951321,2019-09-01T07:42:31.321,1.623,-0.427,0.244,0.793
1567348951340,2019-09-01T07:42:31.340,1.642,-0.427,0.244,0.793
1567348951360,2019-09-01T07:42:31.360,1.662,-0.488,0.244,0.793
1567348951381,2019-09-01T07:42:31.381,1.683,-0.488,0.244,0.854
1567348951401,2019-09-01T07:42:31.401,1.703,-0.488,0.183,0.793
1567348951422,2019-09-01T07:42:31.422,1.724,-0.427,0.244,0.793
1567348951442,2019-09-01T07:42:31.442,1.744,-0.427,0.244,0.793
1567348951461,2019-09-01T07:42:31.461,1.763,-0.488,0.244,0.793
1567348951482,2019-09-01T07:42:31.482,1.784,-0.427,0.244,0.854
1567348951502,2019-09-01T07:42:31.502,1.804,-0.488,0.244,0.854
1567348951523,2019-09-01T07:42:31.523,1.825,-0.427,0.244,0.793
1567348951543,2019-09-01T07:42:31.543,1.845,-0.488,0.305,0.793
1567348951564,2019-09-01T07:42:31.564,1.866,-0.488,0.183,0.793
1567348951584,2019-09-01T07:42:31.584,1.886,-0.488,0.183,0.793
1567348951603,2019-09-01T07:42:31.603,1.905,-0.488,0.244,0.793
1567348951624,2019-09-01T07:42:31.624,1.926,-0.427,0.183,0.732
1567348951644,2019-09-01T07:42:31.644,1.946,-0.427,0.244,0.793
1567348951665,2019-09-01T07:42:31.665,1.967,-0.427,0.244,0.793
1567348951685,2019-09-01T07:42:31.685,1.987,-0.427,0.244,0.854
1567348951706,2019-09-01T07:42:31.706,2.008,-0.488,0.183,0.793
1567348951726,2019-09-01T07:42:31.726,2.028,-0.488,0.183,0.732
1567348951746,2019-09-01T07:42:31.746,2.048,-0.488,0.244,0.854
1567348951766,2019-09-01T07:42:31.766,2.068,-0.488,0.305,0.854
1567348951787,2019-09-01T07:42:31.787,2.089,-0.488,0.183,0.793
1567348951807,2019-09-01T07:42:31.807,2.109,-0.488,0.244,0.793
1567348951828,2019-09-01T07:42:31.828,2.130,-0.549,0.244,0.793
1567348951848,2019-09-01T07:42:31.848,2.150,-0.488,0.244,0.854
1567348951867,2019-09-01T07:42:31.867,2.169,-0.549,0.244,0.854
1567348951888,2019-09-01T07:42:31.888,2.190,-0.488,0.183,0.793
1567348951908,2019-09-01T07:42:31.908,2.210,-0.488,0.244,0.854
1567348951929,2019-09-01T07:42:31.929,2.231,-0.488,0.305,0.854
1567348951949,2019-09-01T07:42:31.949,2.251,-0.488,0.244,0.793
1567348951970,2019-09-01T07:42:31.970,2.272,-0.549,0.183,0.732
1567348951990,2019-09-01T07:42:31.990,2.292,-0.427,0.244,0.732
1567348952009,2019-09-01T07:42:32.009,2.311,-0.427,0.244,0.854
1567348952030,2019-09-01T07:42:32.030,2.332,-0.488,0.244,0.793
1567348952050,2019-09-01T07:42:32.050,2.352,-0.488,0.244,0.793
1567348952071,2019-09-01T07:42:32.071,2.373,-0.427,0.244,0.732
1567348952091,2019-09-01T07:42:32.091,2.393,-0.488,0.244,0.793
1567348952112,2019-09-01T07:42:32.112,2.414,-0.427,0.244,0.793
1567348952131,2019-09-01T07:42:32.131,2.433,-0.488,0.244,0.793
1567348952151,2019-09-01T07:42:32.151,2.453,-0.488,0.244,0.793
1567348952172,2019-09-01T07:42:32.172,2.474,-0.427,0.244,0.793
1567348952192,2019-09-01T07:42:32.192,2.494,-0.427,0.183,0.793
1567348952213,2019-09-01T07:42:32.213,2.515,-0.549,0.244,0.793
1567348952233,2019-09-01T07:42:32.233,2.535,-0.488,0.244,0.793
1567348952254,2019-09-01T07:42:32.254,2.556,-0.488,0.244,0.793
1567348952273,2019-09-01T07:42:32.273,2.575,-0.427,0.244,0.793
1567348952293,2019-09-01T07:42:32.293,2.595,-0.366,0.244,0.793
1567348952314,2019-09-01T07:42:32.314,2.616,-0.427,0.183,0.793
1567348952334,2019-09-01T07:42:32.334,2.636,-0.488,0.244,0.793
1567348952355,2019-09-01T07:42:32.355,2.657,-0.488,0.244,0.793
1567348952375,2019-09-01T07:42:32.375,2.677,-0.488,0.244,0.793
1567348952394,2019-09-01T07:42:32.394,2.696,-0.427,0.183,0.854
1567348952415,2019-09-01T07:42:32.415,2.717,-0.488,0.244,0.793
