epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1559943566924,2019-06-07T14.39.26.924,0.000,0.052,-0.080,1.004
1559943566943,2019-06-07T14.39.26.943,0.019,0.051,-0.079,1.015
1559943566963,2019-06-07T14.39.26.963,0.039,0.050,-0.080,1.011
1559943566983,2019-06-07T14.39.26.983,0.059,0.050,-0.079,1.009
1559943567003,2019-06-07T14.39.27.003,0.079,0.050,-0.076,1.013
1559943567022,2019-06-07T14.39.27.022,0.098,0.050,-0.081,1.008
1559943567041,2019-06-07T14.39.27.041,0.117,0.052,-0.079,1.011
1559943567062,2019-06-07T14.39.27.062,0.138,0.050,-0.079,1.011
1559943567081,2019-06-07T14.39.27.081,0.157,0.049,-0.079,1.010
1559943567101,2019-06-07T14.39.27.101,0.177,0.047,-0.078,1.011
1559943567120,2019-06-07T14.39.27.120,0.196,0.051,-0.080,1.012
1559943567141,2019-06-07T14.39.27.141,0.217,0.049,-0.076,1.010
1559943567160,2019-06-07T14.39.27.160,0.236,0.048,-0.079,1.012
1559943567180,2019-06-07T14.39.27.180,0.256,0.049,-0.080,1.012
1559943567199,2019-06-07T14.39.27.199,0.275,0.047,-0.079,1.011
1559943567220,2019-06-07T14.39.27.220,0.296,0.049,-0.080,1.013
1559943567239,2019-06-07T14.39.27.239,0.315,0.048,-0.078,1.009
1559943567258,2019-06-07T14.39.27.258,0.334,0.047,-0.079,1.009
1559943567278,2019-06-07T14.39.27.278,0.354,0.049,-0.080,1.011
1559943567297,2019-06-07T14.39.27.297,0.373,0.049,-0.078,1.009
1559943567318,2019-06-07T14.39.27.318,0.394,0.048,-0.080,1.010
1559943567337,2019-06-07T14.39.27.337,0.413,0.051,-0.080,1.010
1559943567358,2019-06-07T14.39.27.358,0.434,0.051,-0.079,1.010
1559943567377,2019-06-07T14.39.27.377,0.453,0.049,-0.080,1.012
1559943567397,2019-06-07T14.39.27.397,0.473,0.050,-0.079,1.009
1559943567416,2019-06-07T14.39.27.416,0.492,0.050,-0.077,1.010
1559943567437,2019-06-07T14.39.27.437,0.513,0.050,-0.078,1.011
1559943567456,2019-06-07T14.39.27.456,0.532,0.050,-0.078,1.010
1559943567475,2019-06-07T14.39.27.475,0.551,0.050,-0.078,1.011
1559943567495,2019-06-07T14.39.27.495,0.571,0.050,-0.079,1.009
1559943567514,2019-06-07T14.39.27.514,0.590,0.051,-0.078,1.010
1559943567535,2019-06-07T14.39.27.535,0.611,0.050,-0.079,1.011
1559943567554,2019-06-07T14.39.27.554,0.630,0.050,-0.079,1.010
1559943567574,2019-06-07T14.39.27.574,0.650,0.051,-0.080,1.011
1559943567593,2019-06-07T14.39.27.593,0.669,0.049,-0.079,1.012
1559943567614,2019-06-07T14.39.27.614,0.690,0.050,-0.077,1.010
1559943567633,2019-06-07T14.39.27.633,0.709,0.049,-0.078,1.010
1559943567653,2019-06-07T14.39.27.653,0.729,0.051,-0.078,1.012
1559943567672,2019-06-07T14.39.27.672,0.748,0.051,-0.079,1.012
1559943567692,2019-06-07T14.39.27.692,0.768,0.050,-0.081,1.012
1559943567712,2019-06-07T14.39.27.712,0.788,0.050,-0.080,1.012
