time,class,class_prop,class_rel,class_prop_rel
87.84,5,0.54726368159204,5,0.646766169154229
88.84,6,0.701492537313433,6,0.601990049751244
89.84,6,0.950248756218905,6,0.850746268656716
90.84,6,1,6,1
91.84,6,1,6,1
92.84,6,1,6,1
93.84,6,0.915422885572139,6,0.90547263681592
94.84,6,0.666666666666667,6,0.656716417910448
95.84,6,0.63681592039801,6,0.611940298507463
96.84,6,0.63681592039801,6,0.611940298507463
97.84,6,0.716417910447761,6,0.701492537313433
98.84,6,0.965174129353234,6,0.950248756218905
99.84,6,1,6,1
100.84,6,1,6,1
101.84,6,1,6,1
102.84,6,1,6,1
103.84,6,1,6,1
104.84,6,1,6,1
105.84,6,1,6,1
106.84,6,1,6,1
107.84,6,1,6,1
108.84,6,1,6,1
109.84,6,1,6,1
110.84,6,1,6,1
111.84,6,1,6,1
112.84,6,1,6,1
113.84,6,1,6,1
114.84,6,1,6,1
115.84,6,1,6,1
116.84,6,1,6,1
117.84,6,1,6,1
118.84,6,1,6,1
119.84,6,1,6,1
120.84,6,1,6,1
121.84,6,1,6,1
122.84,6,1,6,1
123.84,6,1,6,1
124.84,6,1,6,1
125.84,6,1,6,1
126.84,6,1,6,1
127.84,6,1,6,1
128.84,6,1,6,1
129.84,6,1,6,1
130.84,6,0.990049751243781,6,0.810945273631841
131.84,6,0.840796019900497,6,0.562189054726368
132.84,6,0.840796019900497,6,0.527363184079602
133.84,6,0.840796019900497,6,0.527363184079602
134.84,6,0.845771144278607,6,0.711442786069652
135.84,6,1,6,0.960199004975124
136.84,6,1,6,1
137.84,6,1,6,1
138.84,6,1,6,1
139.84,6,1,6,1
140.84,6,1,6,1
141.84,6,1,6,1
142.84,6,1,6,1
143.84,6,1,6,1
144.84,6,1,6,1
145.84,6,1,6,1
146.84,6,0.865671641791045,6,0.840796019900497
147.84,6,0.616915422885572,6,0.592039800995025
148.84,5,0.631840796019901,5,0.656716417910448
149.84,5,0.880597014925373,5,0.90547263681592
150.84,5,1,5,0.995024875621891
151.84,5,0.761194029850746,5,0.746268656716418
152.84,5,0.512437810945274,6,0.502487562189055
153.84,6,0.736318407960199,6,0.751243781094527
154.84,6,0.90547263681592,6,0.860696517412935
155.84,6,0.671641791044776,6,0.616915422885572
156.84,6,0.651741293532338,6,0.616915422885572
157.84,6,0.651741293532338,6,0.616915422885572
158.84,6,0.72636815920398,6,0.751243781094527
159.84,6,0.975124378109453,6,1
160.84,6,1,6,1
161.84,6,1,6,1
162.84,6,1,6,1
163.84,6,1,6,1
164.84,6,1,6,1
165.84,6,0.965174129353234,6,0.950248756218905
166.84,6,0.716417910447761,6,0.701492537313433
167.84,5,0.532338308457711,5,0.54726368159204
168.84,5,0.781094527363184,5,0.796019900497512
169.84,5,1,5,1
170.84,5,1,5,1
171.84,5,1,5,1
172.84,5,1,5,1
173.84,5,1,5,1
174.84,5,1,5,1
175.84,5,1,5,1
176.84,5,1,5,1
177.84,5,1,5,1
178.84,5,1,5,1
179.84,5,1,5,1
180.84,5,1,5,1
181.84,5,1,5,1
182.84,5,1,5,1
183.84,5,1,5,1
184.84,5,1,5,1
185.84,5,1,5,1
186.84,5,1,5,1
187.84,5,1,5,1
188.84,5,1,5,1
189.84,5,1,5,1
190.84,5,1,5,1
191.84,5,1,5,1
192.84,5,1,5,1
193.84,5,1,5,1
194.84,5,1,5,1
195.84,5,1,5,1
196.84,5,1,5,1
197.84,5,1,5,1
198.84,5,1,5,1
199.84,5,1,5,1
200.84,5,1,5,1
201.84,5,1,5,1
202.84,5,1,5,1
203.84,5,1,5,1
