epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1559943566959,2019-06-07T14.39.26.959,0.000,-0.366,0.061,-0.427
1559943566979,2019-06-07T14.39.26.979,0.020,-0.366,0.305,-0.854
1559943567000,2019-06-07T14.39.27.000,0.041,-0.488,-0.122,-0.427
1559943567020,2019-06-07T14.39.27.020,0.061,-0.488,-0.122,-0.305
1559943567041,2019-06-07T14.39.27.041,0.082,-0.488,0.000,-0.366
1559943567060,2019-06-07T14.39.27.060,0.101,-0.427,0.000,-0.427
1559943567080,2019-06-07T14.39.27.080,0.121,-0.488,-0.061,-0.366
1559943567101,2019-06-07T14.39.27.101,0.142,-0.488,0.000,-0.427
1559943567121,2019-06-07T14.39.27.121,0.162,-0.488,-0.122,-0.366
1559943567142,2019-06-07T14.39.27.142,0.183,-0.549,0.000,-0.366
1559943567162,2019-06-07T14.39.27.162,0.203,-0.549,0.061,-0.366
1559943567183,2019-06-07T14.39.27.183,0.224,-0.488,-0.061,-0.366
1559943567202,2019-06-07T14.39.27.202,0.243,-0.488,0.000,-0.427
1559943567222,2019-06-07T14.39.27.222,0.263,-0.488,0.061,-0.427
1559943567243,2019-06-07T14.39.27.243,0.284,-0.488,-0.061,-0.427
1559943567263,2019-06-07T14.39.27.263,0.304,-0.427,-0.061,-0.427
1559943567284,2019-06-07T14.39.27.284,0.325,-0.549,-0.122,-0.366
1559943567304,2019-06-07T14.39.27.304,0.345,-0.549,-0.061,-0.366
1559943567325,2019-06-07T14.39.27.325,0.366,-0.427,-0.061,-0.427
1559943567345,2019-06-07T14.39.27.345,0.386,-0.488,-0.061,-0.366
1559943567365,2019-06-07T14.39.27.365,0.406,-0.488,-0.061,-0.427
1559943567385,2019-06-07T14.39.27.385,0.426,-0.427,0.000,-0.366
1559943567406,2019-06-07T14.39.27.406,0.447,-0.427,-0.061,-0.366
1559943567426,2019-06-07T14.39.27.426,0.467,-0.488,-0.061,-0.427
1559943567447,2019-06-07T14.39.27.447,0.488,-0.488,-0.061,-0.366
1559943567467,2019-06-07T14.39.27.467,0.508,-0.488,0.000,-0.427
1559943567488,2019-06-07T14.39.27.488,0.529,-0.366,0.000,-0.366
1559943567507,2019-06-07T14.39.27.507,0.548,-0.488,-0.061,-0.427
1559943567527,2019-06-07T14.39.27.527,0.568,-0.488,0.000,-0.366
1559943567548,2019-06-07T14.39.27.548,0.589,-0.427,0.000,-0.366
1559943567568,2019-06-07T14.39.27.568,0.609,-0.488,0.000,-0.366
1559943567589,2019-06-07T14.39.27.589,0.630,-0.488,0.000,-0.366
1559943567609,2019-06-07T14.39.27.609,0.650,-0.488,0.000,-0.366
1559943567630,2019-06-07T14.39.27.630,0.671,-0.549,-0.061,-0.366
1559943567649,2019-06-07T14.39.27.649,0.690,-0.488,-0.122,-0.366
1559943567669,2019-06-07T14.39.27.669,0.710,-0.427,-0.061,-0.366
1559943567690,2019-06-07T14.39.27.690,0.731,-0.549,-0.061,-0.366
1559943567710,2019-06-07T14.39.27.710,0.751,-0.488,0.000,-0.427
1559943567731,2019-06-07T14.39.27.731,0.772,-0.488,0.000,-0.366
1559943567751,2019-06-07T14.39.27.751,0.792,-0.488,0.000,-0.305
1559943567772,2019-06-07T14.39.27.772,0.813,-0.549,-0.061,-0.366
1559943567791,2019-06-07T14.39.27.791,0.832,-0.488,0.000,-0.366
1559943567811,2019-06-07T14.39.27.811,0.852,-0.488,0.000,-0.366
1559943567832,2019-06-07T14.39.27.832,0.873,-0.488,0.000,-0.366
1559943567852,2019-06-07T14.39.27.852,0.893,-0.488,-0.061,-0.366
1559943567873,2019-06-07T14.39.27.873,0.914,-0.427,-0.061,-0.305
1559943567893,2019-06-07T14.39.27.893,0.934,-0.427,0.000,-0.366
1559943567914,2019-06-07T14.39.27.914,0.955,-0.549,0.061,-0.366
1559943567934,2019-06-07T14.39.27.934,0.975,-0.549,0.000,-0.366
1559943567953,2019-06-07T14.39.27.953,0.994,-0.488,0.000,-0.366
1559943567974,2019-06-07T14.39.27.974,1.015,-0.488,-0.061,-0.366
1559943567994,2019-06-07T14.39.27.994,1.035,-0.488,-0.061,-0.366
1559943568015,2019-06-07T14.39.28.015,1.056,-0.488,0.000,-0.427
1559943568035,2019-06-07T14.39.28.035,1.076,-0.488,0.000,-0.366
1559943568056,2019-06-07T14.39.28.056,1.097,-0.610,-0.122,-0.366
1559943568076,2019-06-07T14.39.28.076,1.117,-0.549,-0.061,-0.366
1559943568095,2019-06-07T14.39.28.095,1.136,-0.427,0.000,-0.427
1559943568116,2019-06-07T14.39.28.116,1.157,-0.427,0.061,-0.427
1559943568136,2019-06-07T14.39.28.136,1.177,-0.549,-0.061,-0.366
1559943568157,2019-06-07T14.39.28.157,1.198,-0.488,0.000,-0.305
1559943568177,2019-06-07T14.39.28.177,1.218,-0.488,-0.061,-0.305
1559943568198,2019-06-07T14.39.28.198,1.239,-0.488,0.000,-0.366
1559943568219,2019-06-07T14.39.28.219,1.260,-0.488,-0.061,-0.366
1559943568238,2019-06-07T14.39.28.238,1.279,-0.488,-0.122,-0.305
1559943568258,2019-06-07T14.39.28.258,1.299,-0.488,-0.061,-0.366
1559943568279,2019-06-07T14.39.28.279,1.320,-0.427,-0.122,-0.366
1559943568299,2019-06-07T14.39.28.299,1.340,-0.549,-0.183,-0.366
1559943568320,2019-06-07T14.39.28.320,1.361,-0.549,-0.061,-0.366
1559943568340,2019-06-07T14.39.28.340,1.381,-0.549,-0.183,-0.427
1559943568361,2019-06-07T14.39.28.361,1.402,-0.549,-0.061,-0.427
1559943568380,2019-06-07T14.39.28.380,1.421,-0.488,-0.061,-0.305
1559943568400,2019-06-07T14.39.28.400,1.441,-0.549,-0.061,-0.366
1559943568421,2019-06-07T14.39.28.421,1.462,-0.549,-0.061,-0.427
1559943568441,2019-06-07T14.39.28.441,1.482,-0.488,0.061,-0.366
1559943568462,2019-06-07T14.39.28.462,1.503,-0.488,-0.183,-0.366
1559943568482,2019-06-07T14.39.28.482,1.523,-0.427,0.061,-0.366
1559943568503,2019-06-07T14.39.28.503,1.544,-0.549,-0.061,-0.305
1559943568523,2019-06-07T14.39.28.523,1.564,-0.488,-0.061,-0.366
1559943568542,2019-06-07T14.39.28.542,1.583,-0.549,-0.122,-0.366
1559943568563,2019-06-07T14.39.28.563,1.604,-0.488,0.061,-0.305
1559943568583,2019-06-07T14.39.28.583,1.624,-0.488,0.000,-0.366
1559943568604,2019-06-07T14.39.28.604,1.645,-0.427,0.000,-0.366
1559943568624,2019-06-07T14.39.28.624,1.665,-0.549,-0.122,-0.366
1559943568645,2019-06-07T14.39.28.645,1.686,-0.488,0.000,-0.366
1559943568665,2019-06-07T14.39.28.665,1.706,-0.610,-0.122,-0.366
1559943568684,2019-06-07T14.39.28.684,1.725,-0.549,-0.061,-0.366
1559943568705,2019-06-07T14.39.28.705,1.746,-0.549,-0.122,-0.366
1559943568725,2019-06-07T14.39.28.725,1.766,-0.488,-0.061,-0.366
1559943568746,2019-06-07T14.39.28.746,1.787,-0.549,-0.061,-0.427
1559943568766,2019-06-07T14.39.28.766,1.807,-0.488,0.000,-0.427
1559943568787,2019-06-07T14.39.28.787,1.828,-0.488,-0.122,-0.366
1559943568807,2019-06-07T14.39.28.807,1.848,-0.488,0.000,-0.305
1559943568826,2019-06-07T14.39.28.826,1.867,-0.549,-0.122,-0.366
1559943568847,2019-06-07T14.39.28.847,1.888,-0.488,0.000,-0.366
1559943568867,2019-06-07T14.39.28.867,1.908,-0.549,-0.061,-0.366
1559943568888,2019-06-07T14.39.28.888,1.929,-0.488,0.061,-0.366
1559943568908,2019-06-07T14.39.28.908,1.949,-0.488,-0.061,-0.366
1559943568929,2019-06-07T14.39.28.929,1.970,-0.488,-0.061,-0.366
1559943568949,2019-06-07T14.39.28.949,1.990,-0.488,-0.061,-0.366
1559943568969,2019-06-07T14.39.28.969,2.010,-0.488,0.000,-0.366
1559943568989,2019-06-07T14.39.28.989,2.030,-0.549,-0.061,-0.366
1559943569010,2019-06-07T14.39.29.010,2.051,-0.488,0.000,-0.427
1559943569030,2019-06-07T14.39.29.030,2.071,-0.488,-0.061,-0.488
