epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1559943566916,2019-06-07T14.39.26.916,0.000,97624.560
1559943566990,2019-06-07T14.39.26.990,0.074,97622.450
1559943567064,2019-06-07T14.39.27.064,0.148,97621.940
1559943567137,2019-06-07T14.39.27.137,0.221,97627.190
1559943567211,2019-06-07T14.39.27.211,0.295,97623.080
1559943567284,2019-06-07T14.39.27.284,0.368,97618.300
1559943567359,2019-06-07T14.39.27.359,0.443,97625.190
1559943567432,2019-06-07T14.39.27.432,0.516,97624.390
1559943567505,2019-06-07T14.39.27.505,0.589,97625.700
1559943567578,2019-06-07T14.39.27.578,0.662,97619.950
1559943567653,2019-06-07T14.39.27.653,0.737,97625.700
1559943567726,2019-06-07T14.39.27.726,0.810,97621.260
1559943567800,2019-06-07T14.39.27.800,0.884,97623.880
1559943567873,2019-06-07T14.39.27.873,0.957,97625.190
1559943567948,2019-06-07T14.39.27.948,1.032,97622.570
1559943568021,2019-06-07T14.39.28.021,1.105,97622.570
1559943568094,2019-06-07T14.39.28.094,1.178,97624.210
1559943568167,2019-06-07T14.39.28.167,1.251,97622.570
1559943568242,2019-06-07T14.39.28.242,1.326,97621.770
1559943568315,2019-06-07T14.39.28.315,1.399,97621.770
1559943568388,2019-06-07T14.39.28.388,1.472,97618.630
1559943568462,2019-06-07T14.39.28.462,1.546,97623.410
1559943568536,2019-06-07T14.39.28.536,1.620,97622.570
1559943568610,2019-06-07T14.39.28.610,1.694,97624.720
1559943568683,2019-06-07T14.39.28.683,1.767,97622.570
1559943568756,2019-06-07T14.39.28.756,1.840,97618.630
1559943568831,2019-06-07T14.39.28.831,1.915,97622.090
1559943568904,2019-06-07T14.39.28.904,1.988,97620.450
1559943568977,2019-06-07T14.39.28.977,2.061,97622.900
1559943569051,2019-06-07T14.39.29.051,2.135,97616.840
1559943569125,2019-06-07T14.39.29.125,2.209,97620.780
1559943569198,2019-06-07T14.39.29.198,2.282,97618.160
1559943569272,2019-06-07T14.39.29.272,2.356,97618.970
1559943569345,2019-06-07T14.39.29.345,2.429,97618.630
1559943569420,2019-06-07T14.39.29.420,2.504,97626.330
1559943569493,2019-06-07T14.39.29.493,2.577,97623.880
1559943569566,2019-06-07T14.39.29.566,2.650,97623.410
1559943569639,2019-06-07T14.39.29.639,2.723,97623.410
1559943569714,2019-06-07T14.39.29.714,2.798,97626.830
1559943569787,2019-06-07T14.39.29.787,2.871,97622.900
1559943569861,2019-06-07T14.39.29.861,2.945,97622.090
1559943569934,2019-06-07T14.39.29.934,3.018,97617.330
1559943570009,2019-06-07T14.39.30.009,3.093,97621.260
1559943570082,2019-06-07T14.39.30.082,3.166,97628.950
1559943570155,2019-06-07T14.39.30.155,3.239,97624.210
1559943570228,2019-06-07T14.39.30.228,3.312,97621.260
1559943570303,2019-06-07T14.39.30.303,3.387,97618.160
1559943570376,2019-06-07T14.39.30.376,3.460,97620.270
1559943570449,2019-06-07T14.39.30.449,3.533,97625.190
1559943570523,2019-06-07T14.39.30.523,3.607,97624.210
1559943570597,2019-06-07T14.39.30.597,3.681,97622.900
1559943570671,2019-06-07T14.39.30.671,3.755,97618.450
