epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1559943566913,2019-06-07T14.39.26.913,0.000,97536.020
1559943566987,2019-06-07T14.39.26.987,0.074,97539.270
1559943567061,2019-06-07T14.39.27.061,0.148,97537.950
1559943567134,2019-06-07T14.39.27.134,0.221,97538.280
1559943567207,2019-06-07T14.39.27.207,0.294,97541.720
1559943567282,2019-06-07T14.39.27.282,0.369,97539.590
1559943567355,2019-06-07T14.39.27.355,0.442,97540.400
1559943567428,2019-06-07T14.39.27.428,0.515,97529.910
1559943567503,2019-06-07T14.39.27.503,0.590,97537.600
1559943567576,2019-06-07T14.39.27.576,0.663,97537.270
1559943567650,2019-06-07T14.39.27.650,0.737,97537.270
1559943567723,2019-06-07T14.39.27.723,0.810,97540.230
1559943567798,2019-06-07T14.39.27.798,0.885,97542.020
1559943567871,2019-06-07T14.39.27.871,0.958,97535.450
1559943567944,2019-06-07T14.39.27.944,1.031,97537.270
1559943568017,2019-06-07T14.39.28.017,1.104,97536.470
1559943568092,2019-06-07T14.39.28.092,1.179,97537.270
1559943568165,2019-06-07T14.39.28.165,1.252,97538.910
1559943568238,2019-06-07T14.39.28.238,1.325,97542.020
1559943568312,2019-06-07T14.39.28.312,1.399,97539.090
1559943568386,2019-06-07T14.39.28.386,1.473,97538.910
1559943568460,2019-06-07T14.39.28.460,1.547,97536.770
1559943568533,2019-06-07T14.39.28.533,1.620,97539.090
1559943568606,2019-06-07T14.39.28.606,1.693,97537.270
1559943568681,2019-06-07T14.39.28.681,1.768,97538.080
1559943568754,2019-06-07T14.39.28.754,1.841,97535.960
1559943568827,2019-06-07T14.39.28.827,1.914,97539.890
1559943568902,2019-06-07T14.39.28.902,1.989,97544.160
1559943568975,2019-06-07T14.39.28.975,2.062,97538.580
1559943569049,2019-06-07T14.39.29.049,2.136,97538.080
1559943569122,2019-06-07T14.39.29.122,2.209,97534.140
1559943569196,2019-06-07T14.39.29.196,2.283,97533.840
1559943569270,2019-06-07T14.39.29.270,2.357,97538.910
1559943569343,2019-06-07T14.39.29.343,2.430,97540.230
1559943569416,2019-06-07T14.39.29.416,2.503,97541.530
1559943569491,2019-06-07T14.39.29.491,2.578,97535.960
1559943569564,2019-06-07T14.39.29.564,2.651,97538.910
1559943569637,2019-06-07T14.39.29.637,2.724,97538.080
1559943569711,2019-06-07T14.39.29.711,2.798,97541.530
1559943569785,2019-06-07T14.39.29.785,2.872,97538.080
1559943569859,2019-06-07T14.39.29.859,2.946,97534.650
1559943569932,2019-06-07T14.39.29.932,3.019,97538.910
1559943570005,2019-06-07T14.39.30.005,3.092,97539.390
1559943570080,2019-06-07T14.39.30.080,3.167,97539.390
1559943570153,2019-06-07T14.39.30.153,3.240,97541.530
1559943570226,2019-06-07T14.39.30.226,3.313,97538.910
1559943570299,2019-06-07T14.39.30.299,3.386,97539.390
1559943570374,2019-06-07T14.39.30.374,3.461,97542.340
1559943570447,2019-06-07T14.39.30.447,3.534,97541.840
1559943570521,2019-06-07T14.39.30.521,3.608,97536.770
1559943570594,2019-06-07T14.39.30.594,3.681,97538.080
1559943570669,2019-06-07T14.39.30.669,3.756,97539.720
1559943570742,2019-06-07T14.39.30.742,3.829,97537.600
1559943570815,2019-06-07T14.39.30.815,3.902,97535.450
1559943570888,2019-06-07T14.39.30.888,3.975,97540.700
1559943570963,2019-06-07T14.39.30.963,4.050,97540.230
1559943571036,2019-06-07T14.39.31.036,4.123,97535.960
1559943571110,2019-06-07T14.39.31.110,4.197,97538.910
1559943571183,2019-06-07T14.39.31.183,4.270,97538.910
1559943571257,2019-06-07T14.39.31.257,4.344,97534.140
1559943571331,2019-06-07T14.39.31.331,4.418,97538.080
1559943571404,2019-06-07T14.39.31.404,4.491,97541.030
1559943571477,2019-06-07T14.39.31.477,4.564,97541.530
1559943571552,2019-06-07T14.39.31.552,4.639,97538.910
1559943571625,2019-06-07T14.39.31.625,4.712,97541.030
1559943571698,2019-06-07T14.39.31.698,4.785,97537.600
1559943571773,2019-06-07T14.39.31.773,4.860,97538.910
1559943571846,2019-06-07T14.39.31.846,4.933,97535.450
1559943571920,2019-06-07T14.39.31.920,5.007,97532.830
1559943571993,2019-06-07T14.39.31.993,5.080,97537.600
1559943572066,2019-06-07T14.39.32.066,5.153,97533.670
1559943572141,2019-06-07T14.39.32.141,5.228,97537.600
1559943572214,2019-06-07T14.39.32.214,5.301,97538.410
1559943572287,2019-06-07T14.39.32.287,5.374,97534.980
1559943572361,2019-06-07T14.39.32.361,5.448,97537.600
1559943572435,2019-06-07T14.39.32.435,5.522,97541.530
1559943572508,2019-06-07T14.39.32.508,5.595,97536.300
1559943572582,2019-06-07T14.39.32.582,5.669,97534.470
1559943572656,2019-06-07T14.39.32.656,5.743,97535.280
1559943572730,2019-06-07T14.39.32.730,5.817,97542.640
1559943572803,2019-06-07T14.39.32.803,5.890,97537.900
1559943572876,2019-06-07T14.39.32.876,5.963,97536.300
1559943572951,2019-06-07T14.39.32.951,6.038,97537.600
1559943573024,2019-06-07T14.39.33.024,6.111,97535.280
1559943573097,2019-06-07T14.39.33.097,6.184,97539.210
1559943573171,2019-06-07T14.39.33.171,6.258,97538.910
1559943573245,2019-06-07T14.39.33.245,6.332,97541.030
1559943573319,2019-06-07T14.39.33.319,6.406,97537.600
1559943573392,2019-06-07T14.39.33.392,6.479,97539.720
1559943573465,2019-06-07T14.39.33.465,6.552,97541.030
1559943573540,2019-06-07T14.39.33.540,6.627,97542.340
1559943573613,2019-06-07T14.39.33.613,6.700,97542.340
1559943573686,2019-06-07T14.39.33.686,6.773,97541.030
1559943573759,2019-06-07T14.39.33.759,6.846,97534.980
1559943573834,2019-06-07T14.39.33.834,6.921,97538.910
1559943573907,2019-06-07T14.39.33.907,6.994,97537.900
1559943573981,2019-06-07T14.39.33.981,7.068,97537.600
1559943574054,2019-06-07T14.39.34.054,7.141,97539.720
1559943574129,2019-06-07T14.39.34.129,7.216,97538.910
1559943574202,2019-06-07T14.39.34.202,7.289,97537.900
1559943574275,2019-06-07T14.39.34.275,7.362,97540.230
1559943574348,2019-06-07T14.39.34.348,7.435,97537.600
1559943574423,2019-06-07T14.39.34.423,7.510,97537.600
1559943574496,2019-06-07T14.39.34.496,7.583,97533.670
1559943574570,2019-06-07T14.39.34.570,7.657,97535.780
1559943574643,2019-06-07T14.39.34.643,7.730,97533.670
1559943574717,2019-06-07T14.39.34.717,7.804,97535.780
1559943574791,2019-06-07T14.39.34.791,7.878,97540.020
1559943574864,2019-06-07T14.39.34.864,7.951,97537.900
1559943574937,2019-06-07T14.39.34.937,8.024,97534.470
1559943575012,2019-06-07T14.39.35.012,8.099,97537.900
1559943575085,2019-06-07T14.39.35.085,8.172,97535.280
1559943575158,2019-06-07T14.39.35.158,8.245,97533.670
1559943575233,2019-06-07T14.39.35.233,8.320,97533.670
1559943575306,2019-06-07T14.39.35.306,8.393,97535.280
1559943575380,2019-06-07T14.39.35.380,8.467,97537.090
1559943575453,2019-06-07T14.39.35.453,8.540,97541.330
1559943575528,2019-06-07T14.39.35.528,8.615,97534.980
1559943575601,2019-06-07T14.39.35.601,8.688,97535.280
1559943575674,2019-06-07T14.39.35.674,8.761,97533.160
1559943575747,2019-06-07T14.39.35.747,8.834,97543.950
1559943575822,2019-06-07T14.39.35.822,8.909,97536.300
1559943575895,2019-06-07T14.39.35.895,8.982,97538.230
1559943575968,2019-06-07T14.39.35.968,9.055,97539.210
1559943576043,2019-06-07T14.39.36.043,9.130,97532.660
1559943576116,2019-06-07T14.39.36.116,9.203,97540.520
1559943576190,2019-06-07T14.39.36.190,9.277,97535.280
1559943576263,2019-06-07T14.39.36.263,9.350,97536.300
1559943576338,2019-06-07T14.39.36.338,9.425,97538.700
1559943576411,2019-06-07T14.39.36.411,9.498,97534.470
1559943576484,2019-06-07T14.39.36.484,9.571,97524.780
1559943576557,2019-06-07T14.39.36.557,9.644,97530.830
1559943576632,2019-06-07T14.39.36.632,9.719,97536.920
1559943576705,2019-06-07T14.39.36.705,9.792,97533.160
1559943576778,2019-06-07T14.39.36.778,9.865,97532.660
1559943576852,2019-06-07T14.39.36.852,9.939,97532.660
1559943576926,2019-06-07T14.39.36.926,10.013,97534.770
1559943577000,2019-06-07T14.39.37.000,10.087,97526.420
1559943577073,2019-06-07T14.39.37.073,10.160,97533.970
1559943577146,2019-06-07T14.39.37.146,10.233,97531.340
1559943577221,2019-06-07T14.39.37.221,10.308,97533.450
1559943577294,2019-06-07T14.39.37.294,10.381,97532.660
1559943577367,2019-06-07T14.39.37.367,10.454,97536.590
1559943577442,2019-06-07T14.39.37.442,10.529,97536.590
1559943577515,2019-06-07T14.39.37.515,10.602,97535.280
1559943577589,2019-06-07T14.39.37.589,10.676,97533.970
1559943577662,2019-06-07T14.39.37.662,10.749,97536.920
1559943577736,2019-06-07T14.39.37.736,10.823,97536.920
1559943577810,2019-06-07T14.39.37.810,10.897,97538.230
1559943577883,2019-06-07T14.39.37.883,10.970,97535.280
1559943577958,2019-06-07T14.39.37.958,11.045,97534.300
1559943578031,2019-06-07T14.39.38.031,11.118,97529.220
1559943578104,2019-06-07T14.39.38.104,11.191,97532.660
1559943578177,2019-06-07T14.39.38.177,11.264,97526.420
1559943578252,2019-06-07T14.39.38.252,11.339,97535.610
1559943578325,2019-06-07T14.39.38.325,11.412,97534.770
1559943578399,2019-06-07T14.39.38.399,11.486,97535.280
1559943578472,2019-06-07T14.39.38.472,11.559,97534.300
1559943578547,2019-06-07T14.39.38.547,11.634,97538.230
1559943578620,2019-06-07T14.39.38.620,11.707,97536.920
1559943578693,2019-06-07T14.39.38.693,11.780,97532.980
1559943578766,2019-06-07T14.39.38.766,11.853,97530.830
1559943578841,2019-06-07T14.39.38.841,11.928,97531.670
1559943578914,2019-06-07T14.39.38.914,12.001,97533.450
1559943578987,2019-06-07T14.39.38.987,12.074,97534.300
1559943579061,2019-06-07T14.39.39.061,12.148,97531.670
1559943579135,2019-06-07T14.39.39.135,12.222,97536.080
1559943579209,2019-06-07T14.39.39.209,12.296,97536.920
1559943579282,2019-06-07T14.39.39.282,12.369,97528.720
1559943579355,2019-06-07T14.39.39.355,12.442,97532.150
1559943579430,2019-06-07T14.39.39.430,12.517,97530.360
1559943579503,2019-06-07T14.39.39.503,12.590,97528.720
1559943579576,2019-06-07T14.39.39.576,12.663,97531.670
1559943579650,2019-06-07T14.39.39.650,12.737,97533.450
1559943579724,2019-06-07T14.39.39.724,12.811,97535.610
1559943579798,2019-06-07T14.39.39.798,12.885,97530.360
1559943579871,2019-06-07T14.39.39.871,12.958,97533.450
1559943579944,2019-06-07T14.39.39.944,13.031,97529.520
1559943580019,2019-06-07T14.39.40.019,13.106,97529.050
1559943580092,2019-06-07T14.39.40.092,13.179,97535.610
1559943580165,2019-06-07T14.39.40.165,13.252,97530.360
1559943580238,2019-06-07T14.39.40.238,13.325,97530.830
1559943580313,2019-06-07T14.39.40.313,13.400,97537.220
1559943580386,2019-06-07T14.39.40.386,13.473,97539.540
1559943580460,2019-06-07T14.39.40.460,13.547,97535.610
1559943580533,2019-06-07T14.39.40.533,13.620,97536.920
1559943580608,2019-06-07T14.39.40.608,13.695,97538.230
1559943580681,2019-06-07T14.39.40.681,13.768,97536.920
1559943580754,2019-06-07T14.39.40.754,13.841,97535.610
1559943580827,2019-06-07T14.39.40.827,13.914,97536.920
1559943580902,2019-06-07T14.39.40.902,13.989,97535.910
1559943580975,2019-06-07T14.39.40.975,14.062,97536.410
1559943581049,2019-06-07T14.39.41.049,14.136,97531.670
1559943581122,2019-06-07T14.39.41.122,14.209,97540.340
1559943581196,2019-06-07T14.39.41.196,14.283,97532.980
1559943581270,2019-06-07T14.39.41.270,14.357,97532.470
1559943581343,2019-06-07T14.39.41.343,14.430,97536.410
1559943581416,2019-06-07T14.39.41.416,14.503,97537.220
1559943581491,2019-06-07T14.39.41.491,14.578,97538.230
1559943581564,2019-06-07T14.39.41.564,14.651,97535.090
1559943581637,2019-06-07T14.39.41.637,14.724,97534.300
1559943581711,2019-06-07T14.39.41.711,14.798,97529.850
1559943581785,2019-06-07T14.39.41.785,14.872,97535.090
1559943581859,2019-06-07T14.39.41.859,14.946,97534.590
1559943581932,2019-06-07T14.39.41.932,15.019,97527.230
1559943582005,2019-06-07T14.39.42.005,15.092,97528.030
1559943582080,2019-06-07T14.39.42.080,15.167,97535.090
1559943582153,2019-06-07T14.39.42.153,15.240,97535.610
1559943582226,2019-06-07T14.39.42.226,15.313,97533.280
1559943582299,2019-06-07T14.39.42.299,15.386,97530.660
1559943582374,2019-06-07T14.39.42.374,15.461,97536.920
1559943582447,2019-06-07T14.39.42.447,15.534,97529.850
1559943582521,2019-06-07T14.39.42.521,15.608,97539.030
1559943582595,2019-06-07T14.39.42.595,15.682,97529.850
1559943582669,2019-06-07T14.39.42.669,15.756,97531.490
1559943582742,2019-06-07T14.39.42.742,15.829,97527.230
1559943582815,2019-06-07T14.39.42.815,15.902,97531.970
1559943582890,2019-06-07T14.39.42.890,15.977,97525.920
1559943582963,2019-06-07T14.39.42.963,16.050,97525.410
