time,class,class_prop,class_rel,class_prop_rel
325.12,6,1,6,1
326.12,6,1,6,1
327.12,6,1,6,1
328.12,6,1,6,1
329.12,6,1,6,1
330.12,6,1,6,1
331.12,6,1,6,1
332.12,6,1,6,1
333.12,6,1,6,1
334.12,6,1,6,1
335.12,6,1,6,1
336.12,6,1,6,1
337.12,6,1,6,1
338.12,6,1,6,1
339.12,6,1,6,1
340.12,6,1,6,1
341.12,6,1,6,1
342.12,6,1,6,1
343.12,6,1,6,1
344.12,6,1,6,1
345.12,6,1,6,1
346.12,6,1,6,1
347.12,6,1,6,1
348.12,6,1,6,1
349.12,6,1,6,1
350.12,6,1,6,1
351.12,6,1,6,1
352.12,6,1,6,1
353.12,6,1,6,1
354.12,6,1,6,1
355.12,6,1,6,1
356.12,6,1,6,1
357.12,6,1,6,1
358.12,6,1,6,1
359.12,6,1,6,1
360.12,6,1,6,1
361.12,6,1,6,1
362.12,6,1,6,1
363.12,6,1,6,1
364.12,6,1,6,1
365.12,6,1,6,1
366.12,6,1,6,1
367.12,6,1,6,1
368.12,6,1,6,1
369.12,6,1,6,1
370.12,6,1,6,1
371.12,6,1,6,1
372.12,6,1,6,1
373.12,6,1,6,1
374.12,6,1,6,1
375.12,6,1,6,1
376.12,6,1,6,1
377.12,6,1,6,1
378.12,6,1,6,1
379.12,6,1,6,1
380.12,6,1,6,1
381.12,6,1,6,1
382.12,6,1,6,1
383.12,6,1,6,1
384.12,6,1,6,1
385.12,6,1,6,1
386.12,6,1,6,1
387.12,6,1,6,1
388.12,6,1,6,1
389.12,6,1,6,1
390.12,6,1,6,1
391.12,6,1,6,1
392.12,6,1,6,1
393.12,6,1,6,1
394.12,6,1,6,1
395.12,6,1,6,1
396.12,6,1,6,1
397.12,6,1,6,1
398.12,6,1,6,1
399.12,6,1,6,1
400.12,6,1,6,1
401.12,6,1,6,1
402.12,6,1,6,1
403.12,6,1,6,1
404.12,6,0.965174129353234,6,0.81592039800995
405.12,6,0.716417910447761,6,0.567164179104478
406.12,1,0.532338308457711,1,0.681592039800995
407.12,1,0.567164179104478,1,0.845771144278607
408.12,1,0.537313432835821,1,0.666666666666667
409.12,2,0.711442786069652,2,0.582089552238806
410.12,2,0.960199004975124,2,0.830845771144279
411.12,2,1,2,1
412.12,2,1,2,1
413.12,2,1,2,1
414.12,2,1,2,1
415.12,2,1,2,1
416.12,2,1,2,1
