time,class,class_prop,a_sum,t_sum,h_sum,corr_13,corr_12,corr_23,diff_p13,diff_p12,diff_p23,mean_x1,mean_y1,mean_z1,mean_x2,mean_y2,mean_z2,mean_x3,mean_y3,mean_z3,mean_x1d,mean_y1d,mean_z1d,mean_x2d,mean_y2d,mean_z2d,mean_x3d,mean_y3d,mean_z3d,mean_p1,mean_p2,mean_p3,std_x1,std_y1,std_z1,std_x2,std_y2,std_z2,std_x3,std_y3,std_z3,std_x1d,std_y1d,std_z1d,std_x2d,std_y2d,std_z2d,std_x3d,std_y3d,std_z3d,std_p1,std_p2,std_p3,skewness_x1,skewness_y1,skewness_z1,skewness_x2,skewness_y2,skewness_z2,skewness_x3,skewness_y3,skewness_z3,skewness_x1d,skewness_y1d,skewness_z1d,skewness_x2d,skewness_y2d,skewness_z2d,skewness_x3d,skewness_y3d,skewness_z3d,skewness_p1,skewness_p2,skewness_p3,kurtosis_x1,kurtosis_y1,kurtosis_z1,kurtosis_x2,kurtosis_y2,kurtosis_z2,kurtosis_x3,kurtosis_y3,kurtosis_z3,kurtosis_x1d,kurtosis_y1d,kurtosis_z1d,kurtosis_x2d,kurtosis_y2d,kurtosis_z2d,kurtosis_x3d,kurtosis_y3d,kurtosis_z3d,kurtosis_p1,kurtosis_p2,kurtosis_p3,Fun_abs_fft_x1,Fun_abs_fft_y1,Fun_abs_fft_z1,Fun_abs_fft_x2,Fun_abs_fft_y2,Fun_abs_fft_z2,Fun_abs_fft_x3,Fun_abs_fft_y3,Fun_abs_fft_z3,Fun_abs_fft_x1d,Fun_abs_fft_y1d,Fun_abs_fft_z1d,Fun_abs_fft_x2d,Fun_abs_fft_y2d,Fun_abs_fft_z2d,Fun_abs_fft_x3d,Fun_abs_fft_y3d,Fun_abs_fft_z3d,Fun_abs_fft_p1,Fun_abs_fft_p2,Fun_abs_fft_p3,max_abs_fft_x1,max_abs_fft_y1,max_abs_fft_z1,max_abs_fft_x2,max_abs_fft_y2,max_abs_fft_z2,max_abs_fft_x3,max_abs_fft_y3,max_abs_fft_z3,max_abs_fft_x1d,max_abs_fft_y1d,max_abs_fft_z1d,max_abs_fft_x2d,max_abs_fft_y2d,max_abs_fft_z2d,max_abs_fft_x3d,max_abs_fft_y3d,max_abs_fft_z3d,max_abs_fft_p1,max_abs_fft_p2,max_abs_fft_p3
324.12,6,1,70.7591491228046,120.38745488722,123.331124937342,0.260739484776244,0.156435443951796,-0.564960598238253,20.6222684885092,86.2260775041127,-65.6038090156035,-0.314423375269864,0.917894484974813,0.0971145251743047,0.122876120995571,0.903791407975386,0.165287469912412,0.779587761482904,-0.108092218169184,0.549604703590652,4.15911440358174,7.80921564554805,1.38768988312433,-18.5593828891537,-6.70547826248644,14.1594408335195,-17.0881421524122,8.17119849127698,23.0909690190823,97677.0127313424,97763.2388088465,97697.6349998309,0.213952682732331,0.183170922991831,0.139101423667174,0.289100240033151,0.110204615532829,0.147826254145449,0.126375342682522,0.356169612899713,0.0734092670904275,53.2616147949621,69.3735480123661,66.4700560507213,30.3226616321563,57.1821181510102,43.6232770794752,32.3058453919542,14.9846297337403,41.03332652525,2.03103099561755,1.29919991760311,2.06913339125925,-0.432274447781669,-0.624963164228963,0.354447895858479,-1.01223788365409,0.386383265967943,-1.62674015857848,-0.868895871007091,0.840673093245784,-0.344026593944806,-1.94578558463821,1.19043157056606,1.33426527659118,-1.02168428991746,1.25715745970617,-0.980621726706523,0.448581251592724,0.881941418604867,0.499164140897048,-0.151233438960151,0.121910915935385,-0.682239881192845,7.00299336850161,5.08436101620874,2.91235602023524,2.96244195367303,4.00697266842865,5.62888936478369,3.67082973389063,2.63070180884557,4.49669728541599,7.70537143141541,3.77749827182811,5.58850994838838,4.84137083805045,3.3782689207075,5.7305204342982,3.02382786813981,4.06878069665674,2.34539168664871,2.98080322688562,3.21050103227536,3.45222701994332,1,1,1,2,1,1,1,2,1,6,2,6,1,2,1,1,1,2,1,1,1,31.7567609022563,92.7073429824561,9.80856704260477,14.3822464605909,91.282932205514,16.6940344611536,78.7383639097734,19.0021224187055,55.5100750626558,1889.6024822932,3035.08885058217,2771.24844137747,1874.49767180453,2440.82301808209,1430.10352418547,1725.90235739363,825.291047618975,2529.04885644858,9865378.28586558,9874087.11969349,9867461.13498292
324.62,6,1,65.161103383458,140.643300125315,105.95483897243,0.443774668108151,0.373637049755899,0.0157153739246615,20.3662763550481,85.9284468908314,-65.5621705357833,-0.3340817501675,0.916310798034693,0.0629303915729865,0.299843967592264,0.882640058065951,0.21002389637461,0.81758673168068,-0.307522381448671,0.538993461376209,9.00536955755716,-16.7668857031181,-4.97449931387827,-7.8021321633295,-23.0245996575596,10.5395770701503,-16.1866557582068,3.59721905258247,2.89368828879034,97677.2016949092,97763.1301418001,97697.5679712643,0.0993692558678029,0.112972416257035,0.119168727211356,0.171787603558158,0.0931620466738141,0.069630652113692,0.0746408306662463,0.155304586989302,0.0545140188872172,23.0243309789786,31.9374720858761,33.5400685861499,19.4871184718119,24.4972661686042,20.1178129786912,28.3844319756232,10.5909950557675,26.8892860499809,2.17034508882636,1.65697046783381,1.94906322991756,2.36928834446889,-0.401208775877946,0.433088373714998,-0.772829059065317,0.792085324692416,0.0872625767198113,-0.0179698199722882,0.347653799382837,0.163802696641325,0.427942977095929,-0.153285582408266,-0.809995498183171,0.133343293332826,0.147762012957317,0.491804729656589,-0.190120101219698,0.168436802007232,0.606382213047359,-0.0610868876044299,-0.733335262624306,-0.432214412968639,13.0533425383852,3.43515298180334,3.34673093516568,3.53078251974267,4.73080989507007,2.82544935400241,3.95290584391531,3.4483238126962,4.07826024896797,4.17081985187693,2.77854324290844,4.89376899474349,2.99706749993546,2.04560206312109,3.1063572824049,2.81880711628361,4.25797115589746,2.64388844283912,2.77192923020297,3.93325068916596,2.80109006086021,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,2,1,1,1,33.7422567669175,92.5473906015039,6.35596954887164,30.2842407268186,89.146645864661,21.2124135338356,82.5762598997487,31.0597605263158,54.4383395989972,909.542325313273,1693.45545601493,1361.53342873571,823.378418177597,2325.48456541352,1064.49728408518,1634.85223157888,363.319124310829,1335.22278254367,9865397.37118583,9874076.14432181,9867454.36509769
325.12,6,1,57.4590704260658,144.220944110278,102.507526315789,0.0379089789223334,0.613644219088728,0.225590524106887,20.7489436043128,85.7678936113349,-65.0189500070221,-0.340800060795548,0.908521963324156,0.00117978485818261,0.387038347105402,0.852501251892104,0.188390540708218,0.812447558252066,-0.32804684731631,0.530525292190872,11.5435687808622,-0.588398248095614,4.47636856745789,3.22683919203916,-6.78031360083399,3.42264368842945,1.72429651232189,3.21209786843432,-6.36525191319905,97677.0420696478,97762.8099632592,97697.7910132521,0.0649982287428546,0.0947166788598029,0.118535880873746,0.124028721905495,0.067957287637016,0.0567354458146749,0.0645301618485715,0.126819238296968,0.0504814154425601,19.7955518383665,42.7310337403287,19.3534902149748,23.87350995598,39.7637539342816,13.2847159089288,46.8975453684231,9.76453136132786,18.4881716343395,1.98849105262931,1.67408797523809,2.11116953296462,-0.338320105549225,-0.16592648680758,0.71233163393101,-0.914471340281231,-0.0873259409315354,0.185598580473196,-0.589122471375381,-0.00164691697211639,0.446453478585125,0.849377742707835,0.600704297127283,1.27353142065415,0.542522362280738,0.629054107689983,0.189904489624688,0.647478721031069,0.28143347463404,0.525109265858869,0.137562350462437,-0.317694681141941,-0.215250337908303,2.82233271284372,3.70573226671417,4.88006663762601,4.23759574682072,3.63853486719001,2.82445060010641,4.36040316413966,4.32003179188568,5.20368220383238,5.48967913939232,2.53126595970225,5.61300304740976,2.83788532677657,2.78117945404295,3.66527150134526,3.00223292303281,4.95924051974377,2.87188256875437,2.80217083726846,3.31150666261045,3.14543650263865,1,1,2,1,1,1,1,1,1,1,2,5,2,2,5,2,1,3,1,1,1,34.4208061403504,91.7607182957397,3.64131219520905,39.0908730576455,86.1026264411025,19.02744461153,82.0572033834586,33.1327315789473,53.5830545112781,1165.90044686709,2236.24717753368,796.311505352495,1071.51371716736,2089.30698310068,410.937067837986,2198.85300975355,324.421884711867,993.386584493428,9865381.24903444,9874043.80628918,9867476.89233846
325.62,6,1,50.423978070175,140.179521052633,117.654698997494,-0.53915199613336,0.765960708139214,-0.628338262045316,21.1847254909876,85.4569711538176,-64.2722456628301,-0.331218469440928,0.915885734137321,-0.0854199570708981,0.410310211171502,0.858869416114544,0.118736422740022,0.830540224323184,-0.190250808953077,0.524608594506067,6.15037954663818,15.4566612446961,-6.47840140202014,16.9477848867218,13.8899154433117,-0.761698593017311,22.5878542718187,5.46740330901533,-2.06631043822433,97676.9123467924,97762.3693179463,97698.0970722835,0.0803754456127562,0.0654186689081573,0.133982081818028,0.0810128841778217,0.063732176858049,0.10710686927172,0.0482087129477663,0.24161681161791,0.0371917872011135,14.6919608143094,38.4585115969081,19.3259302524507,27.9138466568297,39.7958642754814,11.6984800633238,49.4487790393936,10.0522794394309,16.1256800091388,1.86352488124499,1.87934830965897,2.5549919639224,-0.20922023764274,0.395304795581931,-0.383560574564034,0.578150632989793,-0.625302424428365,-1.18822226483375,0.116386965579876,0.973088009220562,-0.262441126557644,-1.04417600795096,0.19443133643295,-0.745779532951256,0.39967566141296,-0.0627978743190334,-0.143591297760081,0.343421234277148,-0.256669864917056,0.175580782382066,0.163557271904225,-0.383406871390447,0.308045691812853,3.90872161452877,3.72943807264941,1.92356734071397,3.74605394351701,3.08335290286874,3.61789305097095,2.7680072331949,2.71830058283946,2.81427059546257,4.0562499363509,2.10463005324141,4.1843044618431,1.79793128805741,1.91569262645666,2.24674899908463,1.79221302539401,2.6169787945735,1.58412992982819,2.62399285609658,2.4939401261655,3.31234205356181,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,1,2,1,1,1,33.4530654135337,92.5044591478694,8.62741566416071,41.4413313283217,86.745811027569,11.9923786967422,83.8845626566416,19.2153317042607,52.9854680451128,684.043974251301,2284.71657885884,749.348697558535,1778.89523622672,2460.94987717152,562.20524911937,3102.13403404249,552.207734210548,698.624750126491,9865368.14702604,9873999.30111258,9867507.80430063
326.12,6,1,39.777803258145,133.270037468673,127.102826315789,-0.538686803834631,0.812808446097681,-0.668642583927961,21.5541557479638,85.3480164012091,-63.7938606532453,-0.364186808605669,0.892443908037415,-0.134417463212489,0.388527500682405,0.872387747834938,0.0585900729546648,0.793688272661849,-0.110326542842259,0.575082095089208,-5.01798781111224,21.4438711419638,-6.43608515968166,15.4756968845381,23.9361639296261,-5.27787727983305,25.2190844524689,15.8520079493295,7.11583281098754,97676.8212363885,97762.1692527896,97698.3753921364,0.109892725288812,0.0766766539439082,0.126706093522021,0.097626387234728,0.0695985108959191,0.118752261273846,0.131475196271361,0.252803787603914,0.11887489535286,20.6122011770419,32.0174025927753,24.6466259734487,30.7157075620624,28.343178888924,14.41560816345,50.3525130882757,21.0222430590385,19.6232949682311,1.83982517094671,1.83135688118749,2.62107889816367,-0.293986821383643,0.0760731837058511,0.137468697271476,0.409992491025762,-0.729676418767734,-0.26246419954033,-2.47295673618228,0.333780917777899,1.48077443586007,-0.814156747973322,0.520494967781877,-1.26067700983957,0.0144429354346632,0.470016765706115,-0.244203022184755,-0.0134240442016474,0.787112153892568,-0.0875086382183871,0.391431847620781,-0.0706132192711786,0.213417585987489,2.61043639540763,3.76239610009669,2.10283459213799,2.87177284508358,2.96541845639532,1.87772018229431,9.43842966175219,1.79157256676645,3.97565117134879,2.85855024232354,2.41906060644776,4.52321198629769,2.12932665353745,2.39661203419441,2.97648369538984,2.12598851990801,3.11974578734424,1.8979673295896,2.60641490877737,2.85850733902524,3.13862779037508,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,36.7828676691725,90.1368347117789,13.5761637844614,39.2412775689229,88.1111625313287,7.7903549013046,80.1625155388467,15.7982946027327,58.08329160401,890.785340466544,2165.83098533834,1095.41234825155,1940.2726367964,2417.55255689223,533.065605263138,2816.7241107624,1601.05280288228,892.555267085936,9865358.94487523,9873979.09453176,9867535.91460578
326.62,6,1,36.9204982456137,126.126591729324,135.264020426065,-0.414731307754848,0.728516245341252,-0.500214646270342,22.4789067312819,85.8859977629603,-63.4070910316784,-0.368573285937612,0.88394493908037,-0.149822165562425,0.320884395394431,0.896005791706994,0.031887948832477,0.70932359363756,-0.0385185103848761,0.668442643738058,-3.93024462889934,26.0644471326826,-1.64570429539245,16.3360139693296,27.4468064368841,-5.87084224794711,30.9358723752456,13.7931664880026,10.0302493970073,97676.1461300934,97762.0321278563,97698.6250368246,0.111649721824798,0.0693862730628508,0.106151307856804,0.112383981342809,0.0542080912708747,0.100397509282411,0.189252940244878,0.207369739783249,0.165896678757946,21.2287765272721,32.5828437239803,29.6068577885657,30.5210627805598,25.3859962862202,14.9881563065278,50.789126981409,22.853568871776,17.1118061244644,1.92954480925652,1.70727266072924,2.38871160152094,-0.177519957517139,-0.557285936261193,-0.223964227621702,0.154479774147885,-0.717773963144224,-0.161426455652528,-0.814439195958338,0.280159055193571,0.37057503611504,-0.898546289568156,0.477624381037311,-0.471477402622485,-0.0220885032054404,0.641046733684027,-0.378331727359394,-0.225884425302185,0.662440696235779,-0.180830264678705,0.07473376061238,0.187178217222485,0.595287647652783,2.41730104480537,3.47498044671724,2.06002384462701,2.31064941582029,3.01108546867761,2.11168958119034,2.36285255665264,1.9021501515242,1.36865457587638,2.81382272470874,2.09429525970136,4.00958000156915,2.16300529263907,2.48005433392943,2.89806995306238,2.10014305513561,2.7038837246928,2.4645378241243,2.5430922559999,3.12182974303112,3.0514177584531,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,37.2259018796988,89.2784388471174,15.1320387218049,32.4093239348375,90.4965849624064,6.48698732355935,71.6416829573935,10.1949509399704,67.5127070175439,1082.65038230382,2632.50916040095,1580.58301333361,1889.34953459739,2772.12745012529,592.955067042658,3124.5231098998,1393.10981528827,1013.05518909774,9865290.75913943,9873965.24491349,9867561.12871929
327.12,6,1,35.6451245614039,116.535044987469,146.813880075187,0.16923674037933,0.139409349880579,-0.308515981612387,22.1667278458178,86.1512692807834,-63.9845414349655,-0.342928116082277,0.881891158589541,-0.186041017146829,0.258120115883773,0.9235316434651,-0.0278394327402648,0.648853868582346,0.0798609766991682,0.724887927740141,-1.01634656691226,14.7965680761305,-1.44221057098231,16.8289639519594,23.6854970185361,-5.60825323333126,23.9896780912676,9.15622259361305,13.0303823941038,97676.1993159649,97762.3505852457,97698.3660438107,0.134657503717626,0.0645372824850944,0.0988683579002119,0.0658542501797251,0.0352595714305398,0.0792906770697941,0.163829153863568,0.191869852660772,0.142243291506844,23.4482646082848,25.9270174088931,29.9965628414393,30.2510438922919,19.5332586887374,14.6906849073198,44.8596224790305,25.5082477016928,13.6971562638284,2.03114181690653,1.79575268388635,2.44027084425088,-0.0911813601373139,-0.925814378326555,0.10019798236408,-0.305019113041695,-0.440511476584104,-0.203555054752933,-0.464215819794926,-0.435092675922015,-0.271061041833656,-0.782882174084284,0.690545464586513,-0.45422970610203,-0.0988927968309534,0.449747165334376,-0.547558036771241,-0.231173088470218,0.704391703534905,0.0952706733013316,0.238818582967655,-0.266355282398702,0.466395622993998,1.97042284114475,3.82622995842964,1.80944444388988,2.73466739674759,2.89867645887477,1.82932869549988,2.34859953905378,1.91752195539568,1.65324732681446,2.52070768695818,2.91909874989282,3.8340782554752,2.21760601043554,2.87942873442537,3.02905812594861,2.55137313751599,2.5003681687441,3.10775514746722,2.54087656837575,2.57251137842725,3.34124525427675,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,34.63573972431,89.0710070175436,18.7901427318297,26.070131704261,93.2766959899751,3.09229774302102,65.5342407268169,9.17232262866995,73.2136807017543,1353.53832296038,1494.45337568918,1654.86553405243,1799.59210896147,2392.23519887215,566.433576566458,2422.95748721803,1555.52582425853,1316.06862180448,9865296.13091245,9873997.40910981,9867534.97042488
327.62,6,1,35.9702117794491,110.848888220552,149.154000501252,0.252904803017926,0.0746346706453295,-0.550506823383862,21.8307287373109,86.9585640399678,-65.1278353026569,-0.311525109804207,0.875962114444526,-0.208296293952704,0.244603869823075,0.92420737735428,-0.0712975024194117,0.616543736817291,0.0963334139804908,0.763895131392837,-1.23127324375282,10.6541525459685,3.9086790577928,6.45887887168428,15.4005839871953,-2.76569915878809,10.6790688739181,5.93646718156795,11.5862098749347,97675.6895197735,97762.6480838135,97697.5202485108,0.146385154827081,0.0618465279541516,0.117489406058556,0.05469605549344,0.0277415630370741,0.101551000809711,0.134489299866447,0.191907769599755,0.0978997143945537,21.9486946876597,22.0560473878277,26.0077706116252,22.8276985222364,11.2380825609285,13.6461136741875,34.1842341715468,25.3304947155883,13.084933106196,1.73424181202689,1.53418034535453,2.37724726432097,-0.40603439549969,-0.82566538986323,0.0762845607498588,-0.375138900248823,0.24517725350491,-0.0325518834410213,-0.738309094690588,-0.718164696004371,-0.0546890686491327,-0.899024041211991,1.14985207751218,-0.880242347458621,-0.0791952766901717,-0.395956137410234,-1.12988177736189,-0.406107857441591,1.08841420267846,0.532812481213766,0.58454918250982,-0.256697777761932,-0.283972400315323,1.72999262515287,4.09552997828358,1.61217690009297,4.04450041010503,2.7640386935638,1.62252834419699,3.17253108826802,2.0323514033034,2.09150106207917,3.0614933088812,5.16950302023015,6.50438436386971,2.97126094315811,2.57273267974631,4.52452434250666,3.53135450971605,3.0271798598107,3.53731830339141,3.87250000325524,2.8064948676616,3.57445151400263,1,1,1,1,1,1,1,2,1,2,1,2,2,1,5,2,2,1,1,1,1,31.4640360902249,88.4721735588972,21.0379256892231,24.7049908521305,93.3449451127822,7.20104774436058,62.2709174185464,11.0530872548762,77.1534082706766,1227.91149579964,1076.06940714282,1160.1625277346,1352.19137104822,1555.45898270673,527.27524942387,1844.06973967899,1451.39464077389,1170.20719736841,9865244.64149712,9874027.45646516,9867449.54509959
328.12,6,1,37.4871037593985,104.912462406015,154.72209197995,0.0469008153094581,0.696868425606126,-0.482380165795654,21.7327007129749,87.2944287520951,-65.5617280391202,-0.27319705948038,0.881147868433458,-0.236791365790716,0.231643575522964,0.919809632993377,-0.112715956971637,0.61801958113105,0.166480848160003,0.747401471500532,2.2613066899918,7.53909787711831,-0.923801163801257,10.5288186828457,14.7493379401471,-2.19719220948441,12.6465167969425,-7.00591146926747,5.11680680289835,97675.1448440663,97762.4392728183,97696.8775447793,0.117497203168184,0.0569960317866834,0.11740437832599,0.0463289366820886,0.0247543945714521,0.118375258799673,0.105806189767442,0.162779971606222,0.0915402482263764,17.3256086613821,26.9942256494759,26.3992235845792,18.4467805057811,11.8880832587302,10.9359652957582,28.1676562084155,13.0658370383256,8.71574483882045,2.01311848292562,1.92672041822355,1.97843302223653,-0.494783582226832,-0.369263329852023,0.485965477826225,-0.959911955999569,0.721111457133606,0.382289830960335,-1.41381796140407,-1.20213705711489,0.591132202075388,-0.912010285388924,0.141192479052773,-0.254213381294251,0.423876152403618,-0.413180708912273,-1.16091650720384,0.136223013352209,-0.454980448015951,-0.677219474816457,0.410932681068445,-0.360450768756722,-0.463788317467058,1.72211402531852,3.34899096343424,1.90873060679623,3.92272467617498,3.05696305330635,1.65727138431996,4.62707405948043,3.0404445015574,2.25888290028379,3.98683517477382,4.25710154548424,4.95858246610044,3.08626042549613,2.42643926490004,6.11345607853593,4.66342282968636,3.48285227565622,3.75646765048295,3.58245788325419,2.11850626680843,4.22750719177048,1,1,1,1,1,1,1,1,1,2,3,2,1,1,4,2,1,1,1,1,1,27.5929030075184,88.9959347117792,23.9159279448623,23.3960011278194,92.900772932331,11.3843116541353,62.419977694236,16.8145656641603,75.4875486215538,973.298526328393,1073.97165121696,1297.80953182086,1063.41068696742,1489.68313195486,375.790359161611,1439.33351144271,707.597058396015,516.797487092733,9865189.6292507,9874006.36655466,9867384.63202271
328.62,6,1,34.4190556390973,103.049915413534,158.78574310777,0.238324913701084,0.614289996169524,-0.274565247262796,21.3154763313449,87.1435826374072,-65.8281063060623,-0.284345066875109,0.880884105064641,-0.255756309089559,0.245738796248045,0.922095145040819,-0.147537749075657,0.700679614878784,0.191333337055512,0.680123118439663,3.98704794163584,-7.55640833271237,-5.58611924613558,5.7765564468101,5.85250776446049,0.530647802675149,-3.8070920035232,-11.7577123452194,4.22866313059914,97675.4663007394,97762.6098833768,97696.7817770707,0.128749120812356,0.051728922201276,0.0944048748631705,0.0355924797978057,0.0240071642546075,0.0854113412272084,0.0752923146938415,0.144586706168432,0.0646395821850998,17.6931397766365,31.4684388640173,20.9803959421579,27.1732565286263,20.2802485762566,9.4529969253779,38.7013299957298,16.2762420961607,11.0081971453108,1.88793747600511,1.96268072958642,2.23218901487791,-0.431449215864134,-0.329985013820639,0.344585791681104,-0.226880458859608,0.749550580588455,0.595815871537533,0.509076377126638,-1.88583365167122,-0.499753233549656,-0.773131200066602,-0.941740046204661,-1.45379493200613,-0.733937133592873,-0.727317407800511,0.310704957051797,-1.08996085787224,-0.483454902258864,-0.751081080610479,0.0346775254076736,-0.576460151159071,0.0819569057958933,1.57253154634674,3.07409884805825,1.84176708935278,2.39153276033799,3.07384345124401,2.66829373091346,3.78935169374839,6.06097944879915,3.0395215402795,3.62963567579956,2.96490489568458,6.05207160109494,3.39463191256245,3.00522662435411,3.70912836501767,4.06504259508918,2.40213695350255,3.16841815186263,3.55548561402838,2.58726013231569,3.94203380235676,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,2,1,2,1,1,1,28.718851754386,88.9692946115287,25.8313872180454,24.8196184210525,93.1316096491228,14.9013126566414,70.7686411027572,19.3246670426067,68.692434962406,789.134651416082,1768.4047543722,820.674740782463,1277.79906407375,1195.38191174847,328.353018816865,1744.64834907683,1187.52894686716,579.002796670287,9865222.09637467,9874023.59822105,9867374.95948414
