epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1559846222676,2019-06-06T11.37.02.676,0.000,-2.073,30.427,0.610
1559846222697,2019-06-06T11.37.02.697,0.021,3.415,30.915,-0.793
1559846222717,2019-06-06T11.37.02.717,0.041,27.500,34.634,-11.646
1559846222738,2019-06-06T11.37.02.738,0.062,19.634,53.598,-26.220
1559846222758,2019-06-06T11.37.02.758,0.082,8.780,51.829,-30.366
1559846222779,2019-06-06T11.37.02.779,0.103,6.159,34.634,-27.561
1559846222798,2019-06-06T11.37.02.798,0.122,1.646,24.451,-27.195
1559846222818,2019-06-06T11.37.02.818,0.142,-10.915,33.720,-31.402
1559846222839,2019-06-06T11.37.02.839,0.163,-25.061,42.256,-35.183
1559846222859,2019-06-06T11.37.02.859,0.183,-56.037,38.720,-38.354
1559846222880,2019-06-06T11.37.02.880,0.204,-43.902,18.537,-29.573
1559846222900,2019-06-06T11.37.02.900,0.224,-27.439,12.073,-16.463
1559846222921,2019-06-06T11.37.02.921,0.245,-24.695,20.793,-9.512
1559846222940,2019-06-06T11.37.02.940,0.264,-18.110,23.841,-8.780
1559846222960,2019-06-06T11.37.02.960,0.284,-20.549,17.744,-12.866
1559846222981,2019-06-06T11.37.02.981,0.305,-20.854,24.024,-14.817
1559846223001,2019-06-06T11.37.03.001,0.325,-12.256,45.305,-11.951
1559846223022,2019-06-06T11.37.03.022,0.346,-7.927,53.963,-14.817
1559846223042,2019-06-06T11.37.03.042,0.366,-4.756,44.024,-23.293
1559846223063,2019-06-06T11.37.03.063,0.387,6.463,28.659,-30.122
1559846223083,2019-06-06T11.37.03.083,0.407,12.805,33.354,-29.939
1559846223102,2019-06-06T11.37.03.102,0.426,14.756,48.659,-20.854
1559846223123,2019-06-06T11.37.03.123,0.447,22.195,64.817,-4.939
1559846223144,2019-06-06T11.37.03.144,0.468,11.524,71.220,4.756
1559846223164,2019-06-06T11.37.03.164,0.488,4.024,78.780,5.610
1559846223185,2019-06-06T11.37.03.185,0.509,-5.061,76.159,3.841
1559846223205,2019-06-06T11.37.03.205,0.529,-12.988,68.720,7.012
1559846223226,2019-06-06T11.37.03.226,0.550,-12.317,74.695,17.561
1559846223245,2019-06-06T11.37.03.245,0.569,-14.329,78.659,31.280
1559846223265,2019-06-06T11.37.03.265,0.589,-19.756,70.854,46.585
1559846223286,2019-06-06T11.37.03.286,0.610,-23.963,37.378,54.939
1559846223306,2019-06-06T11.37.03.306,0.630,-29.512,55.549,58.171
1559846223327,2019-06-06T11.37.03.327,0.651,-3.110,-24.268,64.634
1559846223347,2019-06-06T11.37.03.347,0.671,-21.646,3.354,28.780
1559846223368,2019-06-06T11.37.03.368,0.692,-12.073,94.207,39.634
1559846223387,2019-06-06T11.37.03.387,0.711,-5.549,-89.878,25.915
1559846223407,2019-06-06T11.37.03.407,0.731,-13.963,-49.756,29.024
1559846223428,2019-06-06T11.37.03.428,0.752,6.463,65.122,50.854
1559846223448,2019-06-06T11.37.03.448,0.772,3.659,121.098,48.780
1559846223469,2019-06-06T11.37.03.469,0.793,-0.976,113.963,36.037
1559846223489,2019-06-06T11.37.03.489,0.813,3.537,68.354,28.963
1559846223510,2019-06-06T11.37.03.510,0.834,12.500,127.439,36.341
1559846223529,2019-06-06T11.37.03.529,0.853,-66.220,49.512,-0.183
1559846223549,2019-06-06T11.37.03.549,0.873,-68.110,-637.683,-41.220
