epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1559846222610,2019-06-06T11.37.02.610,0.000,45.488,-45.854,34.512
1559846222631,2019-06-06T11.37.02.631,0.021,48.049,-48.780,29.573
1559846222650,2019-06-06T11.37.02.650,0.040,48.110,-67.500,-1.524
1559846222670,2019-06-06T11.37.02.670,0.060,34.817,-76.463,-20.183
1559846222689,2019-06-06T11.37.02.689,0.079,19.451,-73.232,-17.378
1559846222710,2019-06-06T11.37.02.710,0.100,2.988,-79.146,-27.195
1559846222729,2019-06-06T11.37.02.729,0.119,-10.671,-67.073,-41.098
1559846222748,2019-06-06T11.37.02.748,0.138,-8.537,-34.878,-68.902
1559846222769,2019-06-06T11.37.02.769,0.159,6.341,-60.000,-109.085
1559846222788,2019-06-06T11.37.02.788,0.178,45.122,-91.220,-146.646
1559846222808,2019-06-06T11.37.02.808,0.198,57.683,-73.476,-130.427
1559846222827,2019-06-06T11.37.02.827,0.217,51.220,-70.244,-100.976
1559846222848,2019-06-06T11.37.02.848,0.238,40.732,-65.061,-81.646
1559846222867,2019-06-06T11.37.02.867,0.257,40.244,-61.037,-58.476
1559846222887,2019-06-06T11.37.02.887,0.277,43.963,-39.451,-41.402
1559846222906,2019-06-06T11.37.02.906,0.296,52.439,-13.476,-18.598
1559846222927,2019-06-06T11.37.02.927,0.317,54.146,0.793,15.244
1559846222946,2019-06-06T11.37.02.946,0.336,46.037,12.256,37.012
1559846222965,2019-06-06T11.37.02.965,0.355,36.463,35.061,39.817
1559846222985,2019-06-06T11.37.02.985,0.375,39.390,58.293,35.610
1559846223004,2019-06-06T11.37.03.004,0.394,48.171,62.439,23.963
1559846223025,2019-06-06T11.37.03.025,0.415,49.207,64.329,20.854
1559846223044,2019-06-06T11.37.03.044,0.434,34.268,73.171,31.220
1559846223064,2019-06-06T11.37.03.064,0.454,22.134,76.585,30.793
1559846223083,2019-06-06T11.37.03.083,0.473,27.195,59.024,17.378
1559846223104,2019-06-06T11.37.03.104,0.494,38.293,39.512,12.561
1559846223123,2019-06-06T11.37.03.123,0.513,33.354,25.732,6.585
1559846223144,2019-06-06T11.37.03.144,0.534,28.537,24.451,6.220
1559846223163,2019-06-06T11.37.03.163,0.553,23.293,32.683,3.049
1559846223182,2019-06-06T11.37.03.182,0.572,18.049,39.878,-6.829
1559846223202,2019-06-06T11.37.03.202,0.592,15.671,33.598,-7.073
1559846223221,2019-06-06T11.37.03.221,0.611,20.061,19.817,-7.500
1559846223242,2019-06-06T11.37.03.242,0.632,26.159,14.756,-11.341
1559846223261,2019-06-06T11.37.03.261,0.651,21.951,13.902,-15.061
