epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1559846224159,2019-06-06T11.37.04.159,1.462,0.365,-0.396,0.962
1559846224179,2019-06-06T11.37.04.179,1.482,0.297,-0.316,0.965
1559846224200,2019-06-06T11.37.04.200,1.503,0.365,-0.451,0.421
1559846224220,2019-06-06T11.37.04.220,1.523,0.210,0.053,1.357
1559846224241,2019-06-06T11.37.04.241,1.544,0.416,-0.190,0.826
1559846224260,2019-06-06T11.37.04.260,1.563,0.152,-0.225,0.667
1559846224280,2019-06-06T11.37.04.280,1.583,0.006,-0.147,0.959
1559846224301,2019-06-06T11.37.04.301,1.604,0.155,-0.110,1.176
1559846224321,2019-06-06T11.37.04.321,1.624,0.340,-0.229,1.140
1559846224342,2019-06-06T11.37.04.342,1.645,0.246,-0.047,1.279
1559846224362,2019-06-06T11.37.04.362,1.665,0.186,-0.041,1.199
1559846224383,2019-06-06T11.37.04.383,1.686,0.148,-0.040,1.043
1559846224403,2019-06-06T11.37.04.403,1.706,0.033,0.044,1.267
1559846224422,2019-06-06T11.37.04.422,1.725,0.094,0.074,1.326
1559846224443,2019-06-06T11.37.04.443,1.746,-0.034,0.175,0.716
1559846224463,2019-06-06T11.37.04.463,1.766,-0.222,0.143,1.019
1559846224484,2019-06-06T11.37.04.484,1.787,0.130,0.199,1.420
1559846224504,2019-06-06T11.37.04.504,1.807,0.198,0.225,1.328
1559846224525,2019-06-06T11.37.04.525,1.828,0.268,0.274,1.333
1559846224545,2019-06-06T11.37.04.545,1.848,0.294,-0.002,1.186
1559846224564,2019-06-06T11.37.04.564,1.867,0.136,0.071,1.241
1559846224585,2019-06-06T11.37.04.585,1.888,0.180,0.276,1.200
1559846224605,2019-06-06T11.37.04.605,1.908,0.384,0.165,1.166
1559846224626,2019-06-06T11.37.04.626,1.929,0.281,0.300,1.135
1559846224646,2019-06-06T11.37.04.646,1.949,0.266,0.182,1.166
1559846224667,2019-06-06T11.37.04.667,1.970,0.322,0.084,1.220
1559846224687,2019-06-06T11.37.04.687,1.990,0.360,0.076,1.137
1559846224706,2019-06-06T11.37.04.706,2.009,0.394,0.136,0.982
1559846224727,2019-06-06T11.37.04.727,2.030,0.298,0.715,1.110
1559846224748,2019-06-06T11.37.04.748,2.051,0.460,-0.024,1.078
1559846224768,2019-06-06T11.37.04.768,2.071,0.460,0.086,1.003
1559846224789,2019-06-06T11.37.04.789,2.092,0.414,0.019,1.124
1559846224809,2019-06-06T11.37.04.809,2.112,0.304,0.218,1.057
1559846224830,2019-06-06T11.37.04.830,2.133,0.350,0.028,0.930
1559846224849,2019-06-06T11.37.04.849,2.152,0.256,-0.398,0.635
1559846224869,2019-06-06T11.37.04.869,2.172,-0.008,-0.095,0.575
1559846224890,2019-06-06T11.37.04.890,2.193,0.161,-0.443,0.970
1559846224910,2019-06-06T11.37.04.910,2.213,0.232,-0.309,1.098
1559846224931,2019-06-06T11.37.04.931,2.234,0.103,-0.118,0.993
1559846224951,2019-06-06T11.37.04.951,2.254,0.121,-0.195,0.915
1559846224972,2019-06-06T11.37.04.972,2.275,0.086,-0.156,0.836
1559846224991,2019-06-06T11.37.04.991,2.294,0.100,-0.246,0.577
1559846225011,2019-06-06T11.37.05.011,2.314,0.008,-0.115,0.494
1559846225032,2019-06-06T11.37.05.032,2.335,0.290,-0.014,0.832
1559846225052,2019-06-06T11.37.05.052,2.355,0.198,-0.072,0.846
1559846225073,2019-06-06T11.37.05.073,2.376,0.116,-0.210,0.800
1559846225093,2019-06-06T11.37.05.093,2.396,0.162,-0.353,0.783
1559846225114,2019-06-06T11.37.05.114,2.417,0.141,-0.150,0.811
1559846225134,2019-06-06T11.37.05.134,2.437,-0.035,0.105,0.798
1559846225153,2019-06-06T11.37.05.153,2.456,0.020,0.108,0.838
1559846225174,2019-06-06T11.37.05.174,2.477,0.079,0.141,0.862
1559846225194,2019-06-06T11.37.05.194,2.497,0.115,-0.027,0.829
1559846225215,2019-06-06T11.37.05.215,2.518,0.107,-0.180,0.859
1559846225235,2019-06-06T11.37.05.235,2.538,0.315,0.028,0.816
1559846225256,2019-06-06T11.37.05.256,2.559,0.293,0.145,0.818
1559846225276,2019-06-06T11.37.05.276,2.579,0.131,0.162,0.947
1559846225295,2019-06-06T11.37.05.295,2.598,0.010,0.175,1.020
1559846225316,2019-06-06T11.37.05.316,2.619,0.026,0.135,0.951
1559846225336,2019-06-06T11.37.05.336,2.639,-0.008,0.114,0.765
1559846225357,2019-06-06T11.37.05.357,2.660,0.116,0.087,0.884
1559846225377,2019-06-06T11.37.05.377,2.680,0.359,0.265,1.184
1559846225398,2019-06-06T11.37.05.398,2.701,0.439,0.187,1.269
1559846225418,2019-06-06T11.37.05.418,2.721,0.411,0.292,1.234
1559846225437,2019-06-06T11.37.05.437,2.740,0.413,0.206,1.073
1559846225458,2019-06-06T11.37.05.458,2.761,0.445,0.073,1.024
1559846225478,2019-06-06T11.37.05.478,2.781,0.479,0.062,0.982
1559846225499,2019-06-06T11.37.05.499,2.802,0.453,0.082,0.912
1559846225519,2019-06-06T11.37.05.519,2.822,0.409,0.247,0.834
1559846225540,2019-06-06T11.37.05.540,2.843,0.478,0.108,0.895
1559846225560,2019-06-06T11.37.05.560,2.863,0.533,0.192,0.961
1559846225580,2019-06-06T11.37.05.580,2.883,0.428,0.331,0.946
1559846225600,2019-06-06T11.37.05.600,2.903,0.371,0.396,0.956
1559846225621,2019-06-06T11.37.05.621,2.924,0.509,0.273,1.012
1559846225641,2019-06-06T11.37.05.641,2.944,0.520,0.300,1.000
1559846225662,2019-06-06T11.37.05.662,2.965,0.452,0.346,1.032
1559846225682,2019-06-06T11.37.05.682,2.985,0.482,-0.016,1.096
1559846225703,2019-06-06T11.37.05.703,3.006,0.445,-0.082,1.041
1559846225723,2019-06-06T11.37.05.723,3.026,0.277,0.053,0.994
1559846225742,2019-06-06T11.37.05.742,3.045,0.202,0.034,0.943
1559846225763,2019-06-06T11.37.05.763,3.066,0.146,-0.051,0.826
1559846225783,2019-06-06T11.37.05.783,3.086,0.103,-0.112,0.661
1559846225804,2019-06-06T11.37.05.804,3.107,0.086,-0.183,0.715
1559846225824,2019-06-06T11.37.05.824,3.127,0.140,-0.283,0.811
1559846225845,2019-06-06T11.37.05.845,3.148,0.134,-0.330,0.584
1559846225865,2019-06-06T11.37.05.865,3.168,0.078,-0.363,0.518
1559846225884,2019-06-06T11.37.05.884,3.187,0.158,-0.224,0.752
1559846225905,2019-06-06T11.37.05.905,3.208,0.339,0.030,1.077
1559846225925,2019-06-06T11.37.05.925,3.228,0.385,-0.037,1.171
1559846225946,2019-06-06T11.37.05.946,3.249,0.486,-0.121,1.065
1559846225966,2019-06-06T11.37.05.966,3.269,0.403,-0.119,1.010
1559846225987,2019-06-06T11.37.05.987,3.290,0.378,-0.175,1.017
1559846226007,2019-06-06T11.37.06.007,3.310,0.375,-0.329,1.085
1559846226026,2019-06-06T11.37.06.026,3.329,0.346,-0.346,1.140
1559846226047,2019-06-06T11.37.06.047,3.350,0.345,-0.263,1.089
1559846226067,2019-06-06T11.37.06.067,3.370,0.350,-0.206,0.977
1559846226088,2019-06-06T11.37.06.088,3.391,0.391,-0.346,0.870
1559846226108,2019-06-06T11.37.06.108,3.411,0.379,-0.303,0.853
1559846226129,2019-06-06T11.37.06.129,3.432,0.349,-0.261,0.799
1559846226149,2019-06-06T11.37.06.149,3.452,0.423,-0.256,0.791
1559846226168,2019-06-06T11.37.06.168,3.471,0.304,-0.078,0.990
1559846226189,2019-06-06T11.37.06.189,3.492,0.244,-0.023,1.076
1559846226209,2019-06-06T11.37.06.209,3.512,0.374,-0.161,0.942
1559846226230,2019-06-06T11.37.06.230,3.533,0.388,-0.216,0.878
1559846226250,2019-06-06T11.37.06.250,3.553,0.239,-0.059,0.854
1559846226271,2019-06-06T11.37.06.271,3.574,0.170,0.084,0.908
1559846226291,2019-06-06T11.37.06.291,3.594,0.278,-0.007,1.058
1559846226312,2019-06-06T11.37.06.312,3.615,0.385,-0.141,1.161
1559846226331,2019-06-06T11.37.06.331,3.634,0.209,0.031,1.042
1559846226352,2019-06-06T11.37.06.352,3.655,0.224,0.119,1.020
1559846226372,2019-06-06T11.37.06.372,3.675,0.268,0.100,1.036
1559846226393,2019-06-06T11.37.06.393,3.696,0.356,-0.021,0.952
1559846226413,2019-06-06T11.37.06.413,3.716,0.324,-0.093,0.887
1559846226434,2019-06-06T11.37.06.434,3.737,0.334,-0.173,0.891
1559846226454,2019-06-06T11.37.06.454,3.757,0.378,-0.285,0.878
1559846226473,2019-06-06T11.37.06.473,3.776,0.397,-0.082,0.932
1559846226494,2019-06-06T11.37.06.494,3.797,0.450,-0.010,0.904
1559846226514,2019-06-06T11.37.06.514,3.817,0.720,-0.174,0.729
1559846226535,2019-06-06T11.37.06.535,3.838,0.475,0.023,0.771
1559846226555,2019-06-06T11.37.06.555,3.858,0.396,0.190,0.903
1559846226576,2019-06-06T11.37.06.576,3.879,0.587,0.047,0.953
1559846226596,2019-06-06T11.37.06.596,3.899,0.599,-0.017,0.937
1559846226615,2019-06-06T11.37.06.615,3.918,0.472,-0.024,0.904
1559846226636,2019-06-06T11.37.06.636,3.939,0.326,0.216,0.968
1559846226656,2019-06-06T11.37.06.656,3.959,0.195,0.177,0.959
1559846226677,2019-06-06T11.37.06.677,3.980,0.278,0.188,1.050
1559846226697,2019-06-06T11.37.06.697,4.000,0.410,-0.121,0.965
1559846226718,2019-06-06T11.37.06.718,4.021,0.444,-0.133,0.982
1559846226738,2019-06-06T11.37.06.738,4.041,0.512,-0.267,0.840
1559846226757,2019-06-06T11.37.06.757,4.060,0.418,0.026,0.951
1559846226778,2019-06-06T11.37.06.778,4.081,0.350,0.214,1.082
1559846226798,2019-06-06T11.37.06.798,4.101,0.403,0.167,1.037
1559846226819,2019-06-06T11.37.06.819,4.122,0.417,0.272,1.008
1559846226839,2019-06-06T11.37.06.839,4.142,0.328,0.110,0.937
1559846226860,2019-06-06T11.37.06.860,4.163,0.340,0.553,1.126
1559846226880,2019-06-06T11.37.06.880,4.183,0.357,0.483,1.167
1559846226901,2019-06-06T11.37.06.901,4.204,0.317,-0.104,0.919
1559846226920,2019-06-06T11.37.06.920,4.223,0.312,-0.143,0.697
1559846226940,2019-06-06T11.37.06.940,4.243,0.416,-0.021,0.774
1559846226961,2019-06-06T11.37.06.961,4.264,0.306,0.132,0.780
1559846226981,2019-06-06T11.37.06.981,4.284,0.275,0.080,0.631
1559846227002,2019-06-06T11.37.07.002,4.305,0.350,0.102,0.750
1559846227022,2019-06-06T11.37.07.022,4.325,0.347,0.168,0.885
1559846227043,2019-06-06T11.37.07.043,4.346,0.382,0.195,0.957
1559846227062,2019-06-06T11.37.07.062,4.365,0.376,0.230,0.938
1559846227082,2019-06-06T11.37.07.082,4.385,0.300,0.235,0.946
1559846227103,2019-06-06T11.37.07.103,4.406,0.288,0.194,0.884
1559846227123,2019-06-06T11.37.07.123,4.426,0.303,0.188,0.878
1559846227144,2019-06-06T11.37.07.144,4.447,0.256,0.207,0.955
1559846227164,2019-06-06T11.37.07.164,4.467,0.260,0.215,0.831
1559846227185,2019-06-06T11.37.07.185,4.488,0.261,0.058,0.746
1559846227204,2019-06-06T11.37.07.204,4.507,0.227,0.000,0.972
1559846227225,2019-06-06T11.37.07.225,4.528,0.428,0.240,1.180
1559846227245,2019-06-06T11.37.07.245,4.548,0.435,0.386,0.984
1559846227266,2019-06-06T11.37.07.266,4.569,0.384,0.056,1.026
1559846227286,2019-06-06T11.37.07.286,4.589,0.509,-0.197,0.714
1559846227307,2019-06-06T11.37.07.307,4.610,0.557,-0.005,0.932
1559846227327,2019-06-06T11.37.07.327,4.630,0.579,-0.032,0.896
1559846227346,2019-06-06T11.37.07.346,4.649,0.564,-0.049,0.936
1559846227367,2019-06-06T11.37.07.367,4.670,0.528,0.090,0.932
1559846227387,2019-06-06T11.37.07.387,4.690,0.599,0.138,0.966
1559846227408,2019-06-06T11.37.07.408,4.711,0.566,-0.044,0.832
1559846227428,2019-06-06T11.37.07.428,4.731,0.447,-0.043,0.885
1559846227449,2019-06-06T11.37.07.449,4.752,0.463,-0.051,0.880
1559846227469,2019-06-06T11.37.07.469,4.772,0.608,-0.018,0.857
1559846227488,2019-06-06T11.37.07.488,4.791,0.567,-0.095,0.917
1559846227509,2019-06-06T11.37.07.509,4.812,0.567,-0.116,0.876
1559846227529,2019-06-06T11.37.07.529,4.832,0.587,-0.113,0.786
1559846227550,2019-06-06T11.37.07.550,4.853,0.587,-0.076,0.831
1559846227570,2019-06-06T11.37.07.570,4.873,0.539,0.046,0.885
1559846227591,2019-06-06T11.37.07.591,4.894,0.547,0.068,0.821
1559846227611,2019-06-06T11.37.07.611,4.914,0.495,0.010,0.757
1559846227632,2019-06-06T11.37.07.632,4.935,0.440,0.074,0.687
1559846227651,2019-06-06T11.37.07.651,4.954,0.462,0.163,0.701
1559846227671,2019-06-06T11.37.07.671,4.974,0.377,0.238,0.820
1559846227692,2019-06-06T11.37.07.692,4.995,0.239,0.382,0.762
1559846227712,2019-06-06T11.37.07.712,5.015,0.284,0.509,0.755
1559846227733,2019-06-06T11.37.07.733,5.036,0.562,0.463,1.017
1559846227753,2019-06-06T11.37.07.753,5.056,0.378,0.405,0.872
1559846227774,2019-06-06T11.37.07.774,5.077,0.189,0.374,1.075
1559846227793,2019-06-06T11.37.07.793,5.096,0.062,0.559,1.054
1559846227813,2019-06-06T11.37.07.813,5.116,-0.166,0.777,1.165
1559846227834,2019-06-06T11.37.07.834,5.137,0.011,0.603,0.965
1559846227854,2019-06-06T11.37.07.854,5.157,0.000,0.479,0.832
1559846227875,2019-06-06T11.37.07.875,5.178,-0.146,0.517,0.927
1559846227895,2019-06-06T11.37.07.895,5.198,-0.062,0.602,1.057
1559846227916,2019-06-06T11.37.07.916,5.219,0.132,0.276,0.527
1559846227935,2019-06-06T11.37.07.935,5.238,0.190,-0.142,0.461
1559846227956,2019-06-06T11.37.07.956,5.259,0.085,0.171,0.500
1559846227976,2019-06-06T11.37.07.976,5.279,0.064,0.091,0.588
1559846227997,2019-06-06T11.37.07.997,5.300,0.042,0.301,0.711
1559846228017,2019-06-06T11.37.08.017,5.320,-0.109,0.568,1.096
1559846228038,2019-06-06T11.37.08.038,5.341,-0.092,0.500,1.276
1559846228058,2019-06-06T11.37.08.058,5.361,-0.014,0.079,1.035
1559846228077,2019-06-06T11.37.08.077,5.380,-0.080,-0.051,1.113
1559846228098,2019-06-06T11.37.08.098,5.401,-0.193,-0.011,1.182
1559846228118,2019-06-06T11.37.08.118,5.421,-0.179,0.037,1.265
1559846228139,2019-06-06T11.37.08.139,5.442,-0.209,-0.130,1.061
1559846228159,2019-06-06T11.37.08.159,5.462,-0.173,-0.214,0.753
1559846228180,2019-06-06T11.37.08.180,5.483,-0.083,-0.284,0.821
1559846228200,2019-06-06T11.37.08.200,5.503,-0.191,-0.285,0.970
1559846228221,2019-06-06T11.37.08.221,5.524,-0.319,-0.248,0.930
1559846228240,2019-06-06T11.37.08.240,5.543,-0.356,-0.226,0.890
1559846228260,2019-06-06T11.37.08.260,5.563,-0.311,-0.229,0.839
1559846228281,2019-06-06T11.37.08.281,5.584,-0.303,-0.223,0.936
1559846228301,2019-06-06T11.37.08.301,5.604,-0.251,-0.207,1.073
1559846228322,2019-06-06T11.37.08.322,5.625,-0.214,-0.204,1.118
1559846228342,2019-06-06T11.37.08.342,5.645,-0.235,-0.244,1.011
1559846228363,2019-06-06T11.37.08.363,5.666,-0.179,-0.245,0.950
1559846228382,2019-06-06T11.37.08.382,5.685,-0.231,-0.106,0.929
1559846228402,2019-06-06T11.37.08.402,5.705,-0.161,-0.045,0.884
1559846228423,2019-06-06T11.37.08.423,5.726,-0.161,-0.109,0.941
1559846228443,2019-06-06T11.37.08.443,5.746,-0.208,-0.083,1.067
1559846228464,2019-06-06T11.37.08.464,5.767,-0.124,-0.060,1.047
1559846228484,2019-06-06T11.37.08.484,5.787,-0.010,-0.074,1.035
1559846228505,2019-06-06T11.37.08.505,5.808,0.001,-0.134,1.106
1559846228524,2019-06-06T11.37.08.524,5.827,-0.071,-0.185,1.166
1559846228544,2019-06-06T11.37.08.544,5.847,-0.105,-0.194,1.148
1559846228565,2019-06-06T11.37.08.565,5.868,-0.232,-0.271,1.200
1559846228585,2019-06-06T11.37.08.585,5.888,-0.385,-0.336,1.257
1559846228606,2019-06-06T11.37.08.606,5.909,-0.475,-0.439,1.294
1559846228626,2019-06-06T11.37.08.626,5.929,-0.457,-0.549,1.208
1559846228647,2019-06-06T11.37.08.647,5.950,-0.310,-0.380,1.413
1559846228666,2019-06-06T11.37.08.666,5.969,-0.177,-0.469,1.209
1559846228686,2019-06-06T11.37.08.686,5.989,-0.174,-0.647,0.871
1559846228707,2019-06-06T11.37.08.707,6.010,-0.316,-0.332,1.272
1559846228727,2019-06-06T11.37.08.727,6.030,-0.107,-0.360,1.149
1559846228748,2019-06-06T11.37.08.748,6.051,0.053,-0.430,0.894
1559846228769,2019-06-06T11.37.08.769,6.072,0.069,-0.608,0.692
1559846228789,2019-06-06T11.37.08.789,6.092,-0.219,-0.571,1.449
1559846228810,2019-06-06T11.37.08.810,6.113,-0.298,-0.426,1.182
1559846228829,2019-06-06T11.37.08.829,6.132,-0.154,-0.655,1.058
1559846228849,2019-06-06T11.37.08.849,6.152,0.112,-1.073,0.994
1559846228870,2019-06-06T11.37.08.870,6.173,0.197,-1.278,1.119
1559846228890,2019-06-06T11.37.08.890,6.193,0.137,-1.151,1.381
1559846228911,2019-06-06T11.37.08.911,6.214,0.163,-1.000,1.606
1559846228931,2019-06-06T11.37.08.931,6.234,0.271,-0.885,1.800
1559846228952,2019-06-06T11.37.08.952,6.255,0.329,-0.735,2.137
1559846228971,2019-06-06T11.37.08.971,6.274,0.164,-0.711,2.160
1559846228991,2019-06-06T11.37.08.991,6.294,-0.148,-0.618,1.836
1559846229012,2019-06-06T11.37.09.012,6.315,-0.169,-0.418,1.488
1559846229032,2019-06-06T11.37.09.032,6.335,-0.114,-0.195,1.394
1559846229053,2019-06-06T11.37.09.053,6.356,-0.238,0.060,1.318
1559846229073,2019-06-06T11.37.09.073,6.376,-0.264,0.124,1.085
1559846229094,2019-06-06T11.37.09.094,6.397,-0.187,0.081,0.885
1559846229113,2019-06-06T11.37.09.113,6.416,-0.066,0.044,0.762
1559846229133,2019-06-06T11.37.09.133,6.436,-0.021,0.043,0.704
1559846229154,2019-06-06T11.37.09.154,6.457,-0.101,0.157,0.624
1559846229174,2019-06-06T11.37.09.174,6.477,-0.080,0.117,0.515
1559846229195,2019-06-06T11.37.09.195,6.498,0.072,-0.058,0.568
1559846229215,2019-06-06T11.37.09.215,6.518,0.239,-0.109,0.572
1559846229236,2019-06-06T11.37.09.236,6.539,0.219,-0.085,0.478
1559846229256,2019-06-06T11.37.09.256,6.559,0.080,-0.001,0.504
1559846229275,2019-06-06T11.37.09.275,6.578,0.139,-0.067,0.770
1559846229296,2019-06-06T11.37.09.296,6.599,0.280,-0.124,0.880
1559846229316,2019-06-06T11.37.09.316,6.619,0.247,-0.154,0.896
1559846229337,2019-06-06T11.37.09.337,6.640,0.129,-0.222,0.807
1559846229357,2019-06-06T11.37.09.357,6.660,-0.016,-0.241,0.646
1559846229378,2019-06-06T11.37.09.378,6.681,0.029,-0.402,0.543
1559846229398,2019-06-06T11.37.09.398,6.701,0.337,-0.349,0.548
1559846229417,2019-06-06T11.37.09.417,6.720,0.125,-0.955,1.865
1559846229438,2019-06-06T11.37.09.438,6.741,0.217,0.122,1.074
1559846229458,2019-06-06T11.37.09.458,6.761,-0.147,0.071,1.086
1559846229479,2019-06-06T11.37.09.479,6.782,-0.230,-0.149,0.953
1559846229499,2019-06-06T11.37.09.499,6.802,-0.119,-0.040,1.225
1559846229520,2019-06-06T11.37.09.520,6.823,0.034,0.163,1.068
1559846229540,2019-06-06T11.37.09.540,6.843,-0.039,-0.129,0.809
1559846229560,2019-06-06T11.37.09.560,6.863,-0.272,0.034,0.960
1559846229580,2019-06-06T11.37.09.580,6.883,-0.279,-0.078,0.988
1559846229601,2019-06-06T11.37.09.601,6.904,-0.289,-0.068,0.702
1559846229621,2019-06-06T11.37.09.621,6.924,-0.571,0.033,0.669
1559846229642,2019-06-06T11.37.09.642,6.945,-0.694,0.068,0.943
1559846229662,2019-06-06T11.37.09.662,6.965,-0.509,0.003,1.045
1559846229683,2019-06-06T11.37.09.683,6.986,-0.197,-0.265,1.063
1559846229702,2019-06-06T11.37.09.702,7.005,0.092,-0.146,1.017
1559846229722,2019-06-06T11.37.09.722,7.025,0.103,0.096,1.163
1559846229743,2019-06-06T11.37.09.743,7.046,0.042,0.242,1.264
1559846229763,2019-06-06T11.37.09.763,7.066,0.035,0.379,1.398
1559846229784,2019-06-06T11.37.09.784,7.087,0.038,0.304,1.354
1559846229804,2019-06-06T11.37.09.804,7.107,-0.080,0.199,1.175
1559846229825,2019-06-06T11.37.09.825,7.128,-0.090,0.235,1.088
1559846229844,2019-06-06T11.37.09.844,7.147,0.043,0.144,1.039
1559846229864,2019-06-06T11.37.09.864,7.167,0.081,0.084,0.851
1559846229885,2019-06-06T11.37.09.885,7.188,0.153,0.121,0.792
1559846229905,2019-06-06T11.37.09.905,7.208,0.069,0.211,0.851
1559846229926,2019-06-06T11.37.09.926,7.229,0.040,0.137,1.065
1559846229946,2019-06-06T11.37.09.946,7.249,0.115,0.011,0.989
1559846229967,2019-06-06T11.37.09.967,7.270,0.099,-0.139,0.662
1559846229987,2019-06-06T11.37.09.987,7.290,0.168,-0.157,0.674
1559846230006,2019-06-06T11.37.10.006,7.309,0.241,-0.001,0.943
1559846230027,2019-06-06T11.37.10.027,7.330,0.182,0.117,1.064
1559846230047,2019-06-06T11.37.10.047,7.350,0.146,0.091,1.116
1559846230068,2019-06-06T11.37.10.068,7.371,0.187,-0.035,0.975
1559846230088,2019-06-06T11.37.10.088,7.391,0.205,-0.068,0.939
1559846230109,2019-06-06T11.37.10.109,7.412,0.108,-0.043,0.870
