epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1567334706132,2019-09-01T03:45:06.132,0.000,-0.042,-0.081,1.033
1567334706152,2019-09-01T03:45:06.152,0.020,-0.042,-0.082,1.041
1567334706171,2019-09-01T03:45:06.171,0.039,-0.042,-0.081,1.038
1567334706192,2019-09-01T03:45:06.192,0.060,-0.042,-0.081,1.037
1567334706212,2019-09-01T03:45:06.212,0.080,-0.042,-0.082,1.036
1567334706233,2019-09-01T03:45:06.233,0.101,-0.042,-0.082,1.037
1567334706253,2019-09-01T03:45:06.253,0.121,-0.042,-0.081,1.039
1567334706274,2019-09-01T03:45:06.274,0.142,-0.041,-0.081,1.038
1567334706294,2019-09-01T03:45:06.294,0.162,-0.042,-0.081,1.037
1567334706313,2019-09-01T03:45:06.313,0.181,-0.042,-0.081,1.036
1567334706334,2019-09-01T03:45:06.334,0.202,-0.043,-0.080,1.038
1567334706354,2019-09-01T03:45:06.354,0.222,-0.042,-0.081,1.038
1567334706375,2019-09-01T03:45:06.375,0.243,-0.042,-0.082,1.037
1567334706395,2019-09-01T03:45:06.395,0.263,-0.042,-0.082,1.039
1567334706416,2019-09-01T03:45:06.416,0.284,-0.042,-0.081,1.040
1567334706435,2019-09-01T03:45:06.435,0.303,-0.042,-0.081,1.038
1567334706455,2019-09-01T03:45:06.455,0.323,-0.041,-0.080,1.038
1567334706476,2019-09-01T03:45:06.476,0.344,-0.042,-0.081,1.040
1567334706497,2019-09-01T03:45:06.497,0.365,-0.042,-0.082,1.038
1567334706517,2019-09-01T03:45:06.517,0.385,-0.042,-0.081,1.038
1567334706538,2019-09-01T03:45:06.538,0.406,-0.041,-0.082,1.039
1567334706558,2019-09-01T03:45:06.558,0.426,-0.042,-0.082,1.037
1567334706577,2019-09-01T03:45:06.577,0.445,-0.042,-0.082,1.039
1567334706598,2019-09-01T03:45:06.598,0.466,-0.042,-0.080,1.039
1567334706618,2019-09-01T03:45:06.618,0.486,-0.042,-0.082,1.037
1567334706639,2019-09-01T03:45:06.639,0.507,-0.043,-0.081,1.040
1567334706659,2019-09-01T03:45:06.659,0.527,-0.042,-0.082,1.039
1567334706680,2019-09-01T03:45:06.680,0.548,-0.042,-0.082,1.037
1567334706699,2019-09-01T03:45:06.699,0.567,-0.042,-0.081,1.038
1567334706719,2019-09-01T03:45:06.719,0.587,-0.042,-0.081,1.038
1567334706740,2019-09-01T03:45:06.740,0.608,-0.042,-0.081,1.038
1567334706760,2019-09-01T03:45:06.760,0.628,-0.042,-0.082,1.040
1567334706781,2019-09-01T03:45:06.781,0.649,-0.042,-0.081,1.038
1567334706801,2019-09-01T03:45:06.801,0.669,-0.043,-0.082,1.038
1567334706822,2019-09-01T03:45:06.822,0.690,-0.042,-0.081,1.038
1567334706841,2019-09-01T03:45:06.841,0.709,-0.042,-0.081,1.039
1567334706861,2019-09-01T03:45:06.861,0.729,-0.042,-0.081,1.038
1567334706882,2019-09-01T03:45:06.882,0.750,-0.041,-0.081,1.038
1567334706902,2019-09-01T03:45:06.902,0.770,-0.042,-0.082,1.039
1567334706923,2019-09-01T03:45:06.923,0.791,-0.042,-0.081,1.039
1567334706943,2019-09-01T03:45:06.943,0.811,-0.042,-0.080,1.039
1567334706964,2019-09-01T03:45:06.964,0.832,-0.042,-0.081,1.038
