epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1567334713321,2019-09-01T03:45:13.321,0.000,98386.406
1567334713394,2019-09-01T03:45:13.394,0.073,98385.922
1567334713469,2019-09-01T03:45:13.469,0.148,98390.656
1567334713542,2019-09-01T03:45:13.542,0.221,98384.969
1567334713616,2019-09-01T03:45:13.616,0.295,98386.734
1567334713689,2019-09-01T03:45:13.689,0.368,98384.477
1567334713764,2019-09-01T03:45:13.764,0.443,98385.781
1567334713837,2019-09-01T03:45:13.837,0.516,98388.391
1567334713910,2019-09-01T03:45:13.910,0.589,98387.578
1567334713985,2019-09-01T03:45:13.985,0.664,98382.680
1567334714058,2019-09-01T03:45:14.058,0.737,98385.281
1567334714131,2019-09-01T03:45:14.131,0.810,98389.695
1567334714204,2019-09-01T03:45:14.204,0.883,98385.281
1567334714279,2019-09-01T03:45:14.279,0.958,98383.172
1567334714352,2019-09-01T03:45:14.352,1.031,98389.203
1567334714426,2019-09-01T03:45:14.426,1.105,98384.477
1567334714499,2019-09-01T03:45:14.499,1.178,98386.594
1567334714574,2019-09-01T03:45:14.574,1.253,98386.102
1567334714647,2019-09-01T03:45:14.647,1.326,98382.359
1567334714720,2019-09-01T03:45:14.720,1.399,98392.633
1567334714793,2019-09-01T03:45:14.793,1.472,98385.781
1567334714868,2019-09-01T03:45:14.868,1.547,98384.477
1567334714941,2019-09-01T03:45:14.941,1.620,98381.859
1567334715014,2019-09-01T03:45:15.014,1.693,98384.477
1567334715088,2019-09-01T03:45:15.088,1.767,98383.984
1567334715162,2019-09-01T03:45:15.162,1.841,98386.594
1567334715236,2019-09-01T03:45:15.236,1.915,98381.508
1567334715309,2019-09-01T03:45:15.309,1.988,98382.188
1567334715382,2019-09-01T03:45:15.382,2.061,98388.719
1567334715457,2019-09-01T03:45:15.457,2.136,98381.859
1567334715530,2019-09-01T03:45:15.530,2.209,98383.172
1567334715603,2019-09-01T03:45:15.603,2.282,98388.719
1567334715677,2019-09-01T03:45:15.677,2.356,98378.766
1567334715751,2019-09-01T03:45:15.751,2.430,98385.281
1567334715825,2019-09-01T03:45:15.825,2.504,98382.188
1567334715898,2019-09-01T03:45:15.898,2.577,98387.094
