epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567334706152,2019-09-01T03:45:06.152,0.000,-0.366,0.488,0.854
1567334706171,2019-09-01T03:45:06.171,0.019,-0.427,0.244,0.854
1567334706192,2019-09-01T03:45:06.192,0.040,-0.549,0.244,0.793
1567334706212,2019-09-01T03:45:06.212,0.060,-0.488,0.183,0.793
1567334706233,2019-09-01T03:45:06.233,0.081,-0.488,0.244,0.793
1567334706253,2019-09-01T03:45:06.253,0.101,-0.488,0.305,0.793
1567334706274,2019-09-01T03:45:06.274,0.122,-0.427,0.244,0.854
1567334706294,2019-09-01T03:45:06.294,0.142,-0.427,0.183,0.793
1567334706313,2019-09-01T03:45:06.313,0.161,-0.427,0.183,0.793
1567334706334,2019-09-01T03:45:06.334,0.182,-0.488,0.244,0.793
1567334706354,2019-09-01T03:45:06.354,0.202,-0.488,0.244,0.793
1567334706375,2019-09-01T03:45:06.375,0.223,-0.488,0.244,0.793
1567334706395,2019-09-01T03:45:06.395,0.243,-0.427,0.244,0.793
1567334706416,2019-09-01T03:45:06.416,0.264,-0.427,0.244,0.793
1567334706436,2019-09-01T03:45:06.436,0.284,-0.427,0.244,0.854
1567334706455,2019-09-01T03:45:06.455,0.303,-0.488,0.305,0.793
1567334706476,2019-09-01T03:45:06.476,0.324,-0.488,0.183,0.732
1567334706497,2019-09-01T03:45:06.497,0.345,-0.488,0.244,0.793
1567334706517,2019-09-01T03:45:06.517,0.365,-0.427,0.244,0.793
1567334706538,2019-09-01T03:45:06.538,0.386,-0.427,0.183,0.793
1567334706558,2019-09-01T03:45:06.558,0.406,-0.488,0.183,0.793
1567334706577,2019-09-01T03:45:06.577,0.425,-0.488,0.244,0.793
1567334706598,2019-09-01T03:45:06.598,0.446,-0.488,0.244,0.793
1567334706618,2019-09-01T03:45:06.618,0.466,-0.427,0.244,0.793
1567334706639,2019-09-01T03:45:06.639,0.487,-0.427,0.305,0.793
1567334706659,2019-09-01T03:45:06.659,0.507,-0.488,0.183,0.732
1567334706680,2019-09-01T03:45:06.680,0.528,-0.488,0.183,0.793
1567334706700,2019-09-01T03:45:06.700,0.548,-0.427,0.183,0.732
1567334706719,2019-09-01T03:45:06.719,0.567,-0.488,0.244,0.793
1567334706740,2019-09-01T03:45:06.740,0.588,-0.427,0.244,0.793
1567334706760,2019-09-01T03:45:06.760,0.608,-0.427,0.305,0.793
1567334706781,2019-09-01T03:45:06.781,0.629,-0.427,0.183,0.793
1567334706801,2019-09-01T03:45:06.801,0.649,-0.488,0.183,0.793
1567334706822,2019-09-01T03:45:06.822,0.670,-0.488,0.244,0.854
1567334706841,2019-09-01T03:45:06.841,0.689,-0.427,0.244,0.793
1567334706861,2019-09-01T03:45:06.861,0.709,-0.488,0.183,0.793
1567334706882,2019-09-01T03:45:06.882,0.730,-0.488,0.244,0.793
1567334706902,2019-09-01T03:45:06.902,0.750,-0.427,0.183,0.793
1567334706923,2019-09-01T03:45:06.923,0.771,-0.488,0.183,0.732
1567334706943,2019-09-01T03:45:06.943,0.791,-0.488,0.244,0.854
1567334706964,2019-09-01T03:45:06.964,0.812,-0.427,0.183,0.854
1567334706983,2019-09-01T03:45:06.983,0.831,-0.427,0.244,0.793
1567334707003,2019-09-01T03:45:07.003,0.851,-0.366,0.244,0.793
1567334707024,2019-09-01T03:45:07.024,0.872,-0.427,0.183,0.793
1567334707044,2019-09-01T03:45:07.044,0.892,-0.488,0.244,0.732
1567334707065,2019-09-01T03:45:07.065,0.913,-0.366,0.183,0.732
1567334707085,2019-09-01T03:45:07.085,0.933,-0.427,0.244,0.793
1567334707104,2019-09-01T03:45:07.104,0.952,-0.427,0.244,0.793
1567334707125,2019-09-01T03:45:07.125,0.973,-0.488,0.183,0.793
1567334707145,2019-09-01T03:45:07.145,0.993,-0.427,0.183,0.793
1567334707166,2019-09-01T03:45:07.166,1.014,-0.427,0.183,0.732
1567334707186,2019-09-01T03:45:07.186,1.034,-0.488,0.183,0.793
1567334707207,2019-09-01T03:45:07.207,1.055,-0.427,0.244,0.793
1567334707227,2019-09-01T03:45:07.227,1.075,-0.427,0.244,0.854
1567334707247,2019-09-01T03:45:07.247,1.095,-0.488,0.244,0.793
1567334707267,2019-09-01T03:45:07.267,1.115,-0.427,0.244,0.793
1567334707288,2019-09-01T03:45:07.288,1.136,-0.488,0.244,0.793
1567334707308,2019-09-01T03:45:07.308,1.156,-0.427,0.244,0.732
1567334707329,2019-09-01T03:45:07.329,1.177,-0.488,0.244,0.793
1567334707349,2019-09-01T03:45:07.349,1.197,-0.488,0.183,0.793
1567334707368,2019-09-01T03:45:07.368,1.216,-0.488,0.244,0.793
1567334707389,2019-09-01T03:45:07.389,1.237,-0.427,0.244,0.793
1567334707409,2019-09-01T03:45:07.409,1.257,-0.366,0.183,0.793
1567334707430,2019-09-01T03:45:07.430,1.278,-0.427,0.244,0.793
1567334707450,2019-09-01T03:45:07.450,1.298,-0.427,0.183,0.732
1567334707471,2019-09-01T03:45:07.471,1.319,-0.427,0.244,0.793
1567334707491,2019-09-01T03:45:07.491,1.339,-0.488,0.305,0.793
1567334707510,2019-09-01T03:45:07.510,1.358,-0.427,0.244,0.793
1567334707531,2019-09-01T03:45:07.531,1.379,-0.488,0.244,0.793
1567334707551,2019-09-01T03:45:07.551,1.399,-0.488,0.244,0.732
1567334707572,2019-09-01T03:45:07.572,1.420,-0.488,0.244,0.793
1567334707592,2019-09-01T03:45:07.592,1.440,-0.427,0.183,0.732
1567334707613,2019-09-01T03:45:07.613,1.461,-0.427,0.244,0.793
1567334707633,2019-09-01T03:45:07.633,1.481,-0.427,0.305,0.854
1567334707652,2019-09-01T03:45:07.652,1.500,-0.427,0.244,0.793
1567334707673,2019-09-01T03:45:07.673,1.521,-0.488,0.244,0.732
1567334707693,2019-09-01T03:45:07.693,1.541,-0.427,0.305,0.732
1567334707714,2019-09-01T03:45:07.714,1.562,-0.488,0.244,0.793
1567334707734,2019-09-01T03:45:07.734,1.582,-0.427,0.244,0.854
1567334707755,2019-09-01T03:45:07.755,1.603,-0.488,0.244,0.793
1567334707774,2019-09-01T03:45:07.774,1.622,-0.427,0.244,0.793
