113662,132940,u
132974,133926,w
133960,157012,u
157454,163812,w
163846,174896,u
175304,177480,w
177514,185436,u
185912,187408,w
187442,193426,u
194004,196758,w
196792,200396,u
201212,203116,w
203150,207162,u
207502,211106,w
212772,226168,u
264282,272034,w
272068,296208,u
296616,296922,w
296956,311452,u
314058,315826,w
315860,322830,u
323238,343944,w
361794,366248,p
368220,374680,u
375054,376210,w
376244,381684,u
382228,382466,ss
384574,411944,u
422552,426598,u
430032,437852,u
440912,446454,w
446726,453968,u
454444,456926,w
456960,464610,u
465392,472940,w
472974,475048,u
475558,488682,w
488716,493544,u
493884,499800,w
516528,527068,ss
527714,528564,u
528598,530026,w
530060,536078,u
537574,540430,hs
541926,543082,hw
543116,634984,hs
635664,647530,hw
650352,777546,hw
788460,970870,sr
982056,986986,w
993106,997288,u
1000858,1039142,ss
1042780,1044956,w
1044956,1051008,u
1051450,1052606,w
1052844,1056040,u
1056686,1091672,ss
1144202,1200030,ss
1202988,1203668,u
1204416,1209890,ss
1213800,1228318,p
1231412,1232568,u
1233418,1235696,w
1240796,1245488,l
1248620,1290028,ss
1308864,1308864,99
