113832,157182,u
157420,163812,w
163846,175100,u
175372,177480,w
177514,185674,u
185912,187442,w
187476,193732,u
194038,196554,w
196826,201450,u
201620,203082,w
203082,207298,u
207536,211854,w
212874,217260,u
217498,219096,w
219096,226338,u
226610,228378,w
264282,267580,w
267580,269144,u
269280,273054,w
273088,285940,u
286110,286960,w
286960,296446,u
296582,296922,w
296922,312902,u
313140,317050,w
317050,321946,u
322082,343910,w
349044,351186,u
361930,367234,p
367982,381990,u
382194,382670,ss
384124,412352,u
422518,425510,u
430746,434452,u
436730,440028,u
440300,446726,w
446726,454206,u
454444,457130,w
457164,464780,u
465426,472872,w
472872,475320,u
475524,488682,w
488682,493748,u
493850,499834,w
501500,502350,w
509830,511122,p
513571,527680,ss
527680,536316,u
537778,542980,hw
542980,627572,hs
629476,635256,hs
635664,710872,hw
710940,714374,hs
714782,777512,hw
788460,972026,sr
981206,986986,w
986986,987734,u
990675,991100,p
992936,993548,u
993752,995282,w
995282,997866,u
1000756,1039210,ss
1042100,1042644,u
1042848,1044888,w
1044888,1051280,u
1051518,1052538,w
1052538,1056210,u
1056516,1093542,ss
1104743,1141414,ss
1143658,1146684,ss
1149318,1201084,ss
1203808,1211420,ss
1213800,1228420,p
1231613,1233112,u
1233316,1235696,w
1240796,1246304,l
1248935,1286628,ss
1308864,1308864,99
