time,class,class_prop,class_rel,class_prop_rel
83.2,1,1,1,0.990049751243781
84.2,1,1,1,1
85.2,1,1,1,1
86.2,1,1,1,1
87.2,1,1,1,1
88.2,1,1,1,1
89.2,1,1,1,1
90.2,1,1,1,1
91.2,1,1,1,1
92.2,1,1,1,1
93.2,1,1,1,1
94.2,1,1,1,1
95.2,1,1,1,1
96.2,1,1,1,1
97.2,1,1,1,1
98.2,1,1,1,1
99.2,1,1,1,1
100.2,1,1,1,1
101.2,1,1,1,1
102.2,1,1,1,1
103.2,1,1,1,1
104.2,1,1,1,1
105.2,1,1,1,1
106.2,1,1,1,1
107.2,1,1,1,1
108.2,1,1,1,1
109.2,1,1,1,1
110.2,1,1,1,1
111.2,1,1,1,1
112.2,1,1,1,1
113.2,1,1,1,1
114.2,1,1,1,1
115.2,1,1,1,1
116.2,1,1,1,1
117.2,1,1,1,1
118.2,1,1,1,1
119.2,1,1,1,1
120.2,1,1,1,1
121.2,1,1,1,1
122.2,1,1,1,1
123.2,1,1,1,1
124.2,1,1,1,1
125.2,1,1,1,1
126.2,1,1,1,1
127.2,1,1,1,1
128.2,1,1,1,1
129.2,1,1,1,1
130.2,1,1,1,1
131.2,1,1,1,1
132.2,1,1,1,1
133.2,1,1,1,1
134.2,1,1,1,1
135.2,1,1,1,1
136.2,1,1,1,1
137.2,1,1,1,1
138.2,1,1,1,1
139.2,1,1,1,1
140.2,1,1,1,1
141.2,1,1,1,1
142.2,1,1,1,1
143.2,1,1,1,1
144.2,1,1,1,1
145.2,1,1,1,1
146.2,1,1,1,1
147.2,1,1,1,1
148.2,1,1,1,1
149.2,1,1,1,1
150.2,1,1,1,1
151.2,1,1,1,1
152.2,1,1,1,1
153.2,1,1,1,1
154.2,1,1,1,1
155.2,1,1,1,1
156.2,1,1,1,1
157.2,1,1,1,1
158.2,1,1,1,1
159.2,1,1,1,1
160.2,1,1,1,1
161.2,1,1,1,1
162.2,1,1,1,1
163.2,1,1,1,1
164.2,1,1,1,1
165.2,1,1,1,1
166.2,1,1,1,1
167.2,1,1,1,1
168.2,1,1,1,1
169.2,1,1,1,1
170.2,1,1,1,1
171.2,1,1,1,1
172.2,1,1,1,1
173.2,1,1,1,1
174.2,1,1,1,1
175.2,1,1,1,1
176.2,1,1,1,1
177.2,1,1,1,1
178.2,1,1,1,1
179.2,1,1,1,1
180.2,1,1,1,1
181.2,1,1,1,1
182.2,1,1,1,1
183.2,1,1,1,1
184.2,1,1,1,1
185.2,1,1,1,1
186.2,1,1,1,1
187.2,1,1,1,1
188.2,1,1,1,1
189.2,1,1,1,1
190.2,1,1,1,1
191.2,1,1,1,1
192.2,1,1,1,1
193.2,1,1,1,1
194.2,1,1,1,1
195.2,1,1,1,1
196.2,1,1,1,1
197.2,1,1,1,1
198.2,1,1,1,1
199.2,1,1,1,1
200.2,1,1,1,1
201.2,1,1,1,1
202.2,1,1,1,1
203.2,1,1,1,1
204.2,1,1,1,1
205.2,1,1,1,1
206.2,1,1,1,1
207.2,1,1,1,1
208.2,1,1,1,1
209.2,1,1,1,1
210.2,1,1,1,1
211.2,1,1,1,1
212.2,1,1,1,1
213.2,1,1,1,1
214.2,1,1,1,1
215.2,1,1,1,1
216.2,1,1,1,1
217.2,1,1,1,1
218.2,1,1,1,1
219.2,1,1,1,1
220.2,1,1,1,1
221.2,1,1,1,1
222.2,1,1,1,1
223.2,1,1,1,1
224.2,1,1,1,1
225.2,1,1,1,1
226.2,1,1,1,1
227.2,1,1,1,1
228.2,1,1,1,1
229.2,1,1,1,1
230.2,1,0.950248756218905,1,0.850746268656716
231.2,1,0.701492537313433,1,0.601990049751244
232.2,3,0.54726368159204,3,0.646766169154229
233.2,3,0.796019900497512,3,0.895522388059702
234.2,3,1,3,1
235.2,3,1,3,1
236.2,3,1,3,1
237.2,3,1,3,1
238.2,3,1,3,1
239.2,3,1,3,1
240.2,3,1,3,1
241.2,3,1,3,1
242.2,3,1,3,1
243.2,3,1,3,1
244.2,3,1,3,1
245.2,3,1,3,1
246.2,3,1,3,1
247.2,3,1,3,1
248.2,3,1,3,1
249.2,3,1,3,1
250.2,3,1,3,1
251.2,3,1,3,1
