epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1565447782847,2019-08-10T07:36:22.847,0.000,-0.793,-0.061,-0.183
1565447782868,2019-08-10T07:36:22.868,0.021,-0.244,-0.122,-0.671
1565447782888,2019-08-10T07:36:22.888,0.041,-0.549,0.061,-0.366
1565447782909,2019-08-10T07:36:22.909,0.062,-0.488,0.000,-0.366
1565447782929,2019-08-10T07:36:22.929,0.082,-0.488,-0.061,-0.366
1565447782950,2019-08-10T07:36:22.950,0.103,-0.549,-0.061,-0.366
1565447782969,2019-08-10T07:36:22.969,0.122,-0.488,0.000,-0.366
1565447782989,2019-08-10T07:36:22.989,0.142,-0.427,0.000,-0.305
1565447783010,2019-08-10T07:36:23.010,0.163,-0.488,-0.061,-0.366
1565447783030,2019-08-10T07:36:23.030,0.183,-0.488,-0.061,-0.366
1565447783051,2019-08-10T07:36:23.051,0.204,-0.488,-0.061,-0.366
1565447783071,2019-08-10T07:36:23.071,0.224,-0.549,-0.122,-0.366
1565447783092,2019-08-10T07:36:23.092,0.245,-0.427,-0.061,-0.305
1565447783112,2019-08-10T07:36:23.112,0.265,-0.488,-0.061,-0.305
1565447783131,2019-08-10T07:36:23.131,0.284,-0.549,-0.122,-0.366
1565447783152,2019-08-10T07:36:23.152,0.305,-0.488,-0.061,-0.305
1565447783172,2019-08-10T07:36:23.172,0.325,-0.488,-0.061,-0.366
1565447783193,2019-08-10T07:36:23.193,0.346,-0.549,-0.061,-0.427
1565447783213,2019-08-10T07:36:23.213,0.366,-0.549,-0.061,-0.366
1565447783234,2019-08-10T07:36:23.234,0.387,-0.488,0.000,-0.366
1565447783254,2019-08-10T07:36:23.254,0.407,-0.549,-0.061,-0.305
1565447783273,2019-08-10T07:36:23.273,0.426,-0.549,0.000,-0.366
1565447783294,2019-08-10T07:36:23.294,0.447,-0.488,0.000,-0.366
1565447783314,2019-08-10T07:36:23.314,0.467,-0.488,0.000,-0.305
1565447783335,2019-08-10T07:36:23.335,0.488,-0.488,-0.061,-0.366
1565447783355,2019-08-10T07:36:23.355,0.508,-0.549,-0.061,-0.366
1565447783376,2019-08-10T07:36:23.376,0.529,-0.488,-0.061,-0.305
1565447783396,2019-08-10T07:36:23.396,0.549,-0.488,-0.061,-0.366
1565447783415,2019-08-10T07:36:23.415,0.568,-0.488,-0.061,-0.305
1565447783436,2019-08-10T07:36:23.436,0.589,-0.427,0.000,-0.305
1565447783456,2019-08-10T07:36:23.456,0.609,-0.488,0.000,-0.366
1565447783477,2019-08-10T07:36:23.477,0.630,-0.549,0.000,-0.305
1565447783497,2019-08-10T07:36:23.497,0.650,-0.427,-0.061,-0.366
1565447783518,2019-08-10T07:36:23.518,0.671,-0.488,-0.061,-0.366
1565447783539,2019-08-10T07:36:23.539,0.692,-0.488,0.000,-0.366
1565447783558,2019-08-10T07:36:23.558,0.711,-0.488,-0.061,-0.366
1565447783578,2019-08-10T07:36:23.578,0.731,-0.488,-0.061,-0.305
1565447783599,2019-08-10T07:36:23.599,0.752,-0.488,0.000,-0.305
1565447783619,2019-08-10T07:36:23.619,0.772,-0.549,-0.122,-0.366
1565447783640,2019-08-10T07:36:23.640,0.793,-0.488,-0.061,-0.366
1565447783660,2019-08-10T07:36:23.660,0.813,-0.549,-0.061,-0.305
1565447783681,2019-08-10T07:36:23.681,0.834,-0.549,-0.061,-0.305
