epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1565447776382,2019-08-10T07:36:16.382,0.000,-0.054,-0.076,1.037
1565447776403,2019-08-10T07:36:16.403,0.021,-0.054,-0.076,1.047
1565447776423,2019-08-10T07:36:16.423,0.041,-0.052,-0.077,1.044
1565447776444,2019-08-10T07:36:16.444,0.062,-0.052,-0.076,1.044
1565447776464,2019-08-10T07:36:16.464,0.082,-0.053,-0.075,1.045
1565447776485,2019-08-10T07:36:16.485,0.103,-0.052,-0.077,1.045
1565447776504,2019-08-10T07:36:16.504,0.122,-0.051,-0.076,1.045
1565447776524,2019-08-10T07:36:16.524,0.142,-0.051,-0.075,1.043
1565447776545,2019-08-10T07:36:16.545,0.163,-0.052,-0.077,1.045
1565447776565,2019-08-10T07:36:16.565,0.183,-0.051,-0.077,1.044
1565447776586,2019-08-10T07:36:16.586,0.204,-0.053,-0.076,1.045
1565447776606,2019-08-10T07:36:16.606,0.224,-0.052,-0.077,1.045
1565447776627,2019-08-10T07:36:16.627,0.245,-0.051,-0.077,1.043
1565447776646,2019-08-10T07:36:16.646,0.264,-0.052,-0.076,1.044
1565447776666,2019-08-10T07:36:16.666,0.284,-0.051,-0.076,1.046
1565447776687,2019-08-10T07:36:16.687,0.305,-0.051,-0.076,1.045
1565447776707,2019-08-10T07:36:16.707,0.325,-0.052,-0.077,1.046
1565447776728,2019-08-10T07:36:16.728,0.346,-0.052,-0.079,1.045
1565447776748,2019-08-10T07:36:16.748,0.366,-0.051,-0.076,1.044
1565447776769,2019-08-10T07:36:16.769,0.387,-0.051,-0.076,1.045
1565447776788,2019-08-10T07:36:16.788,0.406,-0.052,-0.077,1.044
1565447776809,2019-08-10T07:36:16.809,0.427,-0.052,-0.077,1.045
1565447776829,2019-08-10T07:36:16.829,0.447,-0.052,-0.076,1.044
1565447776850,2019-08-10T07:36:16.850,0.468,-0.052,-0.077,1.043
1565447776870,2019-08-10T07:36:16.870,0.488,-0.051,-0.076,1.044
1565447776891,2019-08-10T07:36:16.891,0.509,-0.052,-0.077,1.044
1565447776911,2019-08-10T07:36:16.911,0.529,-0.052,-0.075,1.044
1565447776930,2019-08-10T07:36:16.930,0.548,-0.050,-0.076,1.044
1565447776951,2019-08-10T07:36:16.951,0.569,-0.051,-0.076,1.043
1565447776971,2019-08-10T07:36:16.971,0.589,-0.052,-0.077,1.046
1565447776992,2019-08-10T07:36:16.992,0.610,-0.052,-0.077,1.042
1565447777012,2019-08-10T07:36:17.012,0.630,-0.052,-0.076,1.044
1565447777033,2019-08-10T07:36:17.033,0.651,-0.053,-0.075,1.045
1565447777052,2019-08-10T07:36:17.052,0.670,-0.051,-0.077,1.045
1565447777072,2019-08-10T07:36:17.072,0.690,-0.051,-0.076,1.044
1565447777093,2019-08-10T07:36:17.093,0.711,-0.052,-0.075,1.043
1565447777113,2019-08-10T07:36:17.113,0.731,-0.052,-0.076,1.044
1565447777134,2019-08-10T07:36:17.134,0.752,-0.050,-0.076,1.045
1565447777154,2019-08-10T07:36:17.154,0.772,-0.051,-0.076,1.046
1565447777175,2019-08-10T07:36:17.175,0.793,-0.051,-0.076,1.043
1565447777194,2019-08-10T07:36:17.194,0.812,-0.051,-0.076,1.043
1565447777214,2019-08-10T07:36:17.214,0.832,-0.051,-0.077,1.043
1565447777235,2019-08-10T07:36:17.235,0.853,-0.050,-0.078,1.046
1565447777255,2019-08-10T07:36:17.255,0.873,-0.050,-0.076,1.044
1565447777276,2019-08-10T07:36:17.276,0.894,-0.051,-0.075,1.044
1565447777296,2019-08-10T07:36:17.296,0.914,-0.051,-0.078,1.044
1565447777317,2019-08-10T07:36:17.317,0.935,-0.050,-0.077,1.044
1565447777336,2019-08-10T07:36:17.336,0.954,-0.051,-0.076,1.043
1565447777356,2019-08-10T07:36:17.356,0.974,-0.051,-0.077,1.045
1565447777377,2019-08-10T07:36:17.377,0.995,-0.051,-0.076,1.045
1565447777397,2019-08-10T07:36:17.397,1.015,-0.051,-0.076,1.043
1565447777418,2019-08-10T07:36:17.418,1.036,-0.052,-0.076,1.044
1565447777438,2019-08-10T07:36:17.438,1.056,-0.052,-0.078,1.045
1565447777457,2019-08-10T07:36:17.457,1.075,-0.053,-0.076,1.044
1565447777478,2019-08-10T07:36:17.478,1.096,-0.053,-0.075,1.046
1565447777498,2019-08-10T07:36:17.498,1.116,-0.051,-0.075,1.045
1565447777519,2019-08-10T07:36:17.519,1.137,-0.050,-0.075,1.045
1565447777539,2019-08-10T07:36:17.539,1.157,-0.051,-0.077,1.045
1565447777560,2019-08-10T07:36:17.560,1.178,-0.052,-0.077,1.044
1565447777580,2019-08-10T07:36:17.580,1.198,-0.054,-0.076,1.048
1565447777600,2019-08-10T07:36:17.600,1.218,-0.051,-0.075,1.046
1565447777620,2019-08-10T07:36:17.620,1.238,-0.051,-0.076,1.047
1565447777641,2019-08-10T07:36:17.641,1.259,-0.053,-0.077,1.046
1565447777661,2019-08-10T07:36:17.661,1.279,-0.051,-0.076,1.046
1565447777682,2019-08-10T07:36:17.682,1.300,-0.051,-0.076,1.046
1565447777702,2019-08-10T07:36:17.702,1.320,-0.051,-0.076,1.045
1565447777721,2019-08-10T07:36:17.721,1.339,-0.051,-0.076,1.046
1565447777742,2019-08-10T07:36:17.742,1.360,-0.052,-0.076,1.046
1565447777762,2019-08-10T07:36:17.762,1.380,-0.051,-0.078,1.046
1565447777783,2019-08-10T07:36:17.783,1.401,-0.051,-0.077,1.045
1565447777803,2019-08-10T07:36:17.803,1.421,-0.053,-0.077,1.044
1565447777824,2019-08-10T07:36:17.824,1.442,-0.053,-0.077,1.043
1565447777844,2019-08-10T07:36:17.844,1.462,-0.051,-0.078,1.044
1565447777863,2019-08-10T07:36:17.863,1.481,-0.050,-0.076,1.046
1565447777884,2019-08-10T07:36:17.884,1.502,-0.052,-0.076,1.043
1565447777904,2019-08-10T07:36:17.904,1.522,-0.050,-0.076,1.044
1565447777925,2019-08-10T07:36:17.925,1.543,-0.051,-0.078,1.045
1565447777945,2019-08-10T07:36:17.945,1.563,-0.052,-0.077,1.045
1565447777966,2019-08-10T07:36:17.966,1.584,-0.051,-0.076,1.047
1565447777986,2019-08-10T07:36:17.986,1.604,-0.051,-0.076,1.047
1565447778005,2019-08-10T07:36:18.005,1.623,-0.052,-0.076,1.044
1565447778026,2019-08-10T07:36:18.026,1.644,-0.052,-0.076,1.044
1565447778046,2019-08-10T07:36:18.046,1.664,-0.051,-0.077,1.045
1565447778067,2019-08-10T07:36:18.067,1.685,-0.051,-0.075,1.043
1565447778087,2019-08-10T07:36:18.087,1.705,-0.052,-0.076,1.045
1565447778108,2019-08-10T07:36:18.108,1.726,-0.051,-0.077,1.045
1565447778127,2019-08-10T07:36:18.127,1.745,-0.052,-0.076,1.044
1565447778147,2019-08-10T07:36:18.147,1.765,-0.051,-0.076,1.045
1565447778168,2019-08-10T07:36:18.168,1.786,-0.052,-0.076,1.044
