epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1561660195488,2019-06-27T11.29.55.488,0.000,98114.970
1561660195561,2019-06-27T11.29.55.561,0.073,98115.270
1561660195635,2019-06-27T11.29.55.635,0.147,98113.450
1561660195709,2019-06-27T11.29.55.709,0.221,98113.760
1561660195783,2019-06-27T11.29.55.783,0.295,98113.250
1561660195856,2019-06-27T11.29.55.856,0.368,98111.950
1561660195931,2019-06-27T11.29.55.931,0.443,98115.880
1561660196004,2019-06-27T11.29.56.004,0.516,98113.250
1561660196077,2019-06-27T11.29.56.077,0.589,98110.630
1561660196150,2019-06-27T11.29.56.150,0.662,98115.880
1561660196225,2019-06-27T11.29.56.225,0.737,98110.970
1561660196298,2019-06-27T11.29.56.298,0.810,98111.470
1561660196371,2019-06-27T11.29.56.371,0.883,98110.630
1561660196445,2019-06-27T11.29.56.445,0.957,98113.090
1561660196519,2019-06-27T11.29.56.519,1.031,98118.840
1561660196593,2019-06-27T11.29.56.593,1.105,98118.140
1561660196666,2019-06-27T11.29.56.666,1.178,98110.970
1561660196739,2019-06-27T11.29.56.739,1.251,98109.660
1561660196814,2019-06-27T11.29.56.814,1.326,98115.720
1561660196887,2019-06-27T11.29.56.887,1.399,98109.660
1561660196960,2019-06-27T11.29.56.960,1.472,98115.520
1561660197034,2019-06-27T11.29.57.034,1.546,98112.080
1561660197108,2019-06-27T11.29.57.108,1.620,98112.890
1561660197182,2019-06-27T11.29.57.182,1.694,98113.590
1561660197255,2019-06-27T11.29.57.255,1.767,98116.830
1561660197328,2019-06-27T11.29.57.328,1.840,98111.770
1561660197403,2019-06-27T11.29.57.403,1.915,98112.280
1561660197476,2019-06-27T11.29.57.476,1.988,98118.640
1561660197549,2019-06-27T11.29.57.549,2.061,98110.970
1561660197622,2019-06-27T11.29.57.622,2.134,98115.520
1561660197697,2019-06-27T11.29.57.697,2.209,98112.280
1561660197770,2019-06-27T11.29.57.770,2.282,98113.390
1561660197844,2019-06-27T11.29.57.844,2.356,98110.470
1561660197917,2019-06-27T11.29.57.917,2.429,98112.420
1561660197992,2019-06-27T11.29.57.992,2.504,98113.730
1561660198065,2019-06-27T11.29.58.065,2.577,98111.580
1561660198138,2019-06-27T11.29.58.138,2.650,98110.470
1561660198211,2019-06-27T11.29.58.211,2.723,98108.950
1561660198286,2019-06-27T11.29.58.286,2.798,98112.890
1561660198359,2019-06-27T11.29.58.359,2.871,98111.580
1561660198432,2019-06-27T11.29.58.432,2.944,98111.110
