epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1561660195384,2019-06-27T11.29.55.384,0.000,98049.300
1561660195457,2019-06-27T11.29.55.457,0.073,98053.130
1561660195531,2019-06-27T11.29.55.531,0.147,98047.880
1561660195605,2019-06-27T11.29.55.605,0.221,98052.180
1561660195679,2019-06-27T11.29.55.679,0.295,98051.330
1561660195752,2019-06-27T11.29.55.752,0.368,98050.020
1561660195825,2019-06-27T11.29.55.825,0.441,98053.480
1561660195900,2019-06-27T11.29.55.900,0.516,98056.580
1561660195973,2019-06-27T11.29.55.973,0.589,98049.200
1561660196046,2019-06-27T11.29.56.046,0.662,98055.760
1561660196119,2019-06-27T11.29.56.119,0.735,98048.700
1561660196194,2019-06-27T11.29.56.194,0.810,98049.200
1561660196267,2019-06-27T11.29.56.267,0.883,98049.550
1561660196341,2019-06-27T11.29.56.341,0.957,98048.230
1561660196414,2019-06-27T11.29.56.414,1.030,98049.550
1561660196489,2019-06-27T11.29.56.489,1.105,98046.080
1561660196562,2019-06-27T11.29.56.562,1.178,98053.480
1561660196635,2019-06-27T11.29.56.635,1.251,98051.330
1561660196710,2019-06-27T11.29.56.710,1.326,98049.060
1561660196783,2019-06-27T11.29.56.783,1.399,98048.230
1561660196856,2019-06-27T11.29.56.856,1.472,98053.950
1561660196930,2019-06-27T11.29.56.930,1.546,98050.860
1561660197004,2019-06-27T11.29.57.004,1.620,98052.180
1561660197077,2019-06-27T11.29.57.077,1.693,98048.340
1561660197151,2019-06-27T11.29.57.151,1.767,98052.180
1561660197224,2019-06-27T11.29.57.224,1.840,98046.570
1561660197299,2019-06-27T11.29.57.299,1.915,98051.330
1561660197372,2019-06-27T11.29.57.372,1.988,98050.860
1561660197445,2019-06-27T11.29.57.445,2.061,98050.020
1561660197518,2019-06-27T11.29.57.518,2.134,98061.830
1561660197593,2019-06-27T11.29.57.593,2.209,98036.890
1561660197666,2019-06-27T11.29.57.666,2.282,98052.180
1561660197740,2019-06-27T11.29.57.740,2.356,98053.130
1561660197813,2019-06-27T11.29.57.813,2.429,98050.020
1561660197888,2019-06-27T11.29.57.888,2.504,98044.770
1561660197961,2019-06-27T11.29.57.961,2.577,98044.300
1561660198034,2019-06-27T11.29.58.034,2.650,98051.330
1561660198107,2019-06-27T11.29.58.107,2.723,98047.390
1561660198182,2019-06-27T11.29.58.182,2.798,98050.500
1561660198255,2019-06-27T11.29.58.255,2.871,98055.270
1561660198328,2019-06-27T11.29.58.328,2.944,98054.800
1561660198402,2019-06-27T11.29.58.402,3.018,98053.950
1561660198476,2019-06-27T11.29.58.476,3.092,98013.750
1561660198550,2019-06-27T11.29.58.550,3.166,98043.940
1561660198623,2019-06-27T11.29.58.623,3.239,98043.940
1561660198696,2019-06-27T11.29.58.696,3.312,98047.880
1561660198771,2019-06-27T11.29.58.771,3.387,98045.620
1561660198844,2019-06-27T11.29.58.844,3.460,98037.380
1561660198917,2019-06-27T11.29.58.917,3.533,98044.770
1561660198992,2019-06-27T11.29.58.992,3.608,98062.320
1561660199065,2019-06-27T11.29.59.065,3.681,98047.880
1561660199139,2019-06-27T11.29.59.139,3.755,98065.300
1561660199212,2019-06-27T11.29.59.212,3.828,98046.570
1561660199286,2019-06-27T11.29.59.286,3.902,98129.630
1561660199360,2019-06-27T11.29.59.360,3.976,98127.110
1561660199433,2019-06-27T11.29.59.433,4.049,98061.010
1561660199506,2019-06-27T11.29.59.506,4.122,98050.500
1561660199581,2019-06-27T11.29.59.581,4.197,98037.020
1561660199654,2019-06-27T11.29.59.654,4.270,98030.450
1561660199727,2019-06-27T11.29.59.727,4.343,98063.640
1561660199801,2019-06-27T11.29.59.801,4.417,98045.260
1561660199875,2019-06-27T11.29.59.875,4.491,98045.720
1561660199949,2019-06-27T11.29.59.949,4.565,98050.020
1561660200022,2019-06-27T11.30.00.022,4.638,98047.030
1561660200095,2019-06-27T11.30.00.095,4.711,98050.500
1561660200170,2019-06-27T11.30.00.170,4.786,98043.940
1561660200243,2019-06-27T11.30.00.243,4.859,98046.080
1561660200316,2019-06-27T11.30.00.316,4.932,98047.880
1561660200389,2019-06-27T11.30.00.389,5.005,98045.720
1561660200464,2019-06-27T11.30.00.464,5.080,98044.770
1561660200537,2019-06-27T11.30.00.537,5.153,98043.090
1561660200611,2019-06-27T11.30.00.611,5.227,98045.260
1561660200684,2019-06-27T11.30.00.684,5.300,98044.410
1561660200759,2019-06-27T11.30.00.759,5.375,98045.260
1561660200832,2019-06-27T11.30.00.832,5.448,98048.700
1561660200905,2019-06-27T11.30.00.905,5.521,98038.340
1561660200978,2019-06-27T11.30.00.978,5.594,98039.160
1561660201053,2019-06-27T11.30.01.053,5.669,98040.470
1561660201126,2019-06-27T11.30.01.126,5.742,98036.530
1561660201200,2019-06-27T11.30.01.200,5.816,98042.270
1561660201273,2019-06-27T11.30.01.273,5.889,98048.340
1561660201347,2019-06-27T11.30.01.347,5.963,98047.030
1561660201421,2019-06-27T11.30.01.421,6.037,98044.410
1561660201494,2019-06-27T11.30.01.494,6.110,98048.840
1561660201569,2019-06-27T11.30.01.569,6.185,98052.280
1561660201642,2019-06-27T11.30.01.642,6.258,98027.340
1561660201715,2019-06-27T11.30.01.715,6.331,98050.160
