epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1559852902351,2019-06-06T13.28.22.351,0.000,97650.730
1559852902424,2019-06-06T13.28.22.424,0.073,97655.380
1559852902497,2019-06-06T13.28.22.497,0.146,97649.300
1559852902572,2019-06-06T13.28.22.572,0.221,97648.830
1559852902645,2019-06-06T13.28.22.645,0.294,97651.810
1559852902719,2019-06-06T13.28.22.719,0.368,97651.810
1559852902793,2019-06-06T13.28.22.793,0.442,97650.020
1559852902867,2019-06-06T13.28.22.867,0.516,97646.080
1559852902940,2019-06-06T13.28.22.940,0.589,97650.830
1559852903013,2019-06-06T13.28.23.013,0.662,97652.140
1559852903088,2019-06-06T13.28.23.088,0.737,97649.060
1559852903161,2019-06-06T13.28.23.161,0.810,97651.190
1559852903234,2019-06-06T13.28.23.234,0.883,97646.440
1559852903307,2019-06-06T13.28.23.307,0.956,97650.730
1559852903382,2019-06-06T13.28.23.382,1.031,97651.190
1559852903455,2019-06-06T13.28.23.455,1.104,97647.620
1559852903529,2019-06-06T13.28.23.529,1.178,97649.420
1559852903602,2019-06-06T13.28.23.602,1.251,97645.950
1559852903677,2019-06-06T13.28.23.677,1.326,97647.620
1559852903750,2019-06-06T13.28.23.750,1.399,97649.780
1559852903823,2019-06-06T13.28.23.823,1.472,97642.730
1559852903896,2019-06-06T13.28.23.896,1.545,97646.200
1559852903971,2019-06-06T13.28.23.971,1.620,97647.520
1559852904044,2019-06-06T13.28.24.044,1.693,97650.950
1559852904118,2019-06-06T13.28.24.118,1.767,97648.330
1559852904191,2019-06-06T13.28.24.191,1.840,97650.130
1559852904265,2019-06-06T13.28.24.265,1.914,97647.020
1559852904339,2019-06-06T13.28.24.339,1.988,97630.010
1559852904412,2019-06-06T13.28.24.412,2.061,97647.380
1559852904485,2019-06-06T13.28.24.485,2.134,97682.370
1559852904560,2019-06-06T13.28.24.560,2.209,97675.360
1559852904633,2019-06-06T13.28.24.633,2.282,97677.030
1559852904706,2019-06-06T13.28.24.706,2.355,97673.560
1559852904780,2019-06-06T13.28.24.780,2.429,97680.110
1559852904854,2019-06-06T13.28.24.854,2.503,97659.520
1559852904928,2019-06-06T13.28.24.928,2.577,97661.330
1559852905001,2019-06-06T13.28.25.001,2.650,97652.970
1559852905074,2019-06-06T13.28.25.074,2.723,97660.830
1559852905149,2019-06-06T13.28.25.149,2.798,97638.580
1559852905222,2019-06-06T13.28.25.222,2.871,97629.770
1559852905295,2019-06-06T13.28.25.295,2.944,97641.200
1559852905370,2019-06-06T13.28.25.370,3.019,97651.170
1559852905443,2019-06-06T13.28.25.443,3.092,97650.720
1559852905516,2019-06-06T13.28.25.516,3.165,97652.020
1559852905590,2019-06-06T13.28.25.590,3.239,97652.840
1559852905664,2019-06-06T13.28.25.664,3.313,97647.610
1559852905738,2019-06-06T13.28.25.738,3.387,97645.840
1559852905811,2019-06-06T13.28.25.811,3.460,97645.840
1559852905884,2019-06-06T13.28.25.884,3.533,97646.190
1559852905959,2019-06-06T13.28.25.959,3.608,97644.530
1559852906032,2019-06-06T13.28.26.032,3.681,97644.030
1559852906105,2019-06-06T13.28.26.105,3.754,97645.840
1559852906179,2019-06-06T13.28.26.179,3.828,97649.170
1559852906253,2019-06-06T13.28.26.253,3.902,97644.880
1559852906326,2019-06-06T13.28.26.326,3.975,97640.950
1559852906400,2019-06-06T13.28.26.400,4.049,97645.340
1559852906473,2019-06-06T13.28.26.473,4.122,97644.390
1559852906548,2019-06-06T13.28.26.548,4.197,97645.240
1559852906621,2019-06-06T13.28.26.621,4.270,97642.630
1559852906694,2019-06-06T13.28.26.694,4.343,97645.240
1559852906767,2019-06-06T13.28.26.767,4.416,97652.150
1559852906842,2019-06-06T13.28.26.842,4.491,97649.530
1559852906915,2019-06-06T13.28.26.915,4.564,97648.220
1559852906989,2019-06-06T13.28.26.989,4.638,97645.600
1559852907062,2019-06-06T13.28.27.062,4.711,97645.600
1559852907137,2019-06-06T13.28.27.137,4.786,97643.340
1559852907210,2019-06-06T13.28.27.210,4.859,97642.480
1559852907283,2019-06-06T13.28.27.283,4.932,97642.480
1559852907356,2019-06-06T13.28.27.356,5.005,97645.110
1559852907431,2019-06-06T13.28.27.431,5.080,97641.170
1559852907504,2019-06-06T13.28.27.504,5.153,97638.560
1559852907577,2019-06-06T13.28.27.577,5.226,97641.050
1559852907651,2019-06-06T13.28.27.651,5.300,97643.660
1559852907725,2019-06-06T13.28.27.725,5.374,97639.410
1559852907799,2019-06-06T13.28.27.799,5.448,97644.520
1559852907872,2019-06-06T13.28.27.872,5.521,97640.590
1559852907945,2019-06-06T13.28.27.945,5.594,97643.200
1559852908020,2019-06-06T13.28.28.020,5.669,97639.730
1559852908093,2019-06-06T13.28.28.093,5.742,97641.410
1559852908166,2019-06-06T13.28.28.166,5.815,97642.710
1559852908241,2019-06-06T13.28.28.241,5.890,97641.890
1559852908314,2019-06-06T13.28.28.314,5.963,97644.020
1559852908388,2019-06-06T13.28.28.388,6.037,97640.450
1559852908461,2019-06-06T13.28.28.461,6.110,97641.300
1559852908535,2019-06-06T13.28.28.535,6.184,97640.450
1559852908609,2019-06-06T13.28.28.609,6.258,97641.760
1559852908682,2019-06-06T13.28.28.682,6.331,97643.920
1559852908755,2019-06-06T13.28.28.755,6.404,97639.140
1559852908830,2019-06-06T13.28.28.830,6.479,97637.020
1559852908903,2019-06-06T13.28.28.903,6.552,97639.140
1559852908976,2019-06-06T13.28.28.976,6.625,97643.420
1559852909050,2019-06-06T13.28.29.050,6.699,97644.630
1559852909124,2019-06-06T13.28.29.124,6.773,97638.690
1559852909198,2019-06-06T13.28.29.198,6.847,97643.330
1559852909271,2019-06-06T13.28.29.271,6.920,97645.090
1559852909344,2019-06-06T13.28.29.344,6.993,97642.480
1559852909419,2019-06-06T13.28.29.419,7.068,97642.020
1559852909492,2019-06-06T13.28.29.492,7.141,97639.390
1559852909565,2019-06-06T13.28.29.565,7.214,97643.680
1559852909639,2019-06-06T13.28.29.639,7.288,97640.220
1559852909713,2019-06-06T13.28.29.713,7.362,97638.910
1559852909786,2019-06-06T13.28.29.786,7.435,97641.880
1559852909860,2019-06-06T13.28.29.860,7.509,97639.750
1559852909933,2019-06-06T13.28.29.933,7.582,97646.300
1559852910008,2019-06-06T13.28.30.008,7.657,97645.800
1559852910081,2019-06-06T13.28.30.081,7.730,97639.750
1559852910154,2019-06-06T13.28.30.154,7.803,97644.500
1559852910227,2019-06-06T13.28.30.227,7.876,97644.500
1559852910302,2019-06-06T13.28.30.302,7.951,97646.160
1559852910375,2019-06-06T13.28.30.375,8.024,97641.880
1559852910449,2019-06-06T13.28.30.449,8.098,97642.230
1559852910522,2019-06-06T13.28.30.522,8.171,97648.290
1559852910597,2019-06-06T13.28.30.597,8.246,97650.090
1559852910670,2019-06-06T13.28.30.670,8.319,97647.830
1559852910743,2019-06-06T13.28.30.743,8.392,97641.740
1559852910818,2019-06-06T13.28.30.818,8.467,97646.520
1559852910891,2019-06-06T13.28.30.891,8.540,97640.920
1559852910964,2019-06-06T13.28.30.964,8.613,97645.220
1559852911037,2019-06-06T13.28.31.037,8.686,97638.170
1559852911112,2019-06-06T13.28.31.112,8.761,97638.530
1559852911185,2019-06-06T13.28.31.185,8.834,97645.560
1559852911259,2019-06-06T13.28.31.259,8.908,97645.560
1559852911332,2019-06-06T13.28.31.332,8.981,97648.550
1559852911407,2019-06-06T13.28.31.407,9.056,97647.230
1559852911480,2019-06-06T13.28.31.480,9.129,97645.080
1559852911553,2019-06-06T13.28.31.553,9.202,97651.160
1559852911626,2019-06-06T13.28.31.626,9.275,97643.300
1559852911701,2019-06-06T13.28.31.701,9.350,97649.010
1559852911774,2019-06-06T13.28.31.774,9.423,97644.130
1559852911847,2019-06-06T13.28.31.847,9.496,97644.620
1559852911921,2019-06-06T13.28.31.921,9.570,97646.280
1559852911995,2019-06-06T13.28.31.995,9.644,97644.980
1559852912069,2019-06-06T13.28.32.069,9.718,97648.410
1559852912142,2019-06-06T13.28.32.142,9.791,97644.980
1559852912215,2019-06-06T13.28.32.215,9.864,97644.020
1559852912290,2019-06-06T13.28.32.290,9.939,97646.280
1559852912363,2019-06-06T13.28.32.363,10.012,97639.730
1559852912436,2019-06-06T13.28.32.436,10.085,97643.170
1559852912510,2019-06-06T13.28.32.510,10.159,97649.580
1559852912584,2019-06-06T13.28.32.584,10.233,97644.980
1559852912658,2019-06-06T13.28.32.658,10.307,97642.720
1559852912731,2019-06-06T13.28.32.731,10.380,97646.960
1559852912804,2019-06-06T13.28.32.804,10.453,97643.530
1559852912879,2019-06-06T13.28.32.879,10.528,97644.700
1559852912952,2019-06-06T13.28.32.952,10.601,97646.020
1559852913025,2019-06-06T13.28.33.025,10.674,97643.030
1559852913098,2019-06-06T13.28.33.098,10.747,97647.810
1559852913173,2019-06-06T13.28.33.173,10.822,97645.200
1559852913246,2019-06-06T13.28.33.246,10.895,97645.200
1559852913320,2019-06-06T13.28.33.320,10.969,97647.320
1559852913393,2019-06-06T13.28.33.393,11.042,97649.480
1559852913468,2019-06-06T13.28.33.468,11.117,97649.480
1559852913541,2019-06-06T13.28.33.541,11.190,97650.300
1559852913614,2019-06-06T13.28.33.614,11.263,97646.860
1559852913687,2019-06-06T13.28.33.687,11.336,97649.940
1559852913762,2019-06-06T13.28.33.762,11.411,97647.220
1559852913835,2019-06-06T13.28.33.835,11.484,97647.220
1559852913909,2019-06-06T13.28.33.909,11.558,97647.680
1559852913982,2019-06-06T13.28.33.982,11.631,97643.750
1559852914056,2019-06-06T13.28.34.056,11.705,97651.150
1559852914130,2019-06-06T13.28.34.130,11.779,97644.600
1559852914203,2019-06-06T13.28.34.203,11.852,97646.380
1559852914276,2019-06-06T13.28.34.276,11.925,97646.730
1559852914351,2019-06-06T13.28.34.351,12.000,97646.270
1559852914424,2019-06-06T13.28.34.424,12.073,97647.220
1559852914497,2019-06-06T13.28.34.497,12.146,97647.580
1559852914571,2019-06-06T13.28.34.571,12.220,97645.910
1559852914645,2019-06-06T13.28.34.645,12.294,97648.890
1559852914719,2019-06-06T13.28.34.719,12.368,97646.270
1559852914792,2019-06-06T13.28.34.792,12.441,97648.390
1559852914865,2019-06-06T13.28.34.865,12.514,97647.080
1559852914940,2019-06-06T13.28.34.940,12.589,97649.240
1559852915013,2019-06-06T13.28.35.013,12.662,97645.770
1559852915086,2019-06-06T13.28.35.086,12.735,97644.000
1559852915160,2019-06-06T13.28.35.160,12.809,97646.130
1559852915234,2019-06-06T13.28.35.234,12.883,97646.630
1559852915307,2019-06-06T13.28.35.307,12.956,97646.130
1559852915381,2019-06-06T13.28.35.381,13.030,97646.980
1559852915455,2019-06-06T13.28.35.455,13.104,97646.130
1559852915529,2019-06-06T13.28.35.529,13.178,97644.820
1559852915602,2019-06-06T13.28.35.602,13.251,97643.520
1559852915675,2019-06-06T13.28.35.675,13.324,97642.550
1559852915750,2019-06-06T13.28.35.750,13.399,97643.870
1559852915823,2019-06-06T13.28.35.823,13.472,97539.110
1559852915896,2019-06-06T13.28.35.896,13.545,97643.870
1559852915970,2019-06-06T13.28.35.970,13.619,97648.750
1559852916044,2019-06-06T13.28.36.044,13.693,97655.160
1559852916118,2019-06-06T13.28.36.118,13.767,97653.850
1559852916191,2019-06-06T13.28.36.191,13.840,97659.090
1559852916264,2019-06-06T13.28.36.264,13.913,97658.630
1559852916339,2019-06-06T13.28.36.339,13.988,97648.620
1559852916412,2019-06-06T13.28.36.412,14.061,97654.700
1559852916485,2019-06-06T13.28.36.485,14.134,97656.830
1559852916558,2019-06-06T13.28.36.558,14.207,97658.630
1559852916633,2019-06-06T13.28.36.633,14.282,97654.200
1559852916706,2019-06-06T13.28.36.706,14.355,97654.700
1559852916780,2019-06-06T13.28.36.780,14.429,97653.390
1559852916853,2019-06-06T13.28.36.853,14.502,97653.750
1559852916928,2019-06-06T13.28.36.928,14.577,97655.880
1559852917001,2019-06-06T13.28.37.001,14.650,97650.770
1559852917074,2019-06-06T13.28.37.074,14.723,97653.250
1559852917149,2019-06-06T13.28.37.149,14.798,97652.440
1559852917222,2019-06-06T13.28.37.222,14.871,97652.800
1559852917295,2019-06-06T13.28.37.295,14.944,97653.750
1559852917368,2019-06-06T13.28.37.368,15.017,97657.190
1559852917443,2019-06-06T13.28.37.443,15.092,97651.130
1559852917516,2019-06-06T13.28.37.516,15.165,97649.330
1559852917590,2019-06-06T13.28.37.590,15.239,97646.700
1559852917663,2019-06-06T13.28.37.663,15.312,97656.270
1559852917738,2019-06-06T13.28.37.738,15.387,97662.360
1559852917811,2019-06-06T13.28.37.811,15.460,97653.190
1559852917884,2019-06-06T13.28.37.884,15.533,97654.950
1559852917957,2019-06-06T13.28.37.957,15.606,97652.800
1559852918032,2019-06-06T13.28.38.032,15.681,97655.310
1559852918105,2019-06-06T13.28.38.105,15.754,97657.940
1559852918179,2019-06-06T13.28.38.179,15.828,97649.720
1559852918252,2019-06-06T13.28.38.252,15.901,97654.360
1559852918326,2019-06-06T13.28.38.326,15.975,97652.230
1559852918400,2019-06-06T13.28.38.400,16.049,97651.880
1559852918473,2019-06-06T13.28.38.473,16.122,97651.380
1559852918546,2019-06-06T13.28.38.546,16.195,97652.230
1559852918621,2019-06-06T13.28.38.621,16.270,97650.920
1559852918694,2019-06-06T13.28.38.694,16.343,97655.200
1559852918767,2019-06-06T13.28.38.767,16.416,97652.590
1559852918841,2019-06-06T13.28.38.841,16.490,97654.360
1559852918915,2019-06-06T13.28.38.915,16.564,97655.200
1559852918989,2019-06-06T13.28.38.989,16.638,97654.360
1559852919062,2019-06-06T13.28.39.062,16.711,97649.130
1559852919135,2019-06-06T13.28.39.135,16.784,97656.840
1559852919210,2019-06-06T13.28.39.210,16.859,97655.530
1559852919283,2019-06-06T13.28.39.283,16.932,97654.360
1559852919356,2019-06-06T13.28.39.356,17.005,97649.480
1559852919430,2019-06-06T13.28.39.430,17.079,97652.090
1559852919504,2019-06-06T13.28.39.504,17.153,97652.910
1559852919577,2019-06-06T13.28.39.577,17.226,97648.980
1559852919651,2019-06-06T13.28.39.651,17.300,97652.910
1559852919724,2019-06-06T13.28.39.724,17.373,97651.600
1559852919799,2019-06-06T13.28.39.799,17.448,97651.960
1559852919872,2019-06-06T13.28.39.872,17.521,97650.300
1559852919945,2019-06-06T13.28.39.945,17.594,97652.450
1559852920018,2019-06-06T13.28.40.018,17.667,97654.580
1559852920093,2019-06-06T13.28.40.093,17.742,97648.170
1559852920166,2019-06-06T13.28.40.166,17.815,97654.580
1559852920240,2019-06-06T13.28.40.240,17.889,97653.270
1559852920313,2019-06-06T13.28.40.313,17.962,97651.960
1559852920388,2019-06-06T13.28.40.388,18.037,97654.580
1559852920461,2019-06-06T13.28.40.461,18.110,97652.810
1559852920534,2019-06-06T13.28.40.534,18.183,97645.410
1559852920607,2019-06-06T13.28.40.607,18.256,97658.510
1559852920682,2019-06-06T13.28.40.682,18.331,97648.030
1559852920755,2019-06-06T13.28.40.755,18.404,97653.170
1559852920828,2019-06-06T13.28.40.828,18.477,97652.310
1559852920902,2019-06-06T13.28.40.902,18.551,97656.730
1559852920976,2019-06-06T13.28.40.976,18.625,97652.310
1559852921050,2019-06-06T13.28.41.050,18.699,97657.090
1559852921123,2019-06-06T13.28.41.123,18.772,97655.300
1559852921196,2019-06-06T13.28.41.196,18.845,97653.170
1559852921271,2019-06-06T13.28.41.271,18.920,97649.700
1559852921344,2019-06-06T13.28.41.344,18.993,97651.360
1559852921417,2019-06-06T13.28.41.417,19.066,97653.170
1559852921492,2019-06-06T13.28.41.492,19.141,97653.980
1559852921565,2019-06-06T13.28.41.565,19.214,97657.450
1559852921639,2019-06-06T13.28.41.639,19.288,97651.360
1559852921712,2019-06-06T13.28.41.712,19.361,97656.140
1559852921786,2019-06-06T13.28.41.786,19.435,97652.670
1559852921860,2019-06-06T13.28.41.860,19.509,97654.340
1559852921933,2019-06-06T13.28.41.933,19.582,97653.030
1559852922008,2019-06-06T13.28.42.008,19.657,97653.030
1559852922081,2019-06-06T13.28.42.081,19.730,97654.340
1559852922154,2019-06-06T13.28.42.154,19.803,97659.120
1559852922227,2019-06-06T13.28.42.227,19.876,97654.340
1559852922302,2019-06-06T13.28.42.302,19.951,97654.340
1559852922375,2019-06-06T13.28.42.375,20.024,97656.500
