epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1559852902495,2019-06-06T13.28.22.495,0.000,97625.950
1559852902568,2019-06-06T13.28.22.568,0.073,97621.830
1559852902642,2019-06-06T13.28.22.642,0.147,97624.780
1559852902716,2019-06-06T13.28.22.716,0.221,97627.410
1559852902789,2019-06-06T13.28.22.789,0.294,97623.940
1559852902862,2019-06-06T13.28.22.862,0.367,97622.950
1559852902937,2019-06-06T13.28.22.937,0.442,97622.950
1559852903010,2019-06-06T13.28.23.010,0.515,97623.760
1559852903083,2019-06-06T13.28.23.083,0.588,97628.030
1559852903157,2019-06-06T13.28.23.157,0.662,97621.940
1559852903231,2019-06-06T13.28.23.231,0.736,97624.560
1559852903305,2019-06-06T13.28.23.305,0.810,97622.450
1559852903378,2019-06-06T13.28.23.378,0.883,97625.070
1559852903451,2019-06-06T13.28.23.451,0.956,97620.140
1559852903526,2019-06-06T13.28.23.526,1.031,97623.760
1559852903599,2019-06-06T13.28.23.599,1.104,97628.030
1559852903672,2019-06-06T13.28.23.672,1.177,97629.340
1559852903745,2019-06-06T13.28.23.745,1.250,97624.890
1559852903820,2019-06-06T13.28.23.820,1.325,97620.140
1559852903893,2019-06-06T13.28.23.893,1.398,97627.020
1559852903967,2019-06-06T13.28.23.967,1.472,97625.700
1559852904040,2019-06-06T13.28.24.040,1.545,97624.560
1559852904115,2019-06-06T13.28.24.115,1.620,97618.830
1559852904188,2019-06-06T13.28.24.188,1.693,97627.020
1559852904261,2019-06-06T13.28.24.261,1.766,97629.640
1559852904334,2019-06-06T13.28.24.334,1.839,97620.440
1559852904409,2019-06-06T13.28.24.409,1.914,97627.020
1559852904482,2019-06-06T13.28.24.482,1.987,97628.330
1559852904556,2019-06-06T13.28.24.556,2.061,97624.380
1559852904629,2019-06-06T13.28.24.629,2.134,97623.580
1559852904704,2019-06-06T13.28.24.704,2.209,97621.750
1559852904777,2019-06-06T13.28.24.777,2.282,97624.380
1559852904850,2019-06-06T13.28.24.850,2.355,97627.810
1559852904923,2019-06-06T13.28.24.923,2.428,97630.440
1559852904998,2019-06-06T13.28.24.998,2.503,97627.020
1559852905071,2019-06-06T13.28.25.071,2.576,97627.020
1559852905144,2019-06-06T13.28.25.144,2.649,97622.270
1559852905219,2019-06-06T13.28.25.219,2.724,97623.880
1559852905292,2019-06-06T13.28.25.292,2.797,97624.380
1559852905366,2019-06-06T13.28.25.366,2.871,97627.810
1559852905439,2019-06-06T13.28.25.439,2.944,97625.190
1559852905514,2019-06-06T13.28.25.514,3.019,97621.250
1559852905587,2019-06-06T13.28.25.587,3.092,97625.190
1559852905660,2019-06-06T13.28.25.660,3.165,97627.340
1559852905733,2019-06-06T13.28.25.733,3.238,97622.090
1559852905808,2019-06-06T13.28.25.808,3.313,97622.890
1559852905881,2019-06-06T13.28.25.881,3.386,97626.020
1559852905954,2019-06-06T13.28.25.954,3.459,97626.020
1559852906028,2019-06-06T13.28.26.028,3.533,97618.140
1559852906102,2019-06-06T13.28.26.102,3.607,97621.580
1559852906176,2019-06-06T13.28.26.176,3.681,97622.380
1559852906249,2019-06-06T13.28.26.249,3.754,97620.770
1559852906322,2019-06-06T13.28.26.322,3.827,97622.380
1559852906397,2019-06-06T13.28.26.397,3.902,97619.450
1559852906470,2019-06-06T13.28.26.470,3.975,97617.960
1559852906543,2019-06-06T13.28.26.543,4.048,97621.060
1559852906617,2019-06-06T13.28.26.617,4.122,97627.160
1559852906691,2019-06-06T13.28.26.691,4.196,97622.380
1559852906765,2019-06-06T13.28.26.765,4.270,97621.900
1559852906838,2019-06-06T13.28.26.838,4.343,97625.840
1559852906911,2019-06-06T13.28.26.911,4.416,97620.590
1559852906986,2019-06-06T13.28.26.986,4.491,97618.440
1559852907059,2019-06-06T13.28.27.059,4.564,97617.960
