time,class,class_prop,class_rel,class_prop_rel
811.58,6,1,6,0.940298507462687
812.58,6,1,6,1
813.58,6,1,6,1
814.58,6,1,6,1
815.58,6,1,6,1
816.58,6,1,6,1
817.58,6,1,6,1
818.58,6,1,6,1
819.58,6,1,6,1
820.58,6,1,6,1
821.58,6,1,6,1
822.58,6,1,6,1
823.58,6,1,6,1
824.58,6,1,6,1
825.58,6,1,6,1
826.58,6,1,6,1
827.58,6,1,6,1
828.58,6,1,6,1
829.58,6,1,6,1
830.58,6,1,6,1
831.58,6,1,6,1
832.58,6,1,6,1
833.58,6,1,6,1
834.58,6,1,6,1
835.58,6,1,6,1
836.58,6,1,6,1
837.58,6,1,6,1
838.58,6,1,6,1
839.58,6,1,6,1
840.58,6,1,6,1
841.58,6,1,6,1
842.58,6,1,6,1
843.58,6,1,6,1
844.58,6,1,6,1
845.58,6,1,6,1
846.58,6,1,6,1
847.58,6,1,6,1
848.58,6,1,6,1
849.58,6,1,6,1
850.58,6,1,6,1
851.58,6,1,6,1
852.58,6,1,6,1
853.58,6,1,6,1
854.58,6,1,6,1
855.58,6,1,6,1
856.58,6,1,6,1
857.58,6,1,6,1
858.58,6,1,6,1
859.58,6,1,6,1
860.58,6,1,6,1
861.58,6,1,6,1
862.58,6,1,6,1
863.58,6,1,6,1
864.58,6,1,6,1
865.58,6,1,6,1
866.58,6,1,6,1
867.58,6,1,6,1
868.58,6,1,6,1
869.58,6,1,6,1
870.58,6,1,6,1
871.58,6,1,6,1
872.58,6,1,6,1
873.58,6,1,6,1
874.58,6,1,6,1
875.58,6,1,6,1
876.58,6,1,6,1
877.58,6,1,6,1
878.58,6,1,6,1
879.58,6,0.985074626865672,6,0.950248756218905
880.58,6,0.736318407960199,6,0.701492537313433
881.58,5,0.512437810945274,5,0.54726368159204
882.58,5,0.761194029850746,5,0.796019900497512
883.58,5,1,5,1
884.58,5,1,5,1
885.58,5,1,5,1
886.58,5,1,5,1
887.58,5,1,5,1
888.58,5,1,5,1
889.58,5,1,5,1
890.58,5,1,5,1
891.58,5,1,5,1
892.58,5,1,5,1
893.58,5,1,5,1
894.58,5,1,5,1
895.58,5,1,5,1
896.58,5,1,5,1
897.58,5,1,5,1
898.58,5,1,5,1
899.58,5,1,5,1
900.58,5,1,5,1
901.58,5,1,5,1
902.58,5,1,5,1
903.58,5,1,5,1
904.58,5,1,5,1
905.58,5,1,5,1
906.58,5,1,5,1
907.58,5,1,5,1
908.58,5,1,5,1
909.58,5,1,5,1
910.58,5,1,5,1
911.58,5,1,5,1
912.58,5,1,5,1
913.58,5,1,5,1
914.58,5,1,5,1
915.58,5,1,5,1
916.58,5,1,5,1
917.58,5,1,5,1
918.58,5,1,5,1
919.58,5,1,5,1
920.58,5,1,5,1
921.58,5,1,5,1
922.58,5,1,5,1
923.58,5,1,5,1
924.58,5,1,5,1
925.58,5,1,5,1
926.58,5,1,5,1
927.58,5,1,5,1
928.58,5,1,5,1
929.58,5,1,5,1
930.58,5,1,5,1
931.58,5,1,5,1
932.58,5,1,5,1
933.58,5,1,5,1
934.58,5,1,5,1
935.58,5,1,5,1
936.58,5,1,5,1
937.58,5,1,5,1
938.58,5,1,5,1
939.58,5,1,5,1
940.58,5,1,5,1
941.58,5,1,5,1
942.58,5,1,5,1
943.58,5,1,5,1
944.58,5,1,5,1
945.58,5,1,5,1
946.58,5,1,5,1
947.58,5,1,5,1
948.58,5,1,5,1
949.58,5,1,5,1
950.58,5,1,5,1
951.58,5,1,5,1
952.58,5,1,5,1
953.58,5,1,5,1
954.58,5,1,5,1
955.58,5,1,5,1
956.58,5,1,5,1
957.58,5,1,5,1
958.58,5,1,5,1
959.58,5,1,5,1
960.58,5,1,5,1
961.58,5,1,5,1
962.58,5,1,5,1
963.58,5,1,5,1
964.58,5,1,5,1
965.58,5,1,5,1
966.58,5,1,5,1
967.58,5,1,5,1
968.58,5,1,5,1
969.58,5,1,5,1
970.58,5,1,5,1
971.58,5,1,5,1
972.58,5,1,5,1
973.58,5,1,5,1
974.58,5,1,5,1
975.58,5,1,5,1
976.58,5,1,5,1
977.58,5,1,5,1
978.58,5,1,5,1
979.58,5,1,5,1
980.58,5,1,5,1
981.58,5,1,5,1
982.58,5,1,5,1
983.58,5,1,5,1
984.58,5,1,5,1
