72101,143174,hs
143684,260984,hw
261154,268362,hs
272714,282608,p
283356,284478,ss
285906,290836,p
293624,296344,c
297023,309808,p
310352,321368,ss
323952,325652,p
328812,332316,ss
340198,344318,ss
345134,347888,l
349063,357340,p
357850,363494,ss
364718,368424,ss
379882,381956,u
384200,469778,ss
471716,474742,c
478263,482392,p
485826,498882,c
498882,499460,p
502758,508810,ss
511190,511938,ss
512686,514488,c
514488,524212,p
530298,537268,ss
540532,541518,p
542368,553214,ss
553690,559816,p
559912,562360,ss
562870,650590,ss
659124,663442,ss
667590,668168,c
670888,674900,ss
676791,680603,c
682822,689860,ss
692551,693328,p
693634,695504,c
695504,698802,p
699958,743308,ss
746964,760138,ss
760954,764626,c
767074,771766,sc
774427,779212,hs
801720,950232,sr
972570,972570,99
