epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1567345929546,2019-09-01T06:52:09.546,0.000,98386.672
1567345929619,2019-09-01T06:52:09.619,0.073,98389.477
1567345929693,2019-09-01T06:52:09.693,0.147,98388.172
1567345929766,2019-09-01T06:52:09.766,0.220,98387.219
1567345929841,2019-09-01T06:52:09.841,0.295,98389.477
1567345929914,2019-09-01T06:52:09.914,0.368,98391.141
1567345929987,2019-09-01T06:52:09.987,0.441,98391.141
1567345930060,2019-09-01T06:52:10.060,0.514,98391.953
1567345930135,2019-09-01T06:52:10.135,0.589,98392.766
1567345930208,2019-09-01T06:52:10.208,0.662,98392.273
1567345930281,2019-09-01T06:52:10.281,0.735,98392.438
1567345930355,2019-09-01T06:52:10.355,0.809,98389.656
1567345930429,2019-09-01T06:52:10.429,0.883,98392.273
1567345930503,2019-09-01T06:52:10.503,0.957,98394.422
1567345930576,2019-09-01T06:52:10.576,1.030,98388.359
1567345930649,2019-09-01T06:52:10.649,1.103,98397.492
1567345930724,2019-09-01T06:52:10.724,1.178,98392.766
1567345930797,2019-09-01T06:52:10.797,1.251,98392.273
1567345930870,2019-09-01T06:52:10.870,1.324,98395.727
1567345930944,2019-09-01T06:52:10.944,1.398,98392.273
1567345931018,2019-09-01T06:52:11.018,1.472,98393.578
1567345931092,2019-09-01T06:52:11.092,1.546,98390.969
1567345931165,2019-09-01T06:52:11.165,1.619,98389.656
1567345931238,2019-09-01T06:52:11.238,1.692,98393.578
1567345931313,2019-09-01T06:52:11.313,1.767,98389.656
1567345931386,2019-09-01T06:52:11.386,1.840,98393.578
1567345931459,2019-09-01T06:52:11.459,1.913,98392.273
1567345931532,2019-09-01T06:52:11.532,1.986,98390.508
1567345931607,2019-09-01T06:52:11.607,2.061,98389.656
1567345931680,2019-09-01T06:52:11.680,2.134,98391.453
1567345931754,2019-09-01T06:52:11.754,2.208,98394.883
1567345931827,2019-09-01T06:52:11.827,2.281,98392.766
1567345931902,2019-09-01T06:52:11.902,2.356,98387.539
1567345931975,2019-09-01T06:52:11.975,2.429,98388.844
1567345932048,2019-09-01T06:52:12.048,2.502,98394.422
1567345932121,2019-09-01T06:52:12.121,2.575,98390.508
1567345932196,2019-09-01T06:52:12.196,2.650,98390.969
1567345932269,2019-09-01T06:52:12.269,2.723,98386.727
1567345932343,2019-09-01T06:52:12.343,2.797,98393.578
1567345932416,2019-09-01T06:52:12.416,2.870,98390.969
1567345932490,2019-09-01T06:52:12.490,2.944,98393.117
1567345932564,2019-09-01T06:52:12.564,3.018,98391.813
1567345932637,2019-09-01T06:52:12.637,3.091,98390.016
1567345932710,2019-09-01T06:52:12.710,3.164,98391.813
1567345932785,2019-09-01T06:52:12.785,3.239,98389.203
1567345932858,2019-09-01T06:52:12.858,3.312,98390.016
1567345932931,2019-09-01T06:52:12.931,3.385,98393.117
