epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1567345935480,2019-09-01T06:52:15.480,0.000,98462.711
1567345935554,2019-09-01T06:52:15.554,0.074,98467.766
1567345935627,2019-09-01T06:52:15.627,0.147,98459.609
1567345935702,2019-09-01T06:52:15.702,0.222,98465.156
1567345935775,2019-09-01T06:52:15.775,0.295,98462.047
1567345935848,2019-09-01T06:52:15.848,0.368,98457.313
1567345935921,2019-09-01T06:52:15.921,0.441,98464.164
1567345935996,2019-09-01T06:52:15.996,0.516,98463.359
1567345936069,2019-09-01T06:52:16.069,0.589,98462.047
1567345936142,2019-09-01T06:52:16.142,0.662,98466.781
1567345936216,2019-09-01T06:52:16.216,0.736,98459.438
1567345936290,2019-09-01T06:52:16.290,0.810,98460.742
1567345936364,2019-09-01T06:52:16.364,0.884,98461.555
1567345936437,2019-09-01T06:52:16.437,0.957,98463.359
1567345936510,2019-09-01T06:52:16.510,1.030,98468.898
1567345936585,2019-09-01T06:52:16.585,1.105,98468.078
1567345936658,2019-09-01T06:52:16.658,1.178,98462.047
1567345936731,2019-09-01T06:52:16.731,1.251,98466.781
1567345936805,2019-09-01T06:52:16.805,1.325,98464.656
1567345936879,2019-09-01T06:52:16.879,1.399,98461.555
1567345936953,2019-09-01T06:52:16.953,1.473,98460.250
1567345937026,2019-09-01T06:52:17.026,1.546,98461.906
1567345937099,2019-09-01T06:52:17.099,1.619,98468.438
1567345937174,2019-09-01T06:52:17.174,1.694,98461.063
1567345937247,2019-09-01T06:52:17.247,1.767,98462.859
1567345937320,2019-09-01T06:52:17.320,1.840,98464.164
1567345937393,2019-09-01T06:52:17.393,1.913,98461.063
1567345937468,2019-09-01T06:52:17.468,1.988,98464.984
1567345937541,2019-09-01T06:52:17.541,2.061,98463.219
1567345937615,2019-09-01T06:52:17.615,2.135,98467.594
1567345937688,2019-09-01T06:52:17.688,2.208,98461.555
1567345937763,2019-09-01T06:52:17.763,2.283,98464.984
1567345937836,2019-09-01T06:52:17.836,2.356,98464.516
1567345937909,2019-09-01T06:52:17.909,2.429,98462.859
1567345937982,2019-09-01T06:52:17.982,2.502,98464.516
1567345938057,2019-09-01T06:52:18.057,2.577,98464.516
