epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1565464201535,2019-08-10T12:10:01.535,0.000,-0.549,0.488,0.976
1565464201554,2019-08-10T12:10:01.554,0.019,-0.671,0.244,0.854
1565464201575,2019-08-10T12:10:01.575,0.040,-0.427,0.183,0.854
1565464201595,2019-08-10T12:10:01.595,0.060,-0.488,0.305,0.854
1565464201616,2019-08-10T12:10:01.616,0.081,-0.549,0.305,0.915
1565464201636,2019-08-10T12:10:01.636,0.101,-0.488,0.305,0.854
1565464201657,2019-08-10T12:10:01.657,0.122,-0.488,0.305,0.915
1565464201677,2019-08-10T12:10:01.677,0.142,-0.488,0.305,0.915
1565464201696,2019-08-10T12:10:01.696,0.161,-0.427,0.305,0.854
1565464201717,2019-08-10T12:10:01.717,0.182,-0.488,0.305,0.854
1565464201737,2019-08-10T12:10:01.737,0.202,-0.488,0.305,0.915
1565464201758,2019-08-10T12:10:01.758,0.223,-0.488,0.305,0.854
1565464201778,2019-08-10T12:10:01.778,0.243,-0.549,0.305,0.854
1565464201799,2019-08-10T12:10:01.799,0.264,-0.488,0.305,0.793
1565464201818,2019-08-10T12:10:01.818,0.283,-0.427,0.244,0.854
1565464201838,2019-08-10T12:10:01.838,0.303,-0.427,0.305,0.854
1565464201859,2019-08-10T12:10:01.859,0.324,-0.488,0.305,0.854
1565464201879,2019-08-10T12:10:01.879,0.344,-0.549,0.305,0.854
1565464201900,2019-08-10T12:10:01.900,0.365,-0.488,0.305,0.854
1565464201920,2019-08-10T12:10:01.920,0.385,-0.427,0.244,0.854
1565464201941,2019-08-10T12:10:01.941,0.406,-0.488,0.305,0.854
1565464201960,2019-08-10T12:10:01.960,0.425,-0.549,0.305,0.793
1565464201981,2019-08-10T12:10:01.981,0.446,-0.549,0.244,0.854
1565464202001,2019-08-10T12:10:02.001,0.466,-0.549,0.305,0.854
1565464202022,2019-08-10T12:10:02.022,0.487,-0.488,0.366,0.854
1565464202042,2019-08-10T12:10:02.042,0.507,-0.488,0.366,0.854
1565464202063,2019-08-10T12:10:02.063,0.528,-0.488,0.244,0.854
1565464202082,2019-08-10T12:10:02.082,0.547,-0.549,0.305,0.915
1565464202102,2019-08-10T12:10:02.102,0.567,-0.488,0.366,0.854
1565464202123,2019-08-10T12:10:02.123,0.588,-0.549,0.305,0.793
1565464202143,2019-08-10T12:10:02.143,0.608,-0.488,0.305,0.854
1565464202164,2019-08-10T12:10:02.164,0.629,-0.366,0.366,0.854
1565464202184,2019-08-10T12:10:02.184,0.649,-0.427,0.305,0.915
1565464202205,2019-08-10T12:10:02.205,0.670,-0.488,0.305,0.915
1565464202224,2019-08-10T12:10:02.224,0.689,-0.427,0.305,0.854
1565464202244,2019-08-10T12:10:02.244,0.709,-0.488,0.305,0.915
1565464202265,2019-08-10T12:10:02.265,0.730,-0.549,0.305,0.854
1565464202285,2019-08-10T12:10:02.285,0.750,-0.488,0.305,0.793
1565464202306,2019-08-10T12:10:02.306,0.771,-0.488,0.305,0.854
1565464202326,2019-08-10T12:10:02.326,0.791,-0.488,0.305,0.915
1565464202347,2019-08-10T12:10:02.347,0.812,-0.488,0.305,0.854
1565464202366,2019-08-10T12:10:02.366,0.831,-0.488,0.305,0.915
