time,class,class_prop,class_rel,class_prop_rel
104.7,1,1,1,0.965174129353234
105.7,1,0.810945273631841,1,0.810945273631841
106.7,1,0.562189054726368,1,0.562189054726368
107.7,6,0.686567164179104,6,0.686567164179104
108.7,6,0.935323383084577,6,0.935323383084577
109.7,6,1,6,1
110.7,6,1,6,1
111.7,6,1,6,1
112.7,6,1,6,1
113.7,6,1,6,1
114.7,6,1,6,1
115.7,6,1,6,1
116.7,6,1,6,1
117.7,6,1,6,1
118.7,6,1,6,1
119.7,6,1,6,1
120.7,6,1,6,1
121.7,6,1,6,1
122.7,6,1,6,1
123.7,6,1,6,1
124.7,6,1,6,1
125.7,6,1,6,1
126.7,6,1,6,1
127.7,6,1,6,1
128.7,6,1,6,1
129.7,6,1,6,1
130.7,6,0.81592039800995,6,0.791044776119403
131.7,6,0.611940298507463,6,0.601990049751244
132.7,6,0.611940298507463,6,0.601990049751244
133.7,6,0.611940298507463,6,0.601990049751244
134.7,6,0.552238805970149,6,0.572139303482587
135.7,6,0.512437810945274,6,0.517412935323383
136.7,5,0.736318407960199,5,0.73134328358209
137.7,5,0.985074626865672,5,0.980099502487562
138.7,5,1,5,1
139.7,5,1,5,1
140.7,5,1,5,1
141.7,5,1,5,1
142.7,5,1,5,1
143.7,5,1,5,1
144.7,5,1,5,1
145.7,5,1,5,1
146.7,5,1,5,1
147.7,5,0.825870646766169,5,0.751243781094527
148.7,5,0.577114427860697,5,0.502487562189055
149.7,6,0.671641791044776,6,0.746268656716418
150.7,6,0.791044776119403,6,0.91044776119403
151.7,6,0.621890547263682,6,0.666666666666667
152.7,5,0.626865671641791,5,0.582089552238806
153.7,5,0.875621890547264,5,0.830845771144279
154.7,5,1,5,1
155.7,5,1,5,1
156.7,5,1,5,1
157.7,5,1,5,1
158.7,5,1,5,1
159.7,5,1,5,1
160.7,5,1,5,1
161.7,5,1,5,1
162.7,5,1,5,1
163.7,5,1,5,1
164.7,5,1,5,1
165.7,5,1,5,1
166.7,5,1,5,0.985074626865672
167.7,5,1,5,0.736318407960199
168.7,5,0.776119402985075,1,0.512437810945274
169.7,5,0.527363184079602,1,0.661691542288557
170.7,1,0.407960199004975,1,0.651741293532338
171.7,2,0.562189054726368,2,0.597014925373134
172.7,2,0.810945273631841,2,0.845771144278607
173.7,2,1,2,0.960199004975124
174.7,2,1,2,0.711442786069652
175.7,2,0.945273631840796,2,0.462686567164179
176.7,2,0.696517412935323,1,0.393034825870647
177.7,5,0.552238805970149,5,0.641791044776119
178.7,5,0.800995024875622,5,0.890547263681592
179.7,5,1,5,1
180.7,5,1,5,1
181.7,5,1,5,1
182.7,5,1,5,1
183.7,5,1,5,1
184.7,5,1,5,1
185.7,5,1,5,1
186.7,5,1,5,1
187.7,5,1,5,1
188.7,5,1,5,1
189.7,5,1,5,1
190.7,5,1,5,1
191.7,5,1,5,1
192.7,5,1,5,1
193.7,5,1,5,1
194.7,5,1,5,1
195.7,5,1,5,1
196.7,5,1,5,1
197.7,5,1,5,1
198.7,5,1,5,1
199.7,5,1,5,1
200.7,5,1,5,1
201.7,5,1,5,1
202.7,5,1,5,1
203.7,5,1,5,1
204.7,5,1,5,1
205.7,5,1,5,1
206.7,5,1,5,1
207.7,5,1,5,1
208.7,5,1,5,1
209.7,5,1,5,1
210.7,5,1,5,1
211.7,5,1,5,1
212.7,5,1,5,1
213.7,5,1,5,1
214.7,5,1,5,1
215.7,5,1,5,1
