epoch (ms),time (-07:00),elapsed (s),pressure (Pa)
1565464201493,2019-08-10T12:10:01.493,0.000,97958.375
1565464201566,2019-08-10T12:10:01.566,0.073,97961.953
1565464201639,2019-08-10T12:10:01.639,0.146,97962.453
1565464201712,2019-08-10T12:10:01.712,0.219,97958.031
1565464201787,2019-08-10T12:10:01.787,0.294,97959.344
1565464201860,2019-08-10T12:10:01.860,0.367,97964.563
1565464201934,2019-08-10T12:10:01.934,0.441,97964.109
1565464202007,2019-08-10T12:10:02.007,0.514,97964.914
1565464202082,2019-08-10T12:10:02.082,0.589,97963.109
1565464202155,2019-08-10T12:10:02.155,0.662,97961.313
1565464202228,2019-08-10T12:10:02.228,0.735,97961.000
1565464202303,2019-08-10T12:10:02.303,0.810,97966.531
1565464202376,2019-08-10T12:10:02.376,0.883,97963.109
1565464202449,2019-08-10T12:10:02.449,0.956,97962.617
1565464202523,2019-08-10T12:10:02.523,1.030,97965.234
1565464202597,2019-08-10T12:10:02.597,1.104,97961.000
1565464202670,2019-08-10T12:10:02.670,1.177,97957.891
1565464202744,2019-08-10T12:10:02.744,1.251,97960.000
1565464202817,2019-08-10T12:10:02.817,1.324,97960.648
1565464202892,2019-08-10T12:10:02.892,1.399,97963.922
1565464202965,2019-08-10T12:10:02.965,1.472,97962.617
1565464203038,2019-08-10T12:10:03.038,1.545,97963.609
1565464203111,2019-08-10T12:10:03.111,1.618,97960.000
1565464203186,2019-08-10T12:10:03.186,1.693,97960.000
1565464203259,2019-08-10T12:10:03.259,1.766,97965.234
1565464203333,2019-08-10T12:10:03.333,1.840,97962.617
1565464203406,2019-08-10T12:10:03.406,1.913,97957.891
1565464203481,2019-08-10T12:10:03.481,1.988,97963.453
1565464203554,2019-08-10T12:10:03.554,2.061,97962.969
1565464203627,2019-08-10T12:10:03.627,2.134,97963.922
1565464203702,2019-08-10T12:10:03.702,2.209,97959.195
1565464203775,2019-08-10T12:10:03.775,2.282,97960.000
1565464203848,2019-08-10T12:10:03.848,2.355,97962.617
1565464203921,2019-08-10T12:10:03.921,2.428,97960.844
1565464203996,2019-08-10T12:10:03.996,2.503,97958.703
