epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1565464213908,2019-08-10T12:10:13.908,0.000,0.073,-0.100,1.000
1565464213928,2019-08-10T12:10:13.928,0.020,0.070,-0.100,1.008
1565464213947,2019-08-10T12:10:13.947,0.039,0.071,-0.100,1.005
1565464213968,2019-08-10T12:10:13.968,0.060,0.072,-0.099,1.007
1565464213987,2019-08-10T12:10:13.987,0.079,0.072,-0.098,1.007
1565464214006,2019-08-10T12:10:14.006,0.098,0.072,-0.099,1.004
1565464214026,2019-08-10T12:10:14.026,0.118,0.072,-0.100,1.005
1565464214045,2019-08-10T12:10:14.045,0.137,0.072,-0.100,1.006
1565464214066,2019-08-10T12:10:14.066,0.158,0.071,-0.099,1.005
1565464214085,2019-08-10T12:10:14.085,0.177,0.072,-0.100,1.005
1565464214105,2019-08-10T12:10:14.105,0.197,0.071,-0.099,1.007
1565464214124,2019-08-10T12:10:14.124,0.216,0.071,-0.099,1.006
1565464214145,2019-08-10T12:10:14.145,0.237,0.070,-0.100,1.005
1565464214164,2019-08-10T12:10:14.164,0.256,0.071,-0.100,1.004
1565464214183,2019-08-10T12:10:14.183,0.275,0.072,-0.099,1.007
1565464214204,2019-08-10T12:10:14.204,0.296,0.074,-0.101,1.006
1565464214223,2019-08-10T12:10:14.223,0.315,0.072,-0.100,1.004
1565464214243,2019-08-10T12:10:14.243,0.335,0.071,-0.100,1.005
1565464214262,2019-08-10T12:10:14.262,0.354,0.071,-0.099,1.005
1565464214283,2019-08-10T12:10:14.283,0.375,0.073,-0.098,1.007
1565464214302,2019-08-10T12:10:14.302,0.394,0.070,-0.099,1.008
1565464214322,2019-08-10T12:10:14.322,0.414,0.071,-0.100,1.006
1565464214341,2019-08-10T12:10:14.341,0.433,0.070,-0.099,1.006
1565464214362,2019-08-10T12:10:14.362,0.454,0.072,-0.101,1.005
1565464214381,2019-08-10T12:10:14.381,0.473,0.071,-0.099,1.007
1565464214400,2019-08-10T12:10:14.400,0.492,0.073,-0.099,1.005
1565464214420,2019-08-10T12:10:14.420,0.512,0.072,-0.102,1.004
1565464214439,2019-08-10T12:10:14.439,0.531,0.072,-0.098,1.005
1565464214460,2019-08-10T12:10:14.460,0.552,0.071,-0.098,1.007
1565464214479,2019-08-10T12:10:14.479,0.571,0.073,-0.100,1.008
1565464214499,2019-08-10T12:10:14.499,0.591,0.073,-0.101,1.005
1565464214519,2019-08-10T12:10:14.519,0.611,0.073,-0.100,1.005
1565464214539,2019-08-10T12:10:14.539,0.631,0.071,-0.100,1.005
1565464214558,2019-08-10T12:10:14.558,0.650,0.071,-0.100,1.006
1565464214579,2019-08-10T12:10:14.579,0.671,0.072,-0.101,1.007
1565464214598,2019-08-10T12:10:14.598,0.690,0.071,-0.100,1.005
1565464214617,2019-08-10T12:10:14.617,0.709,0.072,-0.100,1.004
1565464214637,2019-08-10T12:10:14.637,0.729,0.072,-0.100,1.006
1565464214656,2019-08-10T12:10:14.656,0.748,0.072,-0.100,1.007
1565464214677,2019-08-10T12:10:14.677,0.769,0.072,-0.100,1.006
1565464214696,2019-08-10T12:10:14.696,0.788,0.070,-0.099,1.007
1565464214716,2019-08-10T12:10:14.716,0.808,0.070,-0.100,1.007
1565464214735,2019-08-10T12:10:14.735,0.827,0.071,-0.099,1.008
1565464214756,2019-08-10T12:10:14.756,0.848,0.070,-0.100,1.006
1565464214775,2019-08-10T12:10:14.775,0.867,0.070,-0.101,1.007
1565464214795,2019-08-10T12:10:14.795,0.887,0.073,-0.100,1.008
1565464214814,2019-08-10T12:10:14.814,0.906,0.072,-0.099,1.007
1565464214833,2019-08-10T12:10:14.833,0.925,0.072,-0.100,1.008
1565464214854,2019-08-10T12:10:14.854,0.946,0.072,-0.099,1.007
1565464214873,2019-08-10T12:10:14.873,0.965,0.074,-0.101,1.006
1565464214894,2019-08-10T12:10:14.894,0.986,0.073,-0.101,1.006
1565464214913,2019-08-10T12:10:14.913,1.005,0.071,-0.100,1.007
1565464214933,2019-08-10T12:10:14.933,1.025,0.072,-0.100,1.007
1565464214952,2019-08-10T12:10:14.952,1.044,0.072,-0.102,1.006
1565464214973,2019-08-10T12:10:14.973,1.065,0.072,-0.100,1.006
1565464214992,2019-08-10T12:10:14.992,1.084,0.071,-0.099,1.006
1565464215011,2019-08-10T12:10:15.011,1.103,0.072,-0.100,1.005
1565464215031,2019-08-10T12:10:15.031,1.123,0.072,-0.101,1.007
1565464215050,2019-08-10T12:10:15.050,1.142,0.071,-0.101,1.007
1565464215071,2019-08-10T12:10:15.071,1.163,0.070,-0.099,1.005
1565464215090,2019-08-10T12:10:15.090,1.182,0.072,-0.101,1.006
1565464215110,2019-08-10T12:10:15.110,1.202,0.072,-0.100,1.006
1565464215129,2019-08-10T12:10:15.129,1.221,0.072,-0.100,1.007
1565464215150,2019-08-10T12:10:15.150,1.242,0.070,-0.101,1.006
1565464215169,2019-08-10T12:10:15.169,1.261,0.071,-0.098,1.007
1565464215189,2019-08-10T12:10:15.189,1.281,0.073,-0.099,1.006
1565464215208,2019-08-10T12:10:15.208,1.300,0.071,-0.099,1.005
1565464215227,2019-08-10T12:10:15.227,1.319,0.072,-0.100,1.007
1565464215248,2019-08-10T12:10:15.248,1.340,0.072,-0.101,1.007
1565464215267,2019-08-10T12:10:15.267,1.359,0.071,-0.100,1.008
1565464215288,2019-08-10T12:10:15.288,1.380,0.071,-0.102,1.009
1565464215307,2019-08-10T12:10:15.307,1.399,0.072,-0.103,1.008
1565464215327,2019-08-10T12:10:15.327,1.419,0.071,-0.101,1.006
