time,class,class_prop,class_rel,class_prop_rel
85.92,6,1,6,0.980099502487562
86.92,6,1,6,1
87.92,6,1,6,1
88.92,6,1,6,1
89.92,6,1,6,1
90.92,6,1,6,1
91.92,6,1,6,1
92.92,6,1,6,1
93.92,6,1,6,1
94.92,6,1,6,1
95.92,6,1,6,1
96.92,6,1,6,1
97.92,6,1,6,1
98.92,6,1,6,1
99.92,6,1,6,1
100.92,6,1,6,1
101.92,6,1,6,1
102.92,6,1,6,1
103.92,6,1,6,1
104.92,6,1,6,1
105.92,6,1,6,1
106.92,6,1,6,1
107.92,6,1,6,1
108.92,6,1,6,1
109.92,6,1,6,1
110.92,6,1,6,1
111.92,6,1,6,1
112.92,6,1,6,1
113.92,6,1,6,1
114.92,6,1,6,1
115.92,6,1,6,1
116.92,6,1,6,1
117.92,6,1,6,1
118.92,6,1,6,1
119.92,6,1,6,1
120.92,6,1,6,1
121.92,6,1,6,1
122.92,6,1,6,1
123.92,6,1,6,1
124.92,6,1,6,1
125.92,6,1,6,1
126.92,6,1,6,1
127.92,6,1,6,1
128.92,6,1,6,1
129.92,6,1,6,1
130.92,6,1,6,1
131.92,6,1,6,1
132.92,6,1,6,1
133.92,6,1,6,1
134.92,6,1,6,1
135.92,6,1,6,1
136.92,6,1,6,1
137.92,6,1,6,1
138.92,6,1,6,1
139.92,6,1,6,1
140.92,6,1,6,1
141.92,6,1,6,1
142.92,6,1,6,1
143.92,6,1,6,1
144.92,6,1,6,1
145.92,6,1,6,1
146.92,6,1,6,1
147.92,6,1,6,1
148.92,6,1,6,1
149.92,6,1,6,1
150.92,6,1,6,1
151.92,6,1,6,1
152.92,6,1,6,1
153.92,6,1,6,1
154.92,6,1,6,1
155.92,6,1,6,1
156.92,6,1,6,1
157.92,6,1,6,1
158.92,6,1,6,1
159.92,6,1,6,1
160.92,6,1,6,1
161.92,6,1,6,1
162.92,6,1,6,1
163.92,6,1,6,1
164.92,6,1,6,1
165.92,6,1,6,1
166.92,6,1,6,1
167.92,6,1,6,1
168.92,6,1,6,1
169.92,6,1,6,1
170.92,6,1,6,1
171.92,6,1,6,1
172.92,6,1,6,1
173.92,6,1,6,1
174.92,6,1,6,1
175.92,6,1,6,1
176.92,6,1,6,1
177.92,6,1,6,1
178.92,6,0.960199004975124,6,0.925373134328358
179.92,6,0.711442786069652,6,0.676616915422886
180.92,5,0.537313432835821,5,0.572139303482587
181.92,5,0.786069651741294,5,0.82089552238806
182.92,5,1,5,1
183.92,5,1,5,1
184.92,5,1,5,1
185.92,5,1,5,1
186.92,5,1,5,1
187.92,5,1,5,1
188.92,5,1,5,1
189.92,5,1,5,1
190.92,5,1,5,1
191.92,5,1,5,1
192.92,5,1,5,1
193.92,5,1,5,1
194.92,5,1,5,1
195.92,5,1,5,1
196.92,5,1,5,1
197.92,5,1,5,1
198.92,5,1,5,1
199.92,5,1,5,1
200.92,5,1,5,1
201.92,5,1,5,1
202.92,5,1,5,1
203.92,5,1,5,1
204.92,5,1,5,1
205.92,5,1,5,1
206.92,5,1,5,1
207.92,5,1,5,1
208.92,5,1,5,1
209.92,5,1,5,1
210.92,5,1,5,1
211.92,5,1,5,1
212.92,5,1,5,1
213.92,5,1,5,1
214.92,5,1,5,1
215.92,5,1,5,1
216.92,5,1,5,1
217.92,5,1,5,1
218.92,5,1,5,1
219.92,5,1,5,1
220.92,5,1,5,1
221.92,5,1,5,1
222.92,5,1,5,1
223.92,5,1,5,1
224.92,5,1,5,1
225.92,5,1,5,1
226.92,5,1,5,1
227.92,5,1,5,1
228.92,5,1,5,1
229.92,5,1,5,1
230.92,5,1,5,1
231.92,5,1,5,1
232.92,5,1,5,1
233.92,5,1,5,1
234.92,5,1,5,1
235.92,5,1,5,1
236.92,5,1,5,1
237.92,5,1,5,1
238.92,5,1,5,1
239.92,5,1,5,1
240.92,5,1,5,1
241.92,5,1,5,1
242.92,5,1,5,1
243.92,5,1,5,1
244.92,5,1,5,1
245.92,5,1,5,1
246.92,5,1,5,1
247.92,5,1,5,1
248.92,5,1,5,1
249.92,5,1,5,1
250.92,5,1,5,1
251.92,5,1,5,1
252.92,5,1,5,1
253.92,5,1,5,1
254.92,5,1,5,1
255.92,5,1,5,0.786069651741294
256.92,5,1,5,0.766169154228856
257.92,5,1,5,0.766169154228856
258.92,5,1,5,0.766169154228856
259.92,5,1,5,0.975124378109453
260.92,5,1,5,1
261.92,5,1,5,1
262.92,5,1,5,1
263.92,5,1,5,1
264.92,5,1,5,1
265.92,5,1,5,1
266.92,5,1,5,1
267.92,5,1,5,1
268.92,5,1,5,1
269.92,5,1,5,1
270.92,5,1,5,1
271.92,5,1,5,1
272.92,5,1,5,1
273.92,5,1,5,1
274.92,5,1,5,1
275.92,5,1,5,1
276.92,5,1,5,1
277.92,5,1,5,1
278.92,5,1,5,1
279.92,5,1,5,1
280.92,5,1,5,1
281.92,5,1,5,1
282.92,5,1,5,1
283.92,5,1,5,1
284.92,5,1,5,1
285.92,5,1,5,1
286.92,5,1,5,1
287.92,5,1,5,0.945273631840796
288.92,5,1,5,0.696517412935323
289.92,5,1,6,0.552238805970149
290.92,5,0.805970149253731,6,0.800995024875622
291.92,5,0.557213930348259,6,1
292.92,6,0.691542288557214,6,1
293.92,6,0.940298507462687,6,1
294.92,6,1,6,1
295.92,6,1,6,1
296.92,6,1,6,1
297.92,6,1,6,1
298.92,6,0.810945273631841,6,0.756218905472637
299.92,6,0.562189054726368,6,0.507462686567164
300.92,7,0.686567164179104,7,0.741293532338308
301.92,7,0.935323383084577,7,0.990049751243781
302.92,7,1,7,1
303.92,7,1,7,1
304.92,7,1,7,1
305.92,7,1,7,1
306.92,7,1,7,1
307.92,7,1,7,1
308.92,7,1,7,1
309.92,7,1,7,1
310.92,7,1,7,1
311.92,7,1,7,1
312.92,7,1,7,1
313.92,7,1,7,1
314.92,7,1,7,1
315.92,7,1,7,1
316.92,7,1,7,1
317.92,7,1,7,1
318.92,7,1,7,1
319.92,7,1,7,1
320.92,7,1,7,1
321.92,7,1,7,1
322.92,7,1,7,1
323.92,7,1,7,1
324.92,7,1,7,1
325.92,7,1,7,1
326.92,7,1,7,1
327.92,7,1,7,1
328.92,7,1,7,1
329.92,7,1,7,1
330.92,7,1,7,1
331.92,7,1,7,1
332.92,7,1,7,1
333.92,7,1,7,1
334.92,7,1,7,1
335.92,7,1,7,1
336.92,7,1,7,1
337.92,7,1,7,1
338.92,7,1,7,1
339.92,7,1,7,1
340.92,7,1,7,1
341.92,7,1,7,1
342.92,7,1,7,1
343.92,7,1,7,1
344.92,7,1,7,1
345.92,7,1,7,1
346.92,7,1,7,1
347.92,7,1,7,1
348.92,7,1,7,1
349.92,7,1,7,1
350.92,7,1,7,1
351.92,7,1,7,1
352.92,7,1,7,1
353.92,7,1,7,1
354.92,7,1,7,1
355.92,7,1,7,1
356.92,7,1,7,1
357.92,7,1,7,1
358.92,7,1,7,1
359.92,7,1,7,1
360.92,7,1,7,1
361.92,7,1,7,1
362.92,7,1,7,1
363.92,7,1,7,1
364.92,7,1,7,1
365.92,7,1,7,1
366.92,7,1,7,1
367.92,7,1,7,1
368.92,7,1,7,1
369.92,7,1,7,1
370.92,7,1,7,1
371.92,7,1,7,1
372.92,7,1,7,1
373.92,7,1,7,1
374.92,7,1,7,1
375.92,7,1,7,1
376.92,7,1,7,1
377.92,7,1,7,1
378.92,7,1,7,1
379.92,7,1,7,1
380.92,7,1,7,1
381.92,7,1,7,1
382.92,7,1,7,1
383.92,7,1,7,0.895522388059702
384.92,7,1,7,0.646766169154229
385.92,7,1,3,0.601990049751244
386.92,7,1,3,0.73134328358209
387.92,7,1,3,0.631840796019901
388.92,7,1,7,0.616915422885572
389.92,7,1,7,0.865671641791045
390.92,7,1,7,1
391.92,7,1,7,1
392.92,7,1,7,1
393.92,7,1,7,1
394.92,7,1,7,1
395.92,7,1,7,1
396.92,7,1,7,1
397.92,7,1,7,1
398.92,7,1,7,1
399.92,7,1,7,1
400.92,7,1,7,1
401.92,7,0.945273631840796,7,0.930348258706468
402.92,7,0.696517412935323,7,0.681592039800995
403.92,4,0.552238805970149,4,0.567164179104478
404.92,4,0.800995024875622,4,0.81592039800995
405.92,4,0.82089552238806,4,0.776119402985075
406.92,4,0.572139303482587,4,0.527363184079602
407.92,7,0.676616915422886,7,0.721393034825871
408.92,7,0.925373134328358,7,0.970149253731343
409.92,7,1,7,1
410.92,7,1,7,1
411.92,7,1,7,1
412.92,7,1,7,1
413.92,7,1,7,1
414.92,7,1,7,1
415.92,7,1,7,1
416.92,7,1,7,1
417.92,7,1,7,1
418.92,7,1,7,1
419.92,7,1,7,1
420.92,7,1,7,1
421.92,7,1,7,1
422.92,7,1,7,1
423.92,7,1,7,1
424.92,7,1,7,1
425.92,7,1,7,1
426.92,7,1,7,1
427.92,7,1,7,1
428.92,7,1,7,1
429.92,7,1,7,1
430.92,7,1,7,1
431.92,7,1,7,1
432.92,7,1,7,1
433.92,7,1,7,1
434.92,7,1,7,1
435.92,7,1,7,1
436.92,7,1,7,1
437.92,7,1,7,1
438.92,7,1,7,1
439.92,7,1,7,1
440.92,7,1,7,1
441.92,7,1,7,1
442.92,7,1,7,1
443.92,7,1,7,1
444.92,7,1,7,1
445.92,7,1,7,1
446.92,7,1,7,1
447.92,7,1,7,1
448.92,7,1,7,1
449.92,7,1,7,1
450.92,7,1,7,1
451.92,7,1,7,1
452.92,7,1,7,1
453.92,7,1,7,1
454.92,7,1,7,1
455.92,7,1,7,1
456.92,7,1,7,1
457.92,7,1,7,1
458.92,7,1,7,1
459.92,7,1,7,1
460.92,7,1,7,1
461.92,7,1,7,1
462.92,7,1,7,1
463.92,7,1,7,1
464.92,7,1,7,1
465.92,7,1,7,1
466.92,7,1,7,1
467.92,7,1,7,1
468.92,7,1,7,1
469.92,7,1,7,1
470.92,7,1,7,1
471.92,7,1,7,1
472.92,7,1,7,1
473.92,7,1,7,1
474.92,7,1,7,1
475.92,7,1,7,1
476.92,7,1,7,1
477.92,7,1,7,1
478.92,7,1,7,1
479.92,7,1,7,1
480.92,7,1,7,1
481.92,7,1,7,1
482.92,7,1,7,1
483.92,7,1,7,1
484.92,7,1,7,1
485.92,7,1,7,1
486.92,7,1,7,1
487.92,7,1,7,1
488.92,7,1,7,1
489.92,7,1,7,1
490.92,7,1,7,1
491.92,7,1,7,1
492.92,7,1,7,1
