epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567330106835,2019-09-01T02:28:26.835,0.000,-0.305,0.000,-0.427
1567330106855,2019-09-01T02:28:26.855,0.020,-0.915,0.000,-0.183
1567330106876,2019-09-01T02:28:26.876,0.041,-0.549,-0.183,-0.305
1567330106896,2019-09-01T02:28:26.896,0.061,-0.427,-0.122,-0.427
1567330106917,2019-09-01T02:28:26.917,0.082,-0.488,-0.122,-0.305
1567330106936,2019-09-01T02:28:26.936,0.101,-0.488,-0.122,-0.366
1567330106956,2019-09-01T02:28:26.956,0.121,-0.488,-0.183,-0.366
1567330106977,2019-09-01T02:28:26.977,0.142,-0.549,-0.122,-0.366
1567330106997,2019-09-01T02:28:26.997,0.162,-0.549,-0.061,-0.366
1567330107018,2019-09-01T02:28:27.018,0.183,-0.488,-0.061,-0.427
1567330107038,2019-09-01T02:28:27.038,0.203,-0.427,-0.122,-0.366
1567330107059,2019-09-01T02:28:27.059,0.224,-0.488,-0.183,-0.366
1567330107078,2019-09-01T02:28:27.078,0.243,-0.427,-0.061,-0.427
1567330107098,2019-09-01T02:28:27.098,0.263,-0.427,-0.122,-0.305
1567330107119,2019-09-01T02:28:27.119,0.284,-0.488,-0.122,-0.305
1567330107139,2019-09-01T02:28:27.139,0.304,-0.488,-0.061,-0.366
1567330107160,2019-09-01T02:28:27.160,0.325,-0.488,-0.122,-0.366
1567330107180,2019-09-01T02:28:27.180,0.345,-0.549,-0.061,-0.366
1567330107201,2019-09-01T02:28:27.201,0.366,-0.488,-0.122,-0.366
1567330107221,2019-09-01T02:28:27.221,0.386,-0.427,-0.122,-0.366
1567330107240,2019-09-01T02:28:27.240,0.405,-0.488,-0.122,-0.305
1567330107261,2019-09-01T02:28:27.261,0.426,-0.488,-0.122,-0.427
1567330107281,2019-09-01T02:28:27.281,0.446,-0.549,-0.122,-0.427
1567330107302,2019-09-01T02:28:27.302,0.467,-0.488,-0.122,-0.366
1567330107323,2019-09-01T02:28:27.323,0.488,-0.488,-0.122,-0.366
1567330107343,2019-09-01T02:28:27.343,0.508,-0.427,-0.122,-0.366
1567330107364,2019-09-01T02:28:27.364,0.529,-0.488,-0.122,-0.366
1567330107383,2019-09-01T02:28:27.383,0.548,-0.427,-0.122,-0.366
1567330107403,2019-09-01T02:28:27.403,0.568,-0.488,-0.122,-0.366
1567330107424,2019-09-01T02:28:27.424,0.589,-0.488,-0.061,-0.366
1567330107444,2019-09-01T02:28:27.444,0.609,-0.488,-0.061,-0.366
1567330107465,2019-09-01T02:28:27.465,0.630,-0.488,-0.122,-0.366
1567330107485,2019-09-01T02:28:27.485,0.650,-0.488,-0.122,-0.366
1567330107506,2019-09-01T02:28:27.506,0.671,-0.488,-0.122,-0.305
1567330107526,2019-09-01T02:28:27.526,0.691,-0.549,-0.122,-0.366
1567330107545,2019-09-01T02:28:27.545,0.710,-0.427,-0.183,-0.366
1567330107566,2019-09-01T02:28:27.566,0.731,-0.488,-0.122,-0.366
1567330107586,2019-09-01T02:28:27.586,0.751,-0.488,-0.122,-0.366
1567330107607,2019-09-01T02:28:27.607,0.772,-0.549,-0.122,-0.427
1567330107627,2019-09-01T02:28:27.627,0.792,-0.488,-0.122,-0.366
1567330107648,2019-09-01T02:28:27.648,0.813,-0.549,-0.122,-0.305
1567330107668,2019-09-01T02:28:27.668,0.833,-0.549,-0.061,-0.366
1567330107687,2019-09-01T02:28:27.687,0.852,-0.549,-0.122,-0.427
1567330107708,2019-09-01T02:28:27.708,0.873,-0.488,-0.122,-0.366
1567330107728,2019-09-01T02:28:27.728,0.893,-0.488,-0.122,-0.366
1567330107749,2019-09-01T02:28:27.749,0.914,-0.488,-0.122,-0.366
1567330107769,2019-09-01T02:28:27.769,0.934,-0.488,-0.122,-0.305
1567330107790,2019-09-01T02:28:27.790,0.955,-0.488,-0.122,-0.366
1567330107810,2019-09-01T02:28:27.810,0.975,-0.488,-0.122,-0.305
1567330107831,2019-09-01T02:28:27.831,0.996,-0.488,-0.061,-0.305
1567330107850,2019-09-01T02:28:27.850,1.015,-0.610,-0.122,-0.366
1567330107870,2019-09-01T02:28:27.870,1.035,-0.488,-0.122,-0.366
1567330107891,2019-09-01T02:28:27.891,1.056,-0.488,-0.122,-0.366
1567330107911,2019-09-01T02:28:27.911,1.076,-0.488,-0.122,-0.305
1567330107932,2019-09-01T02:28:27.932,1.097,-0.488,-0.061,-0.305
1567330107952,2019-09-01T02:28:27.952,1.117,-0.488,-0.122,-0.366
1567330107973,2019-09-01T02:28:27.973,1.138,-0.488,-0.061,-0.366
1567330107992,2019-09-01T02:28:27.992,1.157,-0.549,-0.061,-0.305
1567330108012,2019-09-01T02:28:28.012,1.177,-0.488,-0.122,-0.366
1567330108033,2019-09-01T02:28:28.033,1.198,-0.488,-0.061,-0.305
1567330108053,2019-09-01T02:28:28.053,1.218,-0.488,-0.122,-0.366
1567330108074,2019-09-01T02:28:28.074,1.239,-0.549,-0.061,-0.305
1567330108094,2019-09-01T02:28:28.094,1.259,-0.488,-0.061,-0.366
1567330108115,2019-09-01T02:28:28.115,1.280,-0.549,-0.061,-0.366
1567330108135,2019-09-01T02:28:28.135,1.300,-0.549,-0.122,-0.366
1567330108155,2019-09-01T02:28:28.155,1.320,-0.488,-0.061,-0.366
1567330108175,2019-09-01T02:28:28.175,1.340,-0.488,-0.061,-0.366
1567330108196,2019-09-01T02:28:28.196,1.361,-0.549,-0.122,-0.366
1567330108216,2019-09-01T02:28:28.216,1.381,-0.549,-0.122,-0.305
1567330108237,2019-09-01T02:28:28.237,1.402,-0.549,-0.122,-0.366
1567330108257,2019-09-01T02:28:28.257,1.422,-0.549,-0.061,-0.366
1567330108278,2019-09-01T02:28:28.278,1.443,-0.488,-0.061,-0.366
1567330108297,2019-09-01T02:28:28.297,1.462,-0.488,-0.122,-0.427
1567330108317,2019-09-01T02:28:28.317,1.482,-0.488,-0.122,-0.366
1567330108338,2019-09-01T02:28:28.338,1.503,-0.549,-0.061,-0.366
1567330108358,2019-09-01T02:28:28.358,1.523,-0.549,-0.061,-0.427
1567330108379,2019-09-01T02:28:28.379,1.544,-0.549,-0.122,-0.305
1567330108399,2019-09-01T02:28:28.399,1.564,-0.549,-0.061,-0.366
1567330108420,2019-09-01T02:28:28.420,1.585,-0.549,-0.061,-0.366
1567330108440,2019-09-01T02:28:28.440,1.605,-0.488,-0.061,-0.366
1567330108459,2019-09-01T02:28:28.459,1.624,-0.488,-0.061,-0.366
