epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1567330101159,2019-09-01T02:28:21.159,0.000,-0.055,-0.062,1.036
1567330101180,2019-09-01T02:28:21.180,0.021,-0.055,-0.064,1.044
1567330101200,2019-09-01T02:28:21.200,0.041,-0.055,-0.063,1.042
1567330101221,2019-09-01T02:28:21.221,0.062,-0.056,-0.062,1.042
1567330101240,2019-09-01T02:28:21.240,0.081,-0.056,-0.062,1.043
1567330101260,2019-09-01T02:28:21.260,0.101,-0.056,-0.062,1.041
1567330101281,2019-09-01T02:28:21.281,0.122,-0.055,-0.062,1.041
1567330101302,2019-09-01T02:28:21.302,0.143,-0.056,-0.062,1.042
1567330101322,2019-09-01T02:28:21.322,0.163,-0.057,-0.063,1.042
1567330101343,2019-09-01T02:28:21.343,0.184,-0.054,-0.063,1.043
1567330101363,2019-09-01T02:28:21.363,0.204,-0.052,-0.063,1.042
1567330101382,2019-09-01T02:28:21.382,0.223,-0.053,-0.062,1.042
1567330101403,2019-09-01T02:28:21.403,0.244,-0.055,-0.062,1.041
1567330101423,2019-09-01T02:28:21.423,0.264,-0.056,-0.064,1.042
1567330101444,2019-09-01T02:28:21.444,0.285,-0.056,-0.064,1.042
1567330101464,2019-09-01T02:28:21.464,0.305,-0.053,-0.062,1.042
1567330101485,2019-09-01T02:28:21.485,0.326,-0.052,-0.061,1.042
1567330101504,2019-09-01T02:28:21.504,0.345,-0.053,-0.061,1.041
1567330101524,2019-09-01T02:28:21.524,0.365,-0.055,-0.063,1.042
1567330101545,2019-09-01T02:28:21.545,0.386,-0.056,-0.064,1.042
1567330101565,2019-09-01T02:28:21.565,0.406,-0.055,-0.063,1.043
1567330101586,2019-09-01T02:28:21.586,0.427,-0.055,-0.063,1.043
1567330101606,2019-09-01T02:28:21.606,0.447,-0.053,-0.062,1.043
1567330101627,2019-09-01T02:28:21.627,0.468,-0.054,-0.062,1.043
1567330101646,2019-09-01T02:28:21.646,0.487,-0.056,-0.063,1.045
1567330101666,2019-09-01T02:28:21.666,0.507,-0.056,-0.064,1.044
1567330101687,2019-09-01T02:28:21.687,0.528,-0.054,-0.063,1.043
1567330101707,2019-09-01T02:28:21.707,0.548,-0.056,-0.063,1.042
1567330101728,2019-09-01T02:28:21.728,0.569,-0.055,-0.062,1.042
1567330101748,2019-09-01T02:28:21.748,0.589,-0.054,-0.062,1.042
1567330101767,2019-09-01T02:28:21.767,0.608,-0.056,-0.063,1.044
1567330101788,2019-09-01T02:28:21.788,0.629,-0.058,-0.063,1.042
1567330101808,2019-09-01T02:28:21.808,0.649,-0.056,-0.063,1.046
1567330101829,2019-09-01T02:28:21.829,0.670,-0.053,-0.062,1.043
1567330101849,2019-09-01T02:28:21.849,0.690,-0.052,-0.063,1.042
1567330101870,2019-09-01T02:28:21.870,0.711,-0.055,-0.063,1.042
1567330101890,2019-09-01T02:28:21.890,0.731,-0.057,-0.063,1.043
1567330101909,2019-09-01T02:28:21.909,0.750,-0.056,-0.064,1.041
1567330101930,2019-09-01T02:28:21.930,0.771,-0.055,-0.063,1.043
1567330101950,2019-09-01T02:28:21.950,0.791,-0.053,-0.061,1.044
1567330101971,2019-09-01T02:28:21.971,0.812,-0.053,-0.061,1.043
1567330101991,2019-09-01T02:28:21.991,0.832,-0.056,-0.063,1.043
