epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567339446933,2019-09-01T05:04:06.933,0.000,-0.488,-0.244,0.976
1567339446952,2019-09-01T05:04:06.952,0.019,-0.122,-0.244,0.976
1567339446973,2019-09-01T05:04:06.973,0.040,-0.488,0.305,0.732
1567339446993,2019-09-01T05:04:06.993,0.060,-0.549,0.244,0.793
1567339447014,2019-09-01T05:04:07.014,0.081,-0.488,0.183,0.854
1567339447034,2019-09-01T05:04:07.034,0.101,-0.305,0.183,0.854
1567339447055,2019-09-01T05:04:07.055,0.122,-0.610,0.305,0.793
1567339447075,2019-09-01T05:04:07.075,0.142,-0.488,0.244,0.854
1567339447094,2019-09-01T05:04:07.094,0.161,-0.488,0.183,0.793
1567339447115,2019-09-01T05:04:07.115,0.182,-0.366,0.183,0.854
1567339447135,2019-09-01T05:04:07.135,0.202,-0.427,0.305,0.793
1567339447156,2019-09-01T05:04:07.156,0.223,-0.610,0.366,0.732
1567339447176,2019-09-01T05:04:07.176,0.243,-0.488,0.305,0.732
1567339447197,2019-09-01T05:04:07.197,0.264,-0.488,0.244,0.732
1567339447216,2019-09-01T05:04:07.216,0.283,-0.549,0.244,0.854
1567339447236,2019-09-01T05:04:07.236,0.303,-0.366,0.244,0.793
1567339447257,2019-09-01T05:04:07.257,0.324,-0.427,0.366,0.793
1567339447277,2019-09-01T05:04:07.277,0.344,-0.549,0.244,0.793
1567339447298,2019-09-01T05:04:07.298,0.365,-0.366,0.183,0.793
1567339447318,2019-09-01T05:04:07.318,0.385,-0.549,0.305,0.793
1567339447339,2019-09-01T05:04:07.339,0.406,-0.427,0.244,0.854
1567339447358,2019-09-01T05:04:07.358,0.425,-0.366,0.183,0.854
1567339447378,2019-09-01T05:04:07.378,0.445,-0.610,0.244,0.793
1567339447399,2019-09-01T05:04:07.399,0.466,-0.427,0.183,0.793
1567339447419,2019-09-01T05:04:07.419,0.486,-0.549,0.244,0.732
1567339447440,2019-09-01T05:04:07.440,0.507,-0.488,0.244,0.854
1567339447460,2019-09-01T05:04:07.460,0.527,-0.244,0.122,0.793
1567339447479,2019-09-01T05:04:07.479,0.546,-0.610,0.244,0.793
1567339447500,2019-09-01T05:04:07.500,0.567,-0.488,0.244,0.793
1567339447520,2019-09-01T05:04:07.520,0.587,-0.366,0.183,0.793
1567339447541,2019-09-01T05:04:07.541,0.608,-0.610,0.244,0.854
1567339447561,2019-09-01T05:04:07.561,0.628,-0.427,0.183,0.732
1567339447582,2019-09-01T05:04:07.582,0.649,-0.366,0.183,0.793
1567339447602,2019-09-01T05:04:07.602,0.669,-0.610,0.244,0.854
1567339447621,2019-09-01T05:04:07.621,0.688,-0.427,0.183,0.793
1567339447642,2019-09-01T05:04:07.642,0.709,-0.671,0.305,0.793
1567339447663,2019-09-01T05:04:07.663,0.730,-0.488,0.305,0.793
1567339447683,2019-09-01T05:04:07.683,0.750,-0.305,0.244,0.854
1567339447704,2019-09-01T05:04:07.704,0.771,-0.549,0.305,0.793
1567339447724,2019-09-01T05:04:07.724,0.791,-0.366,0.244,0.854
