epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1567339459406,2019-09-01T05:04:19.406,0.000,0.017,-0.026,1.000
1567339459425,2019-09-01T05:04:19.425,0.019,0.025,-0.023,1.010
1567339459444,2019-09-01T05:04:19.444,0.038,0.016,-0.032,1.007
1567339459465,2019-09-01T05:04:19.465,0.059,-0.001,-0.030,1.004
1567339459484,2019-09-01T05:04:19.484,0.078,-0.011,-0.036,1.006
1567339459504,2019-09-01T05:04:19.504,0.098,-0.001,-0.036,1.008
1567339459524,2019-09-01T05:04:19.524,0.118,0.017,-0.025,1.005
1567339459544,2019-09-01T05:04:19.544,0.138,0.026,-0.029,1.008
1567339459563,2019-09-01T05:04:19.563,0.157,0.015,-0.032,1.008
1567339459584,2019-09-01T05:04:19.584,0.178,-0.005,-0.033,1.004
1567339459603,2019-09-01T05:04:19.603,0.197,-0.011,-0.040,1.007
1567339459623,2019-09-01T05:04:19.623,0.217,-0.001,-0.035,1.005
1567339459642,2019-09-01T05:04:19.642,0.236,0.018,-0.028,1.005
1567339459661,2019-09-01T05:04:19.661,0.255,0.024,-0.032,1.007
1567339459682,2019-09-01T05:04:19.682,0.276,0.015,-0.028,1.005
1567339459701,2019-09-01T05:04:19.701,0.295,-0.004,-0.032,1.005
1567339459721,2019-09-01T05:04:19.721,0.315,-0.010,-0.039,1.007
1567339459740,2019-09-01T05:04:19.740,0.334,0.002,-0.031,1.004
1567339459761,2019-09-01T05:04:19.761,0.355,0.018,-0.030,1.008
1567339459780,2019-09-01T05:04:19.780,0.374,0.024,-0.031,1.011
1567339459800,2019-09-01T05:04:19.800,0.394,0.012,-0.026,1.003
1567339459819,2019-09-01T05:04:19.819,0.413,-0.006,-0.034,1.005
1567339459840,2019-09-01T05:04:19.840,0.434,-0.006,-0.036,1.009
1567339459859,2019-09-01T05:04:19.859,0.453,0.004,-0.028,1.006
1567339459878,2019-09-01T05:04:19.878,0.472,0.019,-0.030,1.008
1567339459899,2019-09-01T05:04:19.899,0.493,0.023,-0.030,1.007
1567339459918,2019-09-01T05:04:19.918,0.512,0.010,-0.028,1.006
1567339459938,2019-09-01T05:04:19.938,0.532,-0.005,-0.035,1.009
1567339459957,2019-09-01T05:04:19.957,0.551,-0.006,-0.032,1.006
