epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1565453770467,2019-08-10T09:16:10.467,0.000,0.055,-0.057,1.005
1565453770486,2019-08-10T09:16:10.486,0.019,0.056,-0.056,1.014
1565453770505,2019-08-10T09:16:10.505,0.038,0.054,-0.058,1.010
1565453770525,2019-08-10T09:16:10.525,0.058,0.055,-0.057,1.010
1565453770544,2019-08-10T09:16:10.544,0.077,0.055,-0.057,1.011
1565453770565,2019-08-10T09:16:10.565,0.098,0.054,-0.056,1.011
1565453770584,2019-08-10T09:16:10.584,0.117,0.055,-0.055,1.008
1565453770604,2019-08-10T09:16:10.604,0.137,0.055,-0.055,1.010
1565453770624,2019-08-10T09:16:10.624,0.157,0.055,-0.055,1.010
1565453770644,2019-08-10T09:16:10.644,0.177,0.056,-0.058,1.010
1565453770663,2019-08-10T09:16:10.663,0.196,0.056,-0.056,1.013
1565453770684,2019-08-10T09:16:10.684,0.217,0.056,-0.056,1.010
1565453770703,2019-08-10T09:16:10.703,0.236,0.056,-0.055,1.010
1565453770722,2019-08-10T09:16:10.722,0.255,0.056,-0.055,1.012
1565453770742,2019-08-10T09:16:10.742,0.275,0.056,-0.056,1.010
1565453770761,2019-08-10T09:16:10.761,0.294,0.057,-0.057,1.011
1565453770782,2019-08-10T09:16:10.782,0.315,0.057,-0.056,1.012
1565453770801,2019-08-10T09:16:10.801,0.334,0.056,-0.055,1.011
1565453770821,2019-08-10T09:16:10.821,0.354,0.056,-0.055,1.011
1565453770840,2019-08-10T09:16:10.840,0.373,0.056,-0.055,1.009
1565453770861,2019-08-10T09:16:10.861,0.394,0.054,-0.054,1.010
1565453770880,2019-08-10T09:16:10.880,0.413,0.055,-0.056,1.013
1565453770900,2019-08-10T09:16:10.900,0.433,0.056,-0.055,1.013
1565453770919,2019-08-10T09:16:10.919,0.452,0.056,-0.057,1.011
1565453770938,2019-08-10T09:16:10.938,0.471,0.056,-0.057,1.012
1565453770959,2019-08-10T09:16:10.959,0.492,0.055,-0.055,1.011
1565453770978,2019-08-10T09:16:10.978,0.511,0.055,-0.055,1.008
1565453770999,2019-08-10T09:16:10.999,0.532,0.056,-0.056,1.013
1565453771018,2019-08-10T09:16:11.018,0.551,0.057,-0.056,1.010
1565453771038,2019-08-10T09:16:11.038,0.571,0.055,-0.058,1.011
1565453771057,2019-08-10T09:16:11.057,0.590,0.056,-0.057,1.011
1565453771078,2019-08-10T09:16:11.078,0.611,0.055,-0.056,1.011
1565453771097,2019-08-10T09:16:11.097,0.630,0.056,-0.056,1.013
1565453771117,2019-08-10T09:16:11.117,0.650,0.056,-0.056,1.012
1565453771136,2019-08-10T09:16:11.136,0.669,0.056,-0.054,1.012
1565453771155,2019-08-10T09:16:11.155,0.688,0.057,-0.056,1.011
1565453771176,2019-08-10T09:16:11.176,0.709,0.056,-0.057,1.010
1565453771195,2019-08-10T09:16:11.195,0.728,0.054,-0.056,1.012
1565453771215,2019-08-10T09:16:11.215,0.748,0.055,-0.054,1.012
1565453771234,2019-08-10T09:16:11.234,0.767,0.055,-0.053,1.012
1565453771255,2019-08-10T09:16:11.255,0.788,0.056,-0.055,1.011
1565453771274,2019-08-10T09:16:11.274,0.807,0.056,-0.057,1.011
1565453771294,2019-08-10T09:16:11.294,0.827,0.056,-0.055,1.013
1565453771313,2019-08-10T09:16:11.313,0.846,0.056,-0.057,1.012
1565453771332,2019-08-10T09:16:11.332,0.865,0.057,-0.056,1.012
1565453771353,2019-08-10T09:16:11.353,0.886,0.055,-0.057,1.012
1565453771372,2019-08-10T09:16:11.372,0.905,0.056,-0.056,1.013
1565453771393,2019-08-10T09:16:11.393,0.926,0.056,-0.055,1.010
1565453771412,2019-08-10T09:16:11.412,0.945,0.056,-0.058,1.011
1565453771432,2019-08-10T09:16:11.432,0.965,0.056,-0.057,1.011
1565453771451,2019-08-10T09:16:11.451,0.984,0.056,-0.055,1.012
1565453771472,2019-08-10T09:16:11.472,1.005,0.056,-0.056,1.012
1565453771491,2019-08-10T09:16:11.491,1.024,0.055,-0.056,1.011
1565453771511,2019-08-10T09:16:11.511,1.044,0.055,-0.057,1.012
1565453771530,2019-08-10T09:16:11.530,1.063,0.057,-0.057,1.012
1565453771549,2019-08-10T09:16:11.549,1.082,0.055,-0.056,1.012
1565453771570,2019-08-10T09:16:11.570,1.103,0.056,-0.056,1.012
1565453771589,2019-08-10T09:16:11.589,1.122,0.055,-0.056,1.009
1565453771609,2019-08-10T09:16:11.609,1.142,0.054,-0.056,1.009
1565453771628,2019-08-10T09:16:11.628,1.161,0.056,-0.055,1.012
1565453771649,2019-08-10T09:16:11.649,1.182,0.057,-0.056,1.012
1565453771668,2019-08-10T09:16:11.668,1.201,0.056,-0.056,1.009
1565453771688,2019-08-10T09:16:11.688,1.221,0.055,-0.055,1.011
1565453771707,2019-08-10T09:16:11.707,1.240,0.055,-0.054,1.011
1565453771728,2019-08-10T09:16:11.728,1.261,0.056,-0.057,1.008
1565453771747,2019-08-10T09:16:11.747,1.280,0.054,-0.056,1.011
1565453771766,2019-08-10T09:16:11.766,1.299,0.056,-0.057,1.013
1565453771787,2019-08-10T09:16:11.787,1.320,0.056,-0.058,1.012
1565453771806,2019-08-10T09:16:11.806,1.339,0.054,-0.056,1.013
1565453771826,2019-08-10T09:16:11.826,1.359,0.055,-0.055,1.013
1565453771845,2019-08-10T09:16:11.845,1.378,0.055,-0.056,1.013
1565453771866,2019-08-10T09:16:11.866,1.399,0.055,-0.057,1.013
1565453771885,2019-08-10T09:16:11.885,1.418,0.057,-0.058,1.014
1565453771905,2019-08-10T09:16:11.905,1.438,0.054,-0.057,1.011
1565453771924,2019-08-10T09:16:11.924,1.457,0.055,-0.058,1.009
1565453771945,2019-08-10T09:16:11.945,1.478,0.057,-0.057,1.011
1565453771964,2019-08-10T09:16:11.964,1.497,0.057,-0.059,1.010
1565453771983,2019-08-10T09:16:11.983,1.516,0.057,-0.057,1.014
1565453772003,2019-08-10T09:16:12.003,1.536,0.056,-0.057,1.012
1565453772022,2019-08-10T09:16:12.022,1.555,0.056,-0.056,1.013
1565453772043,2019-08-10T09:16:12.043,1.576,0.056,-0.057,1.013
1565453772062,2019-08-10T09:16:12.062,1.595,0.057,-0.057,1.012
1565453772082,2019-08-10T09:16:12.082,1.615,0.055,-0.056,1.013
1565453772102,2019-08-10T09:16:12.102,1.635,0.056,-0.058,1.012
1565453772122,2019-08-10T09:16:12.122,1.655,0.056,-0.058,1.013
1565453772141,2019-08-10T09:16:12.141,1.674,0.056,-0.057,1.011
1565453772160,2019-08-10T09:16:12.160,1.693,0.056,-0.057,1.013
1565453772181,2019-08-10T09:16:12.181,1.714,0.056,-0.056,1.012
1565453772200,2019-08-10T09:16:12.200,1.733,0.058,-0.055,1.013
1565453772220,2019-08-10T09:16:12.220,1.753,0.057,-0.056,1.013
1565453772239,2019-08-10T09:16:12.239,1.772,0.056,-0.055,1.011
1565453772260,2019-08-10T09:16:12.260,1.793,0.056,-0.055,1.012
1565453772279,2019-08-10T09:16:12.279,1.812,0.057,-0.056,1.015
1565453772299,2019-08-10T09:16:12.299,1.832,0.056,-0.056,1.011
1565453772318,2019-08-10T09:16:12.318,1.851,0.055,-0.057,1.011
1565453772339,2019-08-10T09:16:12.339,1.872,0.056,-0.057,1.012
1565453772358,2019-08-10T09:16:12.358,1.891,0.055,-0.057,1.012
1565453772377,2019-08-10T09:16:12.377,1.910,0.053,-0.056,1.014
1565453772397,2019-08-10T09:16:12.397,1.930,0.056,-0.054,1.011
1565453772416,2019-08-10T09:16:12.416,1.949,0.057,-0.056,1.012
1565453772437,2019-08-10T09:16:12.437,1.970,0.055,-0.058,1.013
1565453772456,2019-08-10T09:16:12.456,1.989,0.055,-0.056,1.012
1565453772477,2019-08-10T09:16:12.477,2.010,0.057,-0.055,1.012
1565453772496,2019-08-10T09:16:12.496,2.029,0.057,-0.057,1.011
1565453772516,2019-08-10T09:16:12.516,2.049,0.056,-0.056,1.012
1565453772535,2019-08-10T09:16:12.535,2.068,0.056,-0.055,1.011
1565453772556,2019-08-10T09:16:12.556,2.089,0.057,-0.055,1.011
1565453772575,2019-08-10T09:16:12.575,2.108,0.056,-0.057,1.012
1565453772594,2019-08-10T09:16:12.594,2.127,0.056,-0.056,1.012
1565453772614,2019-08-10T09:16:12.614,2.147,0.058,-0.056,1.012
1565453772633,2019-08-10T09:16:12.633,2.166,0.055,-0.055,1.011
1565453772654,2019-08-10T09:16:12.654,2.187,0.056,-0.056,1.013
1565453772673,2019-08-10T09:16:12.673,2.206,0.056,-0.055,1.012
1565453772693,2019-08-10T09:16:12.693,2.226,0.056,-0.056,1.010
1565453772712,2019-08-10T09:16:12.712,2.245,0.056,-0.057,1.011
1565453772733,2019-08-10T09:16:12.733,2.266,0.056,-0.057,1.010
1565453772752,2019-08-10T09:16:12.752,2.285,0.055,-0.055,1.011
1565453772772,2019-08-10T09:16:12.772,2.305,0.057,-0.056,1.011
1565453772791,2019-08-10T09:16:12.791,2.324,0.056,-0.055,1.012
1565453772811,2019-08-10T09:16:12.811,2.344,0.055,-0.054,1.011
1565453772831,2019-08-10T09:16:12.831,2.364,0.055,-0.056,1.011
1565453772850,2019-08-10T09:16:12.850,2.383,0.056,-0.058,1.011
1565453772871,2019-08-10T09:16:12.871,2.404,0.055,-0.056,1.015
1565453772890,2019-08-10T09:16:12.890,2.423,0.054,-0.057,1.012
1565453772910,2019-08-10T09:16:12.910,2.443,0.056,-0.056,1.010
1565453772929,2019-08-10T09:16:12.929,2.462,0.055,-0.056,1.012
1565453772950,2019-08-10T09:16:12.950,2.483,0.057,-0.056,1.014
1565453772969,2019-08-10T09:16:12.969,2.502,0.055,-0.055,1.010
1565453772989,2019-08-10T09:16:12.989,2.522,0.055,-0.056,1.013
1565453773008,2019-08-10T09:16:13.008,2.541,0.055,-0.055,1.011
1565453773027,2019-08-10T09:16:13.027,2.560,0.055,-0.056,1.012
1565453773048,2019-08-10T09:16:13.048,2.581,0.056,-0.057,1.010
1565453773067,2019-08-10T09:16:13.067,2.600,0.056,-0.054,1.014
1565453773087,2019-08-10T09:16:13.087,2.620,0.056,-0.057,1.010
1565453773106,2019-08-10T09:16:13.106,2.639,0.054,-0.054,1.012
1565453773127,2019-08-10T09:16:13.127,2.660,0.054,-0.056,1.010
1565453773146,2019-08-10T09:16:13.146,2.679,0.057,-0.057,1.010
1565453773166,2019-08-10T09:16:13.166,2.699,0.057,-0.054,1.012
1565453773186,2019-08-10T09:16:13.186,2.719,0.057,-0.058,1.011
1565453773205,2019-08-10T09:16:13.205,2.738,0.056,-0.054,1.013
1565453773225,2019-08-10T09:16:13.225,2.758,0.056,-0.056,1.011
1565453773244,2019-08-10T09:16:13.244,2.777,0.054,-0.058,1.013
1565453773265,2019-08-10T09:16:13.265,2.798,0.054,-0.055,1.013
1565453773284,2019-08-10T09:16:13.284,2.817,0.057,-0.060,1.012
1565453773304,2019-08-10T09:16:13.304,2.837,0.056,-0.054,1.014
1565453773323,2019-08-10T09:16:13.323,2.856,0.055,-0.055,1.010
1565453773344,2019-08-10T09:16:13.344,2.877,0.056,-0.057,1.012
1565453773363,2019-08-10T09:16:13.363,2.896,0.055,-0.054,1.011
1565453773383,2019-08-10T09:16:13.383,2.916,0.055,-0.057,1.013
1565453773402,2019-08-10T09:16:13.402,2.935,0.056,-0.054,1.014
