103870,155312,u
155720,156706,w
156740,164322,w
164356,166056,u
166600,168640,w
168674,265778,u
267070,272306,w
272340,298588,u
298962,310352,w
310386,310386,u
311780,313786,w
314568,315418,ss
316778,319022,p
319532,319940,u
320280,327386,w
327420,339286,u
339796,345338,w
345882,347242,u
352478,352920,p
353328,354756,u
355232,358870,w
372402,373864,u
375054,380324,w
380358,383180,u
383724,384268,w
384302,384846,u
385356,393108,w
393142,395488,u
396066,402730,w
402764,404634,u
405212,410652,w
411910,416908,ss
420784,421770,p
423606,426972,u
427550,429182,w
429216,434282,u
434792,441354,w
441388,446080,u
457470,512380,u
519282,525198,u
526796,546890,u
547536,548692,w
548726,550562,u
551310,562156,w
568599,590104,u
590614,593368,w
593402,594592,u
595000,595612,u
595612,617576,u
620228,624784,hs
626144,631210,hw
631244,656370,hs
657084,662286,hw
666740,669562,hs
670446,793934,hw
793968,827050,hs
827900,829566,hw
832626,837692,hw
837794,853060,hs
857208,857378,u
857854,863974,w
864008,880600,u
882946,883864,p
896206,898620,u
899028,900116,w
900218,912322,u
912662,914022,w
914056,915212,u
915620,916402,w
916402,928132,u
928540,931158,w
931668,935340,u
936292,937448,w
937482,939760,u
942650,948022,hw
959820,1057978,sr
1087524,1087524,99
