epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1565453764018,2019-08-10T09:16:04.018,0.000,-0.305,-0.366,-0.244
1565453764039,2019-08-10T09:16:04.039,0.021,-0.427,-0.244,-0.183
1565453764059,2019-08-10T09:16:04.059,0.041,-0.549,-0.061,-0.366
1565453764080,2019-08-10T09:16:04.080,0.062,-0.488,-0.061,-0.427
1565453764100,2019-08-10T09:16:04.100,0.082,-0.549,-0.061,-0.366
1565453764121,2019-08-10T09:16:04.121,0.103,-0.549,-0.061,-0.366
1565453764141,2019-08-10T09:16:04.141,0.123,-0.488,-0.061,-0.366
1565453764160,2019-08-10T09:16:04.160,0.142,-0.427,-0.061,-0.366
1565453764181,2019-08-10T09:16:04.181,0.163,-0.549,0.000,-0.427
1565453764201,2019-08-10T09:16:04.201,0.183,-0.488,-0.061,-0.366
1565453764222,2019-08-10T09:16:04.222,0.204,-0.488,-0.061,-0.305
1565453764242,2019-08-10T09:16:04.242,0.224,-0.549,-0.061,-0.305
1565453764263,2019-08-10T09:16:04.263,0.245,-0.549,0.000,-0.305
1565453764283,2019-08-10T09:16:04.283,0.265,-0.549,0.000,-0.305
1565453764304,2019-08-10T09:16:04.304,0.286,-0.488,-0.061,-0.366
1565453764323,2019-08-10T09:16:04.323,0.305,-0.427,-0.122,-0.366
1565453764343,2019-08-10T09:16:04.343,0.325,-0.488,-0.061,-0.366
1565453764364,2019-08-10T09:16:04.364,0.346,-0.488,-0.061,-0.366
1565453764384,2019-08-10T09:16:04.384,0.366,-0.488,-0.122,-0.305
1565453764405,2019-08-10T09:16:04.405,0.387,-0.488,-0.061,-0.305
1565453764425,2019-08-10T09:16:04.425,0.407,-0.488,0.000,-0.366
1565453764446,2019-08-10T09:16:04.446,0.428,-0.488,0.061,-0.305
1565453764465,2019-08-10T09:16:04.465,0.447,-0.549,0.000,-0.366
1565453764486,2019-08-10T09:16:04.486,0.468,-0.427,0.000,-0.305
1565453764506,2019-08-10T09:16:04.506,0.488,-0.488,-0.061,-0.305
1565453764527,2019-08-10T09:16:04.527,0.509,-0.549,-0.061,-0.366
1565453764547,2019-08-10T09:16:04.547,0.529,-0.488,0.000,-0.427
1565453764568,2019-08-10T09:16:04.568,0.550,-0.488,-0.061,-0.366
1565453764588,2019-08-10T09:16:04.588,0.570,-0.488,-0.061,-0.366
1565453764607,2019-08-10T09:16:04.607,0.589,-0.488,-0.061,-0.305
1565453764628,2019-08-10T09:16:04.628,0.610,-0.549,-0.061,-0.366
1565453764648,2019-08-10T09:16:04.648,0.630,-0.488,-0.061,-0.366
1565453764669,2019-08-10T09:16:04.669,0.651,-0.488,-0.061,-0.305
1565453764689,2019-08-10T09:16:04.689,0.671,-0.488,-0.061,-0.305
1565453764710,2019-08-10T09:16:04.710,0.692,-0.488,-0.061,-0.366
1565453764730,2019-08-10T09:16:04.730,0.712,-0.488,-0.061,-0.366
1565453764749,2019-08-10T09:16:04.749,0.731,-0.427,-0.061,-0.366
1565453764770,2019-08-10T09:16:04.770,0.752,-0.549,-0.061,-0.366
1565453764790,2019-08-10T09:16:04.790,0.772,-0.549,-0.061,-0.305
1565453764811,2019-08-10T09:16:04.811,0.793,-0.549,-0.061,-0.366
1565453764831,2019-08-10T09:16:04.831,0.813,-0.488,-0.061,-0.305
1565453764852,2019-08-10T09:16:04.852,0.834,-0.488,-0.122,-0.305
1565453764872,2019-08-10T09:16:04.872,0.854,-0.488,0.000,-0.305
1565453764893,2019-08-10T09:16:04.893,0.875,-0.549,-0.061,-0.366
1565453764912,2019-08-10T09:16:04.912,0.894,-0.488,-0.061,-0.366
1565453764932,2019-08-10T09:16:04.932,0.914,-0.488,-0.061,-0.366
1565453764953,2019-08-10T09:16:04.953,0.935,-0.549,-0.122,-0.305
1565453764973,2019-08-10T09:16:04.973,0.955,-0.549,-0.061,-0.366
1565453764994,2019-08-10T09:16:04.994,0.976,-0.488,-0.061,-0.366
1565453765014,2019-08-10T09:16:05.014,0.996,-0.427,-0.061,-0.366
1565453765035,2019-08-10T09:16:05.035,1.017,-0.488,-0.061,-0.366
1565453765054,2019-08-10T09:16:05.054,1.036,-0.549,0.000,-0.305
1565453765074,2019-08-10T09:16:05.074,1.056,-0.488,-0.061,-0.366
1565453765095,2019-08-10T09:16:05.095,1.077,-0.549,-0.061,-0.305
1565453765115,2019-08-10T09:16:05.115,1.097,-0.488,0.000,-0.305
1565453765136,2019-08-10T09:16:05.136,1.118,-0.488,0.000,-0.305
1565453765156,2019-08-10T09:16:05.156,1.138,-0.427,-0.061,-0.305
1565453765177,2019-08-10T09:16:05.177,1.159,-0.427,0.000,-0.366
1565453765196,2019-08-10T09:16:05.196,1.178,-0.488,-0.061,-0.366
1565453765217,2019-08-10T09:16:05.217,1.199,-0.488,-0.061,-0.366
1565453765237,2019-08-10T09:16:05.237,1.219,-0.549,-0.061,-0.305
1565453765258,2019-08-10T09:16:05.258,1.240,-0.549,0.000,-0.305
1565453765278,2019-08-10T09:16:05.278,1.260,-0.549,0.000,-0.305
1565453765299,2019-08-10T09:16:05.299,1.281,-0.549,-0.061,-0.366
1565453765319,2019-08-10T09:16:05.319,1.301,-0.549,-0.061,-0.366
1565453765340,2019-08-10T09:16:05.340,1.322,-0.549,-0.061,-0.366
1565453765359,2019-08-10T09:16:05.359,1.341,-0.549,-0.061,-0.366
1565453765379,2019-08-10T09:16:05.379,1.361,-0.488,-0.061,-0.366
1565453765400,2019-08-10T09:16:05.400,1.382,-0.488,-0.061,-0.366
1565453765420,2019-08-10T09:16:05.420,1.402,-0.549,-0.061,-0.366
1565453765441,2019-08-10T09:16:05.441,1.423,-0.549,-0.061,-0.366
1565453765461,2019-08-10T09:16:05.461,1.443,-0.488,-0.061,-0.366
1565453765482,2019-08-10T09:16:05.482,1.464,-0.488,0.000,-0.366
1565453765501,2019-08-10T09:16:05.501,1.483,-0.549,-0.061,-0.366
1565453765521,2019-08-10T09:16:05.521,1.503,-0.488,-0.061,-0.366
1565453765542,2019-08-10T09:16:05.542,1.524,-0.549,-0.061,-0.366
1565453765562,2019-08-10T09:16:05.562,1.544,-0.549,-0.061,-0.366
1565453765583,2019-08-10T09:16:05.583,1.565,-0.549,-0.061,-0.366
1565453765603,2019-08-10T09:16:05.603,1.585,-0.549,-0.061,-0.366
1565453765624,2019-08-10T09:16:05.624,1.606,-0.488,0.000,-0.305
1565453765643,2019-08-10T09:16:05.643,1.625,-0.610,-0.061,-0.366
1565453765663,2019-08-10T09:16:05.663,1.645,-0.610,-0.061,-0.366
1565453765684,2019-08-10T09:16:05.684,1.666,-0.549,-0.122,-0.366
1565453765704,2019-08-10T09:16:05.704,1.686,-0.427,-0.061,-0.305
1565453765725,2019-08-10T09:16:05.725,1.707,-0.488,-0.061,-0.366
1565453765745,2019-08-10T09:16:05.745,1.727,-0.549,-0.122,-0.366
1565453765766,2019-08-10T09:16:05.766,1.748,-0.549,-0.061,-0.366
1565453765785,2019-08-10T09:16:05.785,1.767,-0.488,-0.061,-0.366
1565453765805,2019-08-10T09:16:05.805,1.787,-0.549,0.000,-0.366
1565453765826,2019-08-10T09:16:05.826,1.808,-0.488,-0.061,-0.305
1565453765846,2019-08-10T09:16:05.846,1.828,-0.488,-0.122,-0.366
1565453765867,2019-08-10T09:16:05.867,1.849,-0.549,-0.061,-0.305
1565453765887,2019-08-10T09:16:05.887,1.869,-0.549,-0.122,-0.366
1565453765908,2019-08-10T09:16:05.908,1.890,-0.549,-0.122,-0.427
1565453765927,2019-08-10T09:16:05.927,1.909,-0.549,-0.122,-0.366
1565453765947,2019-08-10T09:16:05.947,1.929,-0.549,-0.061,-0.305
1565453765968,2019-08-10T09:16:05.968,1.950,-0.488,-0.061,-0.366
1565453765988,2019-08-10T09:16:05.988,1.970,-0.549,-0.061,-0.366
1565453766009,2019-08-10T09:16:06.009,1.991,-0.549,-0.061,-0.366
1565453766029,2019-08-10T09:16:06.029,2.011,-0.488,-0.061,-0.366
1565453766050,2019-08-10T09:16:06.050,2.032,-0.488,-0.122,-0.366
1565453766071,2019-08-10T09:16:06.071,2.053,-0.488,-0.061,-0.366
1565453766090,2019-08-10T09:16:06.090,2.072,-0.488,0.000,-0.305
1565453766110,2019-08-10T09:16:06.110,2.092,-0.549,-0.061,-0.366
1565453766131,2019-08-10T09:16:06.131,2.113,-0.488,-0.061,-0.366
1565453766151,2019-08-10T09:16:06.151,2.133,-0.549,-0.061,-0.305
1565453766172,2019-08-10T09:16:06.172,2.154,-0.488,-0.061,-0.366
1565453766192,2019-08-10T09:16:06.192,2.174,-0.488,-0.061,-0.366
1565453766213,2019-08-10T09:16:06.213,2.195,-0.488,0.000,-0.366
1565453766232,2019-08-10T09:16:06.232,2.214,-0.549,-0.061,-0.366
1565453766252,2019-08-10T09:16:06.252,2.234,-0.488,-0.061,-0.427
1565453766273,2019-08-10T09:16:06.273,2.255,-0.488,-0.061,-0.488
1565453766293,2019-08-10T09:16:06.293,2.275,-0.549,-0.061,-0.366
1565453766314,2019-08-10T09:16:06.314,2.296,-0.488,-0.122,-0.427
1565453766334,2019-08-10T09:16:06.334,2.316,-0.488,-0.122,-0.366
1565453766355,2019-08-10T09:16:06.355,2.337,-0.549,-0.061,-0.366
1565453766374,2019-08-10T09:16:06.374,2.356,-0.549,0.000,-0.305
1565453766394,2019-08-10T09:16:06.394,2.376,-0.488,-0.061,-0.305
1565453766415,2019-08-10T09:16:06.415,2.397,-0.488,-0.122,-0.366
1565453766435,2019-08-10T09:16:06.435,2.417,-0.488,-0.061,-0.366
1565453766456,2019-08-10T09:16:06.456,2.438,-0.488,-0.061,-0.366
1565453766476,2019-08-10T09:16:06.476,2.458,-0.549,-0.122,-0.366
1565453766497,2019-08-10T09:16:06.497,2.479,-0.549,-0.061,-0.366
1565453766517,2019-08-10T09:16:06.517,2.499,-0.549,-0.061,-0.427
1565453766536,2019-08-10T09:16:06.536,2.518,-0.488,-0.061,-0.366
1565453766557,2019-08-10T09:16:06.557,2.539,-0.488,-0.061,-0.366
1565453766577,2019-08-10T09:16:06.577,2.559,-0.549,-0.061,-0.366
1565453766598,2019-08-10T09:16:06.598,2.580,-0.549,0.000,-0.305
1565453766618,2019-08-10T09:16:06.618,2.600,-0.488,-0.061,-0.366
1565453766639,2019-08-10T09:16:06.639,2.621,-0.549,0.000,-0.366
1565453766659,2019-08-10T09:16:06.659,2.641,-0.549,-0.061,-0.366
1565453766678,2019-08-10T09:16:06.678,2.660,-0.549,-0.061,-0.305
1565453766699,2019-08-10T09:16:06.699,2.681,-0.488,-0.061,-0.366
1565453766719,2019-08-10T09:16:06.719,2.701,-0.488,-0.122,-0.366
1565453766740,2019-08-10T09:16:06.740,2.722,-0.488,-0.122,-0.366
1565453766760,2019-08-10T09:16:06.760,2.742,-0.488,-0.061,-0.366
1565453766781,2019-08-10T09:16:06.781,2.763,-0.488,-0.061,-0.366
1565453766801,2019-08-10T09:16:06.801,2.783,-0.488,-0.061,-0.305
1565453766821,2019-08-10T09:16:06.821,2.803,-0.488,-0.061,-0.305
1565453766841,2019-08-10T09:16:06.841,2.823,-0.488,-0.061,-0.305
1565453766862,2019-08-10T09:16:06.862,2.844,-0.549,-0.061,-0.305
1565453766882,2019-08-10T09:16:06.882,2.864,-0.488,-0.061,-0.305
1565453766903,2019-08-10T09:16:06.903,2.885,-0.549,-0.061,-0.305
1565453766923,2019-08-10T09:16:06.923,2.905,-0.488,-0.061,-0.366
1565453766944,2019-08-10T09:16:06.944,2.926,-0.488,-0.061,-0.366
1565453766963,2019-08-10T09:16:06.963,2.945,-0.488,0.000,-0.366
1565453766983,2019-08-10T09:16:06.983,2.965,-0.549,-0.061,-0.366
1565453767004,2019-08-10T09:16:07.004,2.986,-0.549,-0.061,-0.305
1565453767024,2019-08-10T09:16:07.024,3.006,-0.549,-0.061,-0.305
1565453767045,2019-08-10T09:16:07.045,3.027,-0.488,-0.061,-0.305
1565453767065,2019-08-10T09:16:07.065,3.047,-0.549,-0.122,-0.366
1565453767086,2019-08-10T09:16:07.086,3.068,-0.549,-0.061,-0.366
1565453767106,2019-08-10T09:16:07.106,3.088,-0.549,-0.061,-0.366
1565453767125,2019-08-10T09:16:07.125,3.107,-0.427,-0.061,-0.366
1565453767146,2019-08-10T09:16:07.146,3.128,-0.488,-0.061,-0.366
1565453767166,2019-08-10T09:16:07.166,3.148,-0.549,-0.061,-0.427
1565453767187,2019-08-10T09:16:07.187,3.169,-0.488,0.000,-0.427
1565453767207,2019-08-10T09:16:07.207,3.189,-0.549,-0.061,-0.366
1565453767228,2019-08-10T09:16:07.228,3.210,-0.610,-0.061,-0.366
1565453767248,2019-08-10T09:16:07.248,3.230,-0.427,-0.061,-0.366
1565453767267,2019-08-10T09:16:07.267,3.249,-0.488,-0.122,-0.366
1565453767288,2019-08-10T09:16:07.288,3.270,-0.488,-0.061,-0.366
1565453767308,2019-08-10T09:16:07.308,3.290,-0.427,-0.061,-0.366
1565453767329,2019-08-10T09:16:07.329,3.311,-0.488,-0.061,-0.366
1565453767349,2019-08-10T09:16:07.349,3.331,-0.488,-0.122,-0.366
1565453767370,2019-08-10T09:16:07.370,3.352,-0.488,0.000,-0.366
1565453767390,2019-08-10T09:16:07.390,3.372,-0.610,-0.061,-0.366
1565453767409,2019-08-10T09:16:07.409,3.391,-0.549,-0.061,-0.366
1565453767430,2019-08-10T09:16:07.430,3.412,-0.549,-0.122,-0.427
1565453767450,2019-08-10T09:16:07.450,3.432,-0.549,-0.122,-0.366
1565453767471,2019-08-10T09:16:07.471,3.453,-0.488,-0.061,-0.366
1565453767491,2019-08-10T09:16:07.491,3.473,-0.488,-0.061,-0.366
1565453767512,2019-08-10T09:16:07.512,3.494,-0.488,-0.061,-0.366
1565453767532,2019-08-10T09:16:07.532,3.514,-0.488,-0.061,-0.305
1565453767551,2019-08-10T09:16:07.551,3.533,-0.488,-0.061,-0.366
1565453767572,2019-08-10T09:16:07.572,3.554,-0.488,0.000,-0.366
1565453767592,2019-08-10T09:16:07.592,3.574,-0.488,-0.061,-0.366
1565453767613,2019-08-10T09:16:07.613,3.595,-0.549,-0.122,-0.366
1565453767633,2019-08-10T09:16:07.633,3.615,-0.549,-0.061,-0.427
1565453767654,2019-08-10T09:16:07.654,3.636,-0.549,-0.061,-0.366
