epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1565459084703,2019-08-10T10:44:44.703,1.596,0.048,-0.053,1.009
1565459084724,2019-08-10T10:44:44.724,1.617,0.061,-0.063,1.017
1565459084743,2019-08-10T10:44:44.743,1.636,0.059,-0.049,1.014
1565459084762,2019-08-10T10:44:44.762,1.655,0.053,-0.046,1.011
1565459084782,2019-08-10T10:44:44.782,1.675,0.051,-0.047,1.013
1565459084801,2019-08-10T10:44:44.801,1.694,0.054,-0.061,1.013
1565459084822,2019-08-10T10:44:44.822,1.715,0.057,-0.060,1.013
1565459084841,2019-08-10T10:44:44.841,1.734,0.052,-0.046,1.010
1565459084862,2019-08-10T10:44:44.862,1.755,0.054,-0.042,1.012
1565459084881,2019-08-10T10:44:44.881,1.774,0.063,-0.055,1.017
1565459084901,2019-08-10T10:44:44.901,1.794,0.054,-0.057,1.013
1565459084920,2019-08-10T10:44:44.920,1.813,0.047,-0.047,1.008
1565459084941,2019-08-10T10:44:44.941,1.834,0.053,-0.056,1.014
1565459084960,2019-08-10T10:44:44.960,1.853,0.057,-0.055,1.012
1565459084979,2019-08-10T10:44:44.979,1.872,0.058,-0.049,1.014
1565459084999,2019-08-10T10:44:44.999,1.892,0.055,-0.048,1.014
1565459085018,2019-08-10T10:44:45.018,1.911,0.051,-0.044,1.011
1565459085039,2019-08-10T10:44:45.039,1.932,0.057,-0.060,1.018
1565459085058,2019-08-10T10:44:45.058,1.951,0.056,-0.059,1.014
1565459085078,2019-08-10T10:44:45.078,1.971,0.050,-0.039,1.009
1565459085097,2019-08-10T10:44:45.097,1.990,0.057,-0.049,1.015
1565459085118,2019-08-10T10:44:45.118,2.011,0.058,-0.053,1.016
1565459085137,2019-08-10T10:44:45.137,2.030,0.054,-0.051,1.013
1565459085157,2019-08-10T10:44:45.157,2.050,0.051,-0.052,1.013
1565459085176,2019-08-10T10:44:45.176,2.069,0.053,-0.048,1.012
1565459085196,2019-08-10T10:44:45.196,2.089,0.059,-0.052,1.013
1565459085216,2019-08-10T10:44:45.216,2.109,0.058,-0.050,1.015
1565459085235,2019-08-10T10:44:45.235,2.128,0.049,-0.038,1.019
1565459085256,2019-08-10T10:44:45.256,2.149,0.058,-0.063,1.014
1565459085275,2019-08-10T10:44:45.275,2.168,0.057,-0.055,1.011
1565459085295,2019-08-10T10:44:45.295,2.188,0.051,-0.045,1.016
1565459085314,2019-08-10T10:44:45.314,2.207,0.054,-0.048,1.016
1565459085335,2019-08-10T10:44:45.335,2.228,0.060,-0.047,1.015
1565459085354,2019-08-10T10:44:45.354,2.247,0.060,-0.058,1.016
1565459085374,2019-08-10T10:44:45.374,2.267,0.050,-0.046,1.017
1565459085393,2019-08-10T10:44:45.393,2.286,0.049,-0.054,1.009
1565459085412,2019-08-10T10:44:45.412,2.305,0.055,-0.056,1.018
1565459085433,2019-08-10T10:44:45.433,2.326,0.059,-0.053,1.019
1565459085452,2019-08-10T10:44:45.452,2.345,0.055,-0.047,1.010
1565459085472,2019-08-10T10:44:45.472,2.365,0.053,-0.042,1.014
1565459085491,2019-08-10T10:44:45.491,2.384,0.058,-0.063,1.016
1565459085512,2019-08-10T10:44:45.512,2.405,0.056,-0.053,1.014
1565459085531,2019-08-10T10:44:45.531,2.424,0.053,-0.046,1.012
1565459085551,2019-08-10T10:44:45.551,2.444,0.055,-0.048,1.013
1565459085571,2019-08-10T10:44:45.571,2.464,0.058,-0.049,1.016
1565459085591,2019-08-10T10:44:45.591,2.484,0.058,-0.058,1.016
1565459085610,2019-08-10T10:44:45.610,2.503,0.049,-0.046,1.011
1565459085629,2019-08-10T10:44:45.629,2.522,0.050,-0.049,1.013
1565459085650,2019-08-10T10:44:45.650,2.543,0.058,-0.058,1.017
1565459085669,2019-08-10T10:44:45.669,2.562,0.057,-0.047,1.014
1565459085689,2019-08-10T10:44:45.689,2.582,0.054,-0.046,1.012
1565459085708,2019-08-10T10:44:45.708,2.601,0.054,-0.049,1.014
1565459085729,2019-08-10T10:44:45.729,2.622,0.055,-0.054,1.016
1565459085748,2019-08-10T10:44:45.748,2.641,0.056,-0.058,1.013
1565459085768,2019-08-10T10:44:45.768,2.661,0.052,-0.047,1.013
1565459085787,2019-08-10T10:44:45.787,2.680,0.054,-0.046,1.011
1565459085808,2019-08-10T10:44:45.808,2.701,0.059,-0.054,1.016
1565459085827,2019-08-10T10:44:45.827,2.720,0.057,-0.053,1.013
1565459085846,2019-08-10T10:44:45.846,2.739,0.049,-0.050,1.012
1565459085866,2019-08-10T10:44:45.866,2.759,0.054,-0.051,1.014
1565459085885,2019-08-10T10:44:45.885,2.778,0.061,-0.051,1.014
1565459085906,2019-08-10T10:44:45.906,2.799,0.058,-0.049,1.014
1565459085925,2019-08-10T10:44:45.925,2.818,0.053,-0.047,1.012
1565459085946,2019-08-10T10:44:45.946,2.839,0.052,-0.050,1.011
1565459085965,2019-08-10T10:44:45.965,2.858,0.055,-0.055,1.016
1565459085985,2019-08-10T10:44:45.985,2.878,0.053,-0.055,1.016
1565459086004,2019-08-10T10:44:46.004,2.897,0.053,-0.046,1.012
1565459086025,2019-08-10T10:44:46.025,2.918,0.056,-0.047,1.014
1565459086044,2019-08-10T10:44:46.044,2.937,0.056,-0.054,1.015
1565459086063,2019-08-10T10:44:46.063,2.956,0.053,-0.051,1.013
1565459086083,2019-08-10T10:44:46.083,2.976,0.052,-0.053,1.013
1565459086102,2019-08-10T10:44:46.102,2.995,0.053,-0.050,1.014
1565459086123,2019-08-10T10:44:46.123,3.016,0.056,-0.050,1.012
1565459086142,2019-08-10T10:44:46.142,3.035,0.059,-0.052,1.014
1565459086162,2019-08-10T10:44:46.162,3.055,0.053,-0.046,1.012
1565459086181,2019-08-10T10:44:46.181,3.074,0.054,-0.052,1.014
1565459086202,2019-08-10T10:44:46.202,3.095,0.055,-0.056,1.012
1565459086221,2019-08-10T10:44:46.221,3.114,0.055,-0.048,1.011
1565459086241,2019-08-10T10:44:46.241,3.134,0.056,-0.047,1.012
1565459086260,2019-08-10T10:44:46.260,3.153,0.057,-0.051,1.012
1565459086280,2019-08-10T10:44:46.280,3.173,0.056,-0.055,1.015
1565459086300,2019-08-10T10:44:46.300,3.193,0.054,-0.054,1.014
1565459086319,2019-08-10T10:44:46.319,3.212,0.051,-0.049,1.013
1565459086340,2019-08-10T10:44:46.340,3.233,0.054,-0.050,1.012
1565459086359,2019-08-10T10:44:46.359,3.252,0.061,-0.051,1.014
1565459086379,2019-08-10T10:44:46.379,3.272,0.057,-0.048,1.012
1565459086398,2019-08-10T10:44:46.398,3.291,0.053,-0.049,1.012
1565459086419,2019-08-10T10:44:46.419,3.312,0.055,-0.053,1.015
1565459086438,2019-08-10T10:44:46.438,3.331,0.055,-0.053,1.014
1565459086458,2019-08-10T10:44:46.458,3.351,0.056,-0.050,1.013
1565459086477,2019-08-10T10:44:46.477,3.370,0.056,-0.047,1.012
1565459086496,2019-08-10T10:44:46.496,3.389,0.055,-0.049,1.013
1565459086517,2019-08-10T10:44:46.517,3.410,0.057,-0.055,1.014
1565459086536,2019-08-10T10:44:46.536,3.429,0.053,-0.053,1.013
1565459086556,2019-08-10T10:44:46.556,3.449,0.054,-0.048,1.012
1565459086575,2019-08-10T10:44:46.575,3.468,0.057,-0.051,1.014
1565459086596,2019-08-10T10:44:46.596,3.489,0.055,-0.050,1.012
1565459086615,2019-08-10T10:44:46.615,3.508,0.052,-0.049,1.012
1565459086635,2019-08-10T10:44:46.635,3.528,0.052,-0.052,1.015
1565459086655,2019-08-10T10:44:46.655,3.548,0.054,-0.050,1.013
1565459086674,2019-08-10T10:44:46.674,3.567,0.057,-0.053,1.014
1565459086694,2019-08-10T10:44:46.694,3.587,0.057,-0.050,1.013
1565459086713,2019-08-10T10:44:46.713,3.606,0.056,-0.046,1.014
1565459086734,2019-08-10T10:44:46.734,3.627,0.054,-0.053,1.015
1565459086753,2019-08-10T10:44:46.753,3.646,0.053,-0.053,1.014
1565459086773,2019-08-10T10:44:46.773,3.666,0.054,-0.050,1.015
1565459086792,2019-08-10T10:44:46.792,3.685,0.055,-0.050,1.014
1565459086813,2019-08-10T10:44:46.813,3.706,0.057,-0.048,1.014
1565459086832,2019-08-10T10:44:46.832,3.725,0.058,-0.050,1.014
1565459086852,2019-08-10T10:44:46.852,3.745,0.054,-0.052,1.015
1565459086871,2019-08-10T10:44:46.871,3.764,0.052,-0.050,1.013
1565459086890,2019-08-10T10:44:46.890,3.783,0.055,-0.052,1.014
1565459086911,2019-08-10T10:44:46.911,3.804,0.057,-0.053,1.015
1565459086930,2019-08-10T10:44:46.930,3.823,0.055,-0.050,1.013
1565459086950,2019-08-10T10:44:46.950,3.843,0.056,-0.050,1.013
1565459086969,2019-08-10T10:44:46.969,3.862,0.056,-0.054,1.013
1565459086990,2019-08-10T10:44:46.990,3.883,0.053,-0.053,1.011
1565459087009,2019-08-10T10:44:47.009,3.902,0.054,-0.055,1.012
1565459087030,2019-08-10T10:44:47.030,3.923,0.054,-0.051,1.012
1565459087049,2019-08-10T10:44:47.049,3.942,0.057,-0.050,1.013
1565459087069,2019-08-10T10:44:47.069,3.962,0.056,-0.053,1.015
1565459087088,2019-08-10T10:44:47.088,3.981,0.054,-0.051,1.014
1565459087107,2019-08-10T10:44:47.107,4.000,0.054,-0.052,1.012
1565459087128,2019-08-10T10:44:47.128,4.021,0.055,-0.053,1.014
1565459087147,2019-08-10T10:44:47.147,4.040,0.056,-0.048,1.014
1565459087167,2019-08-10T10:44:47.167,4.060,0.055,-0.050,1.013
1565459087186,2019-08-10T10:44:47.186,4.079,0.056,-0.049,1.013
1565459087207,2019-08-10T10:44:47.207,4.100,0.053,-0.050,1.013
1565459087226,2019-08-10T10:44:47.226,4.119,0.056,-0.053,1.015
1565459087246,2019-08-10T10:44:47.246,4.139,0.055,-0.050,1.014
1565459087265,2019-08-10T10:44:47.265,4.158,0.055,-0.049,1.014
1565459087286,2019-08-10T10:44:47.286,4.179,0.054,-0.052,1.014
1565459087305,2019-08-10T10:44:47.305,4.198,0.054,-0.052,1.014
1565459087324,2019-08-10T10:44:47.324,4.217,0.054,-0.052,1.014
1565459087344,2019-08-10T10:44:47.344,4.237,0.055,-0.053,1.016
1565459087363,2019-08-10T10:44:47.363,4.256,0.054,-0.051,1.012
1565459087384,2019-08-10T10:44:47.384,4.277,0.055,-0.051,1.015
1565459087403,2019-08-10T10:44:47.403,4.296,0.055,-0.051,1.015
1565459087424,2019-08-10T10:44:47.424,4.317,0.053,-0.052,1.014
1565459087443,2019-08-10T10:44:47.443,4.336,0.054,-0.053,1.012
1565459087463,2019-08-10T10:44:47.463,4.356,0.055,-0.052,1.013
1565459087482,2019-08-10T10:44:47.482,4.375,0.054,-0.050,1.011
1565459087503,2019-08-10T10:44:47.503,4.396,0.055,-0.052,1.016
1565459087522,2019-08-10T10:44:47.522,4.415,0.056,-0.050,1.013
1565459087541,2019-08-10T10:44:47.541,4.434,0.055,-0.051,1.012
1565459087561,2019-08-10T10:44:47.561,4.454,0.054,-0.052,1.012
1565459087580,2019-08-10T10:44:47.580,4.473,0.052,-0.050,1.012
1565459087601,2019-08-10T10:44:47.601,4.494,0.056,-0.049,1.013
1565459087620,2019-08-10T10:44:47.620,4.513,0.056,-0.050,1.013
1565459087640,2019-08-10T10:44:47.640,4.533,0.053,-0.049,1.013
1565459087659,2019-08-10T10:44:47.659,4.552,0.053,-0.052,1.013
1565459087680,2019-08-10T10:44:47.680,4.573,0.053,-0.051,1.016
1565459087699,2019-08-10T10:44:47.699,4.592,0.054,-0.049,1.015
1565459087719,2019-08-10T10:44:47.719,4.612,0.055,-0.050,1.016
1565459087738,2019-08-10T10:44:47.738,4.631,0.056,-0.049,1.014
1565459087758,2019-08-10T10:44:47.758,4.651,0.056,-0.049,1.014
1565459087778,2019-08-10T10:44:47.778,4.671,0.054,-0.053,1.013
1565459087797,2019-08-10T10:44:47.797,4.690,0.054,-0.052,1.014
1565459087818,2019-08-10T10:44:47.818,4.711,0.057,-0.050,1.014
1565459087837,2019-08-10T10:44:47.837,4.730,0.056,-0.051,1.014
1565459087857,2019-08-10T10:44:47.857,4.750,0.055,-0.050,1.013
1565459087876,2019-08-10T10:44:47.876,4.769,0.054,-0.053,1.014
1565459087897,2019-08-10T10:44:47.897,4.790,0.053,-0.053,1.014
1565459087916,2019-08-10T10:44:47.916,4.809,0.055,-0.051,1.011
1565459087936,2019-08-10T10:44:47.936,4.829,0.057,-0.051,1.014
1565459087955,2019-08-10T10:44:47.955,4.848,0.055,-0.052,1.014
1565459087974,2019-08-10T10:44:47.974,4.867,0.056,-0.049,1.012
1565459087995,2019-08-10T10:44:47.995,4.888,0.055,-0.051,1.016
1565459088014,2019-08-10T10:44:48.014,4.907,0.055,-0.052,1.014
1565459088034,2019-08-10T10:44:48.034,4.927,0.055,-0.052,1.013
1565459088053,2019-08-10T10:44:48.053,4.946,0.057,-0.050,1.012
1565459088074,2019-08-10T10:44:48.074,4.967,0.056,-0.050,1.013
1565459088093,2019-08-10T10:44:48.093,4.986,0.055,-0.052,1.014
1565459088113,2019-08-10T10:44:48.113,5.006,0.055,-0.052,1.016
1565459088133,2019-08-10T10:44:48.133,5.026,0.055,-0.051,1.013
1565459088153,2019-08-10T10:44:48.153,5.046,0.056,-0.051,1.012
1565459088172,2019-08-10T10:44:48.172,5.065,0.056,-0.051,1.013
1565459088191,2019-08-10T10:44:48.191,5.084,0.054,-0.049,1.013
1565459088212,2019-08-10T10:44:48.212,5.105,0.055,-0.050,1.012
1565459088231,2019-08-10T10:44:48.231,5.124,0.055,-0.053,1.013
1565459088251,2019-08-10T10:44:48.251,5.144,0.055,-0.051,1.012
1565459088270,2019-08-10T10:44:48.270,5.163,0.055,-0.052,1.015
1565459088291,2019-08-10T10:44:48.291,5.184,0.053,-0.050,1.015
1565459088310,2019-08-10T10:44:48.310,5.203,0.057,-0.052,1.013
1565459088330,2019-08-10T10:44:48.330,5.223,0.056,-0.052,1.014
1565459088349,2019-08-10T10:44:48.349,5.242,0.053,-0.050,1.015
1565459088370,2019-08-10T10:44:48.370,5.263,0.053,-0.051,1.015
1565459088389,2019-08-10T10:44:48.389,5.282,0.054,-0.051,1.015
1565459088408,2019-08-10T10:44:48.408,5.301,0.054,-0.050,1.011
1565459088428,2019-08-10T10:44:48.428,5.321,0.053,-0.050,1.014
1565459088447,2019-08-10T10:44:48.447,5.340,0.055,-0.051,1.013
1565459088468,2019-08-10T10:44:48.468,5.361,0.055,-0.051,1.014
1565459088487,2019-08-10T10:44:48.487,5.380,0.055,-0.050,1.014
1565459088508,2019-08-10T10:44:48.508,5.401,0.054,-0.049,1.011
1565459088527,2019-08-10T10:44:48.527,5.420,0.054,-0.050,1.011
1565459088547,2019-08-10T10:44:48.547,5.440,0.054,-0.051,1.015
1565459088566,2019-08-10T10:44:48.566,5.459,0.055,-0.050,1.011
1565459088587,2019-08-10T10:44:48.587,5.480,0.053,-0.052,1.013
1565459088606,2019-08-10T10:44:48.606,5.499,0.054,-0.053,1.015
1565459088625,2019-08-10T10:44:48.625,5.518,0.054,-0.051,1.013
1565459088645,2019-08-10T10:44:48.645,5.538,0.055,-0.051,1.013
1565459088664,2019-08-10T10:44:48.664,5.557,0.053,-0.051,1.013
1565459088685,2019-08-10T10:44:48.685,5.578,0.055,-0.051,1.014
1565459088704,2019-08-10T10:44:48.704,5.597,0.054,-0.052,1.015
1565459088724,2019-08-10T10:44:48.724,5.617,0.054,-0.051,1.012
1565459088743,2019-08-10T10:44:48.743,5.636,0.054,-0.049,1.013
1565459088764,2019-08-10T10:44:48.764,5.657,0.056,-0.050,1.014
1565459088783,2019-08-10T10:44:48.783,5.676,0.055,-0.051,1.013
1565459088803,2019-08-10T10:44:48.803,5.696,0.054,-0.052,1.013
1565459088822,2019-08-10T10:44:48.822,5.715,0.054,-0.052,1.015
1565459088842,2019-08-10T10:44:48.842,5.735,0.057,-0.051,1.012
1565459088862,2019-08-10T10:44:48.862,5.755,0.055,-0.052,1.013
1565459088881,2019-08-10T10:44:48.881,5.774,0.055,-0.050,1.015
1565459088902,2019-08-10T10:44:48.902,5.795,0.054,-0.050,1.012
1565459088921,2019-08-10T10:44:48.921,5.814,0.054,-0.053,1.014
1565459088941,2019-08-10T10:44:48.941,5.834,0.055,-0.051,1.012
1565459088960,2019-08-10T10:44:48.960,5.853,0.056,-0.050,1.012
1565459088981,2019-08-10T10:44:48.981,5.874,0.056,-0.048,1.014
1565459089000,2019-08-10T10:44:49.000,5.893,0.054,-0.051,1.013
1565459089020,2019-08-10T10:44:49.020,5.913,0.055,-0.051,1.013
1565459089039,2019-08-10T10:44:49.039,5.932,0.055,-0.052,1.013
1565459089058,2019-08-10T10:44:49.058,5.951,0.051,-0.051,1.013
1565459089079,2019-08-10T10:44:49.079,5.972,0.052,-0.051,1.015
1565459089098,2019-08-10T10:44:49.098,5.991,0.055,-0.050,1.014
1565459089118,2019-08-10T10:44:49.118,6.011,0.056,-0.047,1.012
1565459089137,2019-08-10T10:44:49.137,6.030,0.054,-0.050,1.013
1565459089158,2019-08-10T10:44:49.158,6.051,0.055,-0.052,1.013
1565459089177,2019-08-10T10:44:49.177,6.070,0.055,-0.051,1.013
1565459089197,2019-08-10T10:44:49.197,6.090,0.055,-0.051,1.012
1565459089217,2019-08-10T10:44:49.217,6.110,0.054,-0.049,1.011
1565459089237,2019-08-10T10:44:49.237,6.130,0.052,-0.050,1.014
1565459089256,2019-08-10T10:44:49.256,6.149,0.055,-0.052,1.015
1565459089275,2019-08-10T10:44:49.275,6.168,0.052,-0.050,1.015
1565459089296,2019-08-10T10:44:49.296,6.189,0.054,-0.050,1.014
1565459089315,2019-08-10T10:44:49.315,6.208,0.056,-0.051,1.015
1565459089335,2019-08-10T10:44:49.335,6.228,0.053,-0.050,1.014
1565459089354,2019-08-10T10:44:49.354,6.247,0.053,-0.051,1.014
1565459089375,2019-08-10T10:44:49.375,6.268,0.054,-0.052,1.013
1565459089394,2019-08-10T10:44:49.394,6.287,0.055,-0.051,1.015
1565459089414,2019-08-10T10:44:49.414,6.307,0.055,-0.051,1.017
1565459089433,2019-08-10T10:44:49.433,6.326,0.057,-0.050,1.015
1565459089454,2019-08-10T10:44:49.454,6.347,0.056,-0.050,1.012
1565459089473,2019-08-10T10:44:49.473,6.366,0.056,-0.051,1.012
1565459089492,2019-08-10T10:44:49.492,6.385,0.056,-0.050,1.013
1565459089512,2019-08-10T10:44:49.512,6.405,0.054,-0.050,1.015
1565459089531,2019-08-10T10:44:49.531,6.424,0.056,-0.051,1.014
1565459089552,2019-08-10T10:44:49.552,6.445,0.054,-0.051,1.014
1565459089571,2019-08-10T10:44:49.571,6.464,0.053,-0.052,1.013
1565459089592,2019-08-10T10:44:49.592,6.485,0.057,-0.053,1.013
1565459089611,2019-08-10T10:44:49.611,6.504,0.055,-0.051,1.013
1565459089631,2019-08-10T10:44:49.631,6.524,0.054,-0.053,1.014
1565459089650,2019-08-10T10:44:49.650,6.543,0.055,-0.052,1.012
1565459089671,2019-08-10T10:44:49.671,6.564,0.055,-0.051,1.013
1565459089690,2019-08-10T10:44:49.690,6.583,0.054,-0.050,1.016
1565459089709,2019-08-10T10:44:49.709,6.602,0.053,-0.050,1.015
1565459089729,2019-08-10T10:44:49.729,6.622,0.054,-0.052,1.013
1565459089748,2019-08-10T10:44:49.748,6.641,0.055,-0.051,1.013
1565459089769,2019-08-10T10:44:49.769,6.662,0.054,-0.049,1.013
1565459089788,2019-08-10T10:44:49.788,6.681,0.054,-0.050,1.013
1565459089808,2019-08-10T10:44:49.808,6.701,0.055,-0.052,1.015
1565459089827,2019-08-10T10:44:49.827,6.720,0.053,-0.052,1.013
1565459089848,2019-08-10T10:44:49.848,6.741,0.054,-0.050,1.014
1565459089867,2019-08-10T10:44:49.867,6.760,0.056,-0.051,1.015
1565459089887,2019-08-10T10:44:49.887,6.780,0.055,-0.051,1.016
1565459089906,2019-08-10T10:44:49.906,6.799,0.054,-0.051,1.015
1565459089926,2019-08-10T10:44:49.926,6.819,0.054,-0.049,1.013
1565459089946,2019-08-10T10:44:49.946,6.839,0.054,-0.051,1.016
1565459089965,2019-08-10T10:44:49.965,6.858,0.054,-0.051,1.015
1565459089986,2019-08-10T10:44:49.986,6.879,0.055,-0.051,1.015
1565459090005,2019-08-10T10:44:50.005,6.898,0.057,-0.051,1.014
1565459090025,2019-08-10T10:44:50.025,6.918,0.056,-0.051,1.013
1565459090044,2019-08-10T10:44:50.044,6.937,0.052,-0.052,1.014
1565459090065,2019-08-10T10:44:50.065,6.958,0.053,-0.052,1.013
1565459090084,2019-08-10T10:44:50.084,6.977,0.053,-0.052,1.013
1565459090103,2019-08-10T10:44:50.103,6.996,0.055,-0.052,1.014
1565459090123,2019-08-10T10:44:50.123,7.016,0.055,-0.052,1.014
1565459090142,2019-08-10T10:44:50.142,7.035,0.054,-0.049,1.012
1565459090163,2019-08-10T10:44:50.163,7.056,0.053,-0.051,1.013
1565459090182,2019-08-10T10:44:50.182,7.075,0.056,-0.051,1.014
1565459090202,2019-08-10T10:44:50.202,7.095,0.056,-0.049,1.013
1565459090221,2019-08-10T10:44:50.221,7.114,0.055,-0.049,1.014
1565459090242,2019-08-10T10:44:50.242,7.135,0.055,-0.050,1.015
1565459090261,2019-08-10T10:44:50.261,7.154,0.054,-0.051,1.014
1565459090281,2019-08-10T10:44:50.281,7.174,0.054,-0.052,1.014
1565459090301,2019-08-10T10:44:50.301,7.194,0.055,-0.051,1.014
