epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1565459071309,2019-08-10T10:44:31.309,0.000,-0.054,-0.088,1.037
1565459071330,2019-08-10T10:44:31.330,0.021,-0.053,-0.087,1.046
1565459071349,2019-08-10T10:44:31.349,0.040,-0.054,-0.087,1.044
1565459071369,2019-08-10T10:44:31.369,0.060,-0.053,-0.087,1.044
1565459071390,2019-08-10T10:44:31.390,0.081,-0.054,-0.088,1.043
1565459071410,2019-08-10T10:44:31.410,0.101,-0.052,-0.088,1.044
1565459071431,2019-08-10T10:44:31.431,0.122,-0.053,-0.089,1.046
1565459071451,2019-08-10T10:44:31.451,0.142,-0.052,-0.088,1.044
1565459071472,2019-08-10T10:44:31.472,0.163,-0.053,-0.086,1.044
1565459071491,2019-08-10T10:44:31.491,0.182,-0.053,-0.087,1.045
1565459071512,2019-08-10T10:44:31.512,0.203,-0.053,-0.088,1.043
1565459071532,2019-08-10T10:44:31.532,0.223,-0.054,-0.086,1.044
1565459071553,2019-08-10T10:44:31.553,0.244,-0.055,-0.087,1.044
1565459071573,2019-08-10T10:44:31.573,0.264,-0.054,-0.087,1.046
1565459071594,2019-08-10T10:44:31.594,0.285,-0.051,-0.089,1.045
1565459071613,2019-08-10T10:44:31.613,0.304,-0.053,-0.090,1.048
1565459071633,2019-08-10T10:44:31.633,0.324,-0.057,-0.087,1.042
1565459071654,2019-08-10T10:44:31.654,0.345,-0.057,-0.084,1.042
1565459071674,2019-08-10T10:44:31.674,0.365,-0.049,-0.088,1.045
1565459071695,2019-08-10T10:44:31.695,0.386,-0.047,-0.083,1.044
1565459071715,2019-08-10T10:44:31.715,0.406,-0.049,-0.082,1.044
1565459071736,2019-08-10T10:44:31.736,0.427,-0.056,-0.090,1.043
1565459071755,2019-08-10T10:44:31.755,0.446,-0.056,-0.090,1.046
1565459071775,2019-08-10T10:44:31.775,0.466,-0.052,-0.088,1.045
1565459071796,2019-08-10T10:44:31.796,0.487,-0.050,-0.082,1.043
1565459071816,2019-08-10T10:44:31.816,0.507,-0.051,-0.085,1.044
1565459071837,2019-08-10T10:44:31.837,0.528,-0.055,-0.093,1.046
1565459071857,2019-08-10T10:44:31.857,0.548,-0.061,-0.092,1.043
1565459071878,2019-08-10T10:44:31.878,0.569,-0.058,-0.086,1.045
1565459071897,2019-08-10T10:44:31.897,0.588,-0.047,-0.083,1.045
1565459071917,2019-08-10T10:44:31.917,0.608,-0.044,-0.085,1.045
1565459071938,2019-08-10T10:44:31.938,0.629,-0.054,-0.089,1.045
1565459071958,2019-08-10T10:44:31.958,0.649,-0.062,-0.084,1.043
1565459071979,2019-08-10T10:44:31.979,0.670,-0.056,-0.093,1.042
1565459071999,2019-08-10T10:44:31.999,0.690,-0.049,-0.087,1.045
1565459072018,2019-08-10T10:44:32.018,0.709,-0.048,-0.076,1.042
1565459072039,2019-08-10T10:44:32.039,0.730,-0.051,-0.079,1.037
1565459072059,2019-08-10T10:44:32.059,0.750,-0.053,-0.093,1.056
1565459072080,2019-08-10T10:44:32.080,0.771,-0.059,-0.105,1.043
1565459072100,2019-08-10T10:44:32.100,0.791,-0.062,-0.083,1.036
1565459072121,2019-08-10T10:44:32.121,0.812,-0.052,-0.072,1.042
1565459072141,2019-08-10T10:44:32.141,0.832,-0.044,-0.087,1.049
1565459072160,2019-08-10T10:44:32.160,0.851,-0.048,-0.092,1.049
1565459072181,2019-08-10T10:44:32.181,0.872,-0.063,-0.086,1.038
1565459072201,2019-08-10T10:44:32.201,0.892,-0.067,-0.082,1.039
1565459072222,2019-08-10T10:44:32.222,0.913,-0.049,-0.094,1.049
1565459072242,2019-08-10T10:44:32.242,0.933,-0.042,-0.092,1.050
1565459072263,2019-08-10T10:44:32.263,0.954,-0.050,-0.071,1.043
1565459072282,2019-08-10T10:44:32.282,0.973,-0.058,-0.083,1.043
1565459072303,2019-08-10T10:44:32.303,0.994,-0.058,-0.099,1.046
1565459072323,2019-08-10T10:44:32.323,1.014,-0.056,-0.095,1.044
1565459072344,2019-08-10T10:44:32.344,1.035,-0.052,-0.078,1.044
1565459072364,2019-08-10T10:44:32.364,1.055,-0.048,-0.073,1.042
1565459072385,2019-08-10T10:44:32.385,1.076,-0.046,-0.094,1.047
1565459072405,2019-08-10T10:44:32.405,1.096,-0.055,-0.093,1.049
1565459072424,2019-08-10T10:44:32.424,1.115,-0.065,-0.082,1.039
1565459072445,2019-08-10T10:44:32.445,1.136,-0.057,-0.088,1.044
1565459072465,2019-08-10T10:44:32.465,1.156,-0.044,-0.091,1.050
1565459072486,2019-08-10T10:44:32.486,1.177,-0.046,-0.084,1.044
1565459072506,2019-08-10T10:44:32.506,1.197,-0.053,-0.079,1.040
1565459072527,2019-08-10T10:44:32.527,1.218,-0.060,-0.088,1.042
1565459072547,2019-08-10T10:44:32.547,1.238,-0.057,-0.098,1.048
1565459072566,2019-08-10T10:44:32.566,1.257,-0.051,-0.087,1.045
1565459072587,2019-08-10T10:44:32.587,1.278,-0.051,-0.075,1.041
1565459072607,2019-08-10T10:44:32.607,1.298,-0.046,-0.084,1.046
1565459072628,2019-08-10T10:44:32.628,1.319,-0.052,-0.095,1.048
1565459072648,2019-08-10T10:44:32.648,1.339,-0.062,-0.089,1.042
1565459072669,2019-08-10T10:44:32.669,1.360,-0.060,-0.084,1.042
1565459072688,2019-08-10T10:44:32.688,1.379,-0.049,-0.086,1.044
1565459072708,2019-08-10T10:44:32.708,1.399,-0.044,-0.088,1.047
1565459072729,2019-08-10T10:44:32.729,1.420,-0.050,-0.083,1.045
1565459072749,2019-08-10T10:44:32.749,1.440,-0.060,-0.084,1.041
1565459072770,2019-08-10T10:44:32.770,1.461,-0.060,-0.093,1.047
1565459072790,2019-08-10T10:44:32.790,1.481,-0.052,-0.093,1.046
1565459072811,2019-08-10T10:44:32.811,1.502,-0.051,-0.077,1.042
1565459072830,2019-08-10T10:44:32.830,1.521,-0.050,-0.079,1.047
1565459072850,2019-08-10T10:44:32.850,1.541,-0.049,-0.089,1.045
1565459072871,2019-08-10T10:44:32.871,1.562,-0.056,-0.095,1.044
1565459072891,2019-08-10T10:44:32.891,1.582,-0.061,-0.088,1.043
1565459072912,2019-08-10T10:44:32.912,1.603,-0.054,-0.081,1.042
1565459072932,2019-08-10T10:44:32.932,1.623,-0.046,-0.086,1.048
1565459072953,2019-08-10T10:44:32.953,1.644,-0.048,-0.086,1.047
1565459072972,2019-08-10T10:44:32.972,1.663,-0.058,-0.082,1.041
1565459072992,2019-08-10T10:44:32.992,1.683,-0.059,-0.091,1.045
