epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1565459077252,2019-08-10T10:44:37.252,0.000,-0.366,-0.305,-0.305
1565459077272,2019-08-10T10:44:37.272,0.020,-0.366,-0.122,-0.488
1565459077293,2019-08-10T10:44:37.293,0.041,-0.488,0.000,-0.366
1565459077312,2019-08-10T10:44:37.312,0.060,-0.488,0.000,-0.366
1565459077332,2019-08-10T10:44:37.332,0.080,-0.549,0.000,-0.366
1565459077353,2019-08-10T10:44:37.353,0.101,-0.549,-0.061,-0.366
1565459077374,2019-08-10T10:44:37.374,0.122,-0.488,-0.061,-0.366
1565459077394,2019-08-10T10:44:37.394,0.142,-0.488,-0.061,-0.305
1565459077415,2019-08-10T10:44:37.415,0.163,-0.549,-0.061,-0.366
1565459077435,2019-08-10T10:44:37.435,0.183,-0.488,0.000,-0.366
1565459077454,2019-08-10T10:44:37.454,0.202,-0.549,-0.061,-0.366
1565459077475,2019-08-10T10:44:37.475,0.223,-0.549,-0.061,-0.305
1565459077495,2019-08-10T10:44:37.495,0.243,-0.549,0.000,-0.305
1565459077516,2019-08-10T10:44:37.516,0.264,-0.427,-0.061,-0.366
1565459077536,2019-08-10T10:44:37.536,0.284,-0.488,-0.061,-0.427
1565459077557,2019-08-10T10:44:37.557,0.305,-0.549,0.000,-0.366
1565459077577,2019-08-10T10:44:37.577,0.325,-0.488,0.000,-0.366
1565459077598,2019-08-10T10:44:37.598,0.346,-0.488,-0.061,-0.366
1565459077617,2019-08-10T10:44:37.617,0.365,-0.488,-0.061,-0.366
1565459077637,2019-08-10T10:44:37.637,0.385,-0.488,0.000,-0.305
1565459077658,2019-08-10T10:44:37.658,0.406,-0.488,0.000,-0.305
1565459077678,2019-08-10T10:44:37.678,0.426,-0.488,-0.061,-0.305
1565459077699,2019-08-10T10:44:37.699,0.447,-0.488,-0.061,-0.305
1565459077719,2019-08-10T10:44:37.719,0.467,-0.549,-0.061,-0.366
1565459077740,2019-08-10T10:44:37.740,0.488,-0.549,-0.061,-0.366
1565459077759,2019-08-10T10:44:37.759,0.507,-0.610,-0.061,-0.427
1565459077779,2019-08-10T10:44:37.779,0.527,-0.427,0.000,-0.366
1565459077800,2019-08-10T10:44:37.800,0.548,-0.488,-0.061,-0.305
1565459077820,2019-08-10T10:44:37.820,0.568,-0.488,-0.061,-0.305
1565459077841,2019-08-10T10:44:37.841,0.589,-0.427,-0.061,-0.366
1565459077861,2019-08-10T10:44:37.861,0.609,-0.549,-0.061,-0.305
1565459077882,2019-08-10T10:44:37.882,0.630,-0.610,-0.061,-0.366
1565459077901,2019-08-10T10:44:37.901,0.649,-0.549,-0.122,-0.305
1565459077921,2019-08-10T10:44:37.921,0.669,-0.488,-0.061,-0.305
1565459077942,2019-08-10T10:44:37.942,0.690,-0.549,0.000,-0.366
1565459077962,2019-08-10T10:44:37.962,0.710,-0.488,-0.122,-0.305
1565459077983,2019-08-10T10:44:37.983,0.731,-0.488,-0.122,-0.366
1565459078003,2019-08-10T10:44:38.003,0.751,-0.549,-0.061,-0.366
1565459078024,2019-08-10T10:44:38.024,0.772,-0.549,-0.061,-0.366
1565459078043,2019-08-10T10:44:38.043,0.791,-0.549,-0.061,-0.305
1565459078063,2019-08-10T10:44:38.063,0.811,-0.549,-0.061,-0.366
1565459078084,2019-08-10T10:44:38.084,0.832,-0.549,-0.061,-0.305
